Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.73 [1.43-2.08],0.003,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.64 [1.35-1.99],0.164,,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.57 [1.31-1.89],0.478,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.18 [0.98-1.43],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-C%,1.11 [0.92-1.34],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
IDL-CE%,0.63 [0.53-0.75],0.052,,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.63 [0.53-0.75],0.053,,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-C,0.61 [0.50-0.73],0.049,*,Cholesterol in Small HDL
HDL-P,0.58 [0.47-0.71],0.049,*,Concentration of HDL Particles
Total-P,0.57 [0.46-0.69],0.012,*,Total-Concentration of Lipoprotein Particles
