Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-TG%,1.14 [0.97-1.33],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.14 [0.99-1.31],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Gly,1.05 [0.90-1.23],1.000,,Glycine
His,1.04 [0.90-1.20],1.000,,Histidine
Gln,1.02 [0.88-1.18],1.000,,Glutamine
PUFA,0.96 [0.83-1.12],1.000,,Polyunsaturated Fatty Acids
LA,0.95 [0.82-1.10],1.000,,Linoleic Acid
Omega-6,0.95 [0.81-1.10],1.000,,Omega-6 Fatty Acids
M-LDL-FC%,0.94 [0.81-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.91 [0.78-1.05],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
