Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.13 [0.95-1.34],1.000,,Glycine
His,1.08 [0.92-1.28],1.000,,Histidine
Tyr,1.03 [0.87-1.22],1.000,,Tyrosine
M-LDL-TG%,1.02 [0.86-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Phe,1.01 [0.85-1.19],1.000,,Phenylalanine
M-LDL-FC%,0.96 [0.81-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.96 [0.81-1.13],1.000,,VLDL Cholesterol
LDL-CE,0.93 [0.78-1.10],1.000,,Cholesteryl Esters in LDL
Total-CE,0.87 [0.74-1.03],1.000,,Total-Esterified Cholesterol
HDL-CE,0.80 [0.65-0.98],1.000,,Cholesteryl Esters in HDL
