Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.13 [0.94-1.36],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-TG%,1.10 [0.91-1.32],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.07 [0.89-1.28],1.000,,VLDL Cholesterol
VLDL-CE,1.04 [0.87-1.25],1.000,,Cholesteryl Esters in VLDL
LDL-CE,1.01 [0.84-1.21],1.000,,Cholesteryl Esters in LDL
Omega-6,0.99 [0.82-1.20],1.000,,Omega-6 Fatty Acids
Omega-3,0.93 [0.77-1.13],1.000,,Omega-3 Fatty Acids
DHA,0.88 [0.72-1.07],1.000,,Docosahexaenoic Acid
M-LDL-FC%,0.85 [0.71-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.84 [0.70-1.02],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
