Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.49 [1.32-1.69],9.612e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,1.47 [1.28-1.68],0.008,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.42 [1.25-1.61],0.033,*,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.41 [1.25-1.59],0.011,*,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.39 [1.22-1.58],0.120,,Glycoprotein Acetyls
M-LDL-C%,0.74 [0.66-0.82],0.015,*,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.73 [0.65-0.82],0.036,*,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.72 [0.64-0.81],0.013,*,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-CE%,0.72 [0.64-0.81],0.007,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
PUFA%,0.70 [0.62-0.79],0.006,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.67 [0.59-0.77],7.054e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.67 [0.59-0.77],0.001,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-C%,0.66 [0.58-0.74],3.173e-07,***,Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,0.63 [0.55-0.72],1.277e-06,***,Degree of Unsaturation
