Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.10 [1.00-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.06 [0.97-1.16],1.000,,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-PL,1.04 [0.94-1.14],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
TG/PG,1.03 [0.93-1.15],1.000,,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-TG,1.02 [0.93-1.13],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
VLDL-C,0.97 [0.88-1.06],1.000,,VLDL Cholesterol
LDL-CE,0.94 [0.86-1.03],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.93 [0.85-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.92 [0.83-1.03],1.000,,Cholesteryl Esters in HDL
Total-CE,0.92 [0.84-1.01],1.000,,Total-Esterified Cholesterol
