Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.22 [1.20-1.24],4.117e-116,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.20 [1.18-1.22],2.350e-98,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.20 [1.18-1.22],1.894e-101,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.18 [1.16-1.20],7.256e-77,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,1.16 [1.14-1.18],2.892e-53,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG%,1.16 [1.14-1.18],2.129e-57,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
GlycA,1.16 [1.14-1.18],7.962e-53,***,Glycoprotein Acetyls
S-LDL-TG%,1.15 [1.13-1.17],2.019e-53,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.15 [1.13-1.17],3.745e-47,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.14 [1.12-1.16],9.479e-43,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.13 [1.11-1.15],1.185e-33,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,1.13 [1.11-1.15],3.026e-37,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.12 [1.10-1.14],6.223e-29,***,Triglycerides to Total-Lipids in Small HDL percentage
IDL-PL%,1.12 [1.10-1.14],3.057e-35,***,Phospholipids to Total-Lipids in IDL percentage
Creatinine,1.11 [1.09-1.13],5.843e-23,***,Creatinine
M-HDL-TG%,1.10 [1.09-1.13],1.413e-21,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-PL%,1.10 [1.08-1.12],4.201e-20,***,Phospholipids to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,1.10 [1.08-1.12],6.801e-15,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-TG%,1.09 [1.07-1.11],1.035e-16,***,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-PL%,1.09 [1.06-1.11],3.795e-10,***,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,1.08 [1.06-1.10],3.001e-11,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,1.07 [1.05-1.09],1.914e-09,***,Phospholipids to Total-Lipids in Small LDL percentage
Omega-6/Omega-3,1.07 [1.05-1.09],1.142e-08,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
TG/PG,1.07 [1.05-1.09],3.232e-07,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.06 [1.04-1.08],3.377e-05,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XS-VLDL-TG,1.06 [1.04-1.07],1.229e-04,***,Triglycerides in Very Small VLDL
S-HDL-TG,1.05 [1.03-1.07],0.003,**,Triglycerides in Small HDL
Glu-lactate,1.05 [1.03-1.07],0.008,**,Glucose-lactate
S-VLDL-L,0.95 [0.94-0.97],0.045,*,Total-Lipids in Small VLDL
Leu,0.95 [0.94-0.97],0.035,*,Leucine
XS-VLDL-L,0.95 [0.94-0.97],0.009,**,Total-Lipids in Very Small VLDL
Total-BCAA,0.95 [0.93-0.97],0.017,*,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-C%,0.95 [0.93-0.97],0.009,**,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.95 [0.93-0.97],0.001,**,Average Diameter for LDL Particles
XS-VLDL-P,0.95 [0.93-0.96],2.991e-04,***,Concentration of Very Small VLDL Particles
L-VLDL-C%,0.95 [0.93-0.96],3.768e-04,***,Cholesterol to Total-Lipids in Large VLDL percentage
VLDL-P,0.95 [0.93-0.96],1.495e-04,***,Concentration of VLDL Particles
Total-FA,0.95 [0.93-0.96],8.512e-05,***,Total-Fatty Acids
L-VLDL-CE,0.94 [0.93-0.96],5.539e-05,***,Cholesteryl Esters in Large VLDL
XL-VLDL-CE,0.94 [0.93-0.96],4.667e-05,***,Cholesteryl Esters in Very Large VLDL
S-HDL-FC%,0.94 [0.93-0.96],7.134e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
His,0.94 [0.93-0.96],7.870e-06,***,Histidine
XS-VLDL-FC,0.94 [0.93-0.96],4.325e-06,***,Free Cholesterol in Very Small VLDL
L-HDL-FC%,0.94 [0.93-0.96],7.994e-08,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XXL-VLDL-CE%,0.94 [0.92-0.96],6.684e-06,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.94 [0.92-0.96],8.240e-07,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-PL,0.94 [0.92-0.96],1.244e-06,***,Phospholipids in Small HDL
Val,0.94 [0.92-0.96],8.850e-06,***,Valine
ApoB/ApoA1,0.94 [0.92-0.95],6.478e-08,***,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-FC,0.94 [0.92-0.95],7.736e-08,***,Free Cholesterol in VLDL
M-HDL-L,0.94 [0.92-0.95],2.177e-06,***,Total-Lipids in Medium HDL
XL-HDL-P,0.94 [0.92-0.96],1.744e-04,***,Concentration of Very Large HDL Particles
HDL-PL,0.94 [0.92-0.95],2.718e-06,***,Phospholipids in HDL
Acetate,0.94 [0.92-0.95],7.665e-09,***,Acetate
L-HDL-FC,0.93 [0.91-0.95],3.617e-05,***,Free Cholesterol in Large HDL
L-HDL-L,0.93 [0.91-0.95],1.746e-05,***,Total-Lipids in Large HDL
