Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.28 [1.20-1.36],2.178e-09,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.25 [1.18-1.34],7.191e-07,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.24 [1.17-1.32],7.487e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.24 [1.16-1.33],2.109e-05,***,Phospholipids to Total-Lipids in Medium HDL percentage
GlycA,1.23 [1.15-1.31],5.358e-04,***,Glycoprotein Acetyls
XS-VLDL-PL%,1.22 [1.15-1.30],3.791e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.21 [1.13-1.29],0.003,**,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-TG%,1.19 [1.12-1.28],0.035,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,0.85 [0.80-0.90],0.010,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,0.85 [0.80-0.90],0.016,*,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-FC%,0.84 [0.79-0.89],0.009,**,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-C,0.84 [0.79-0.90],0.031,*,Cholesterol in Medium LDL
LA,0.84 [0.79-0.90],0.031,*,Linoleic Acid
XL-HDL-CE%,0.84 [0.79-0.89],0.005,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
PUFA,0.84 [0.78-0.90],0.048,*,Polyunsaturated Fatty Acids
IDL-L,0.84 [0.78-0.89],0.019,*,Total-Lipids in IDL
IDL-CE%,0.83 [0.79-0.89],0.001,**,Cholesteryl Esters to Total-Lipids in IDL percentage
Non-HDL-C,0.83 [0.78-0.89],0.005,**,Total-Cholesterol Minus HDL-C
LDL-PL,0.83 [0.78-0.89],0.009,**,Phospholipids in LDL
M-VLDL-CE,0.83 [0.78-0.89],0.014,*,Cholesteryl Esters in Medium VLDL
S-LDL-FC,0.83 [0.78-0.89],0.006,**,Free Cholesterol in Small LDL
LDL-L,0.83 [0.78-0.89],0.003,**,Total-Lipids in LDL
LDL-CE,0.83 [0.78-0.88],0.003,**,Cholesteryl Esters in LDL
Unsaturation,0.83 [0.78-0.89],0.012,*,Degree of Unsaturation
S-VLDL-PL%,0.83 [0.78-0.88],0.004,**,Phospholipids to Total-Lipids in Small VLDL percentage
Total-FC,0.83 [0.78-0.88],0.004,**,Total-Free Cholesterol
XS-VLDL-C%,0.83 [0.78-0.88],4.941e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,0.83 [0.78-0.88],9.501e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-FC%,0.83 [0.77-0.89],0.017,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-CE,0.83 [0.77-0.88],0.003,**,Cholesteryl Esters in IDL
XS-VLDL-CE%,0.83 [0.78-0.88],2.982e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-C,0.82 [0.77-0.88],0.001,**,Cholesterol in IDL
L-LDL-L,0.82 [0.77-0.88],8.073e-04,***,Total-Lipids in Large LDL
IDL-FC,0.82 [0.77-0.88],0.002,**,Free Cholesterol in IDL
LA%,0.82 [0.77-0.88],9.178e-04,***,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-PL,0.82 [0.77-0.88],0.001,**,Phospholipids in Large LDL
LDL-C,0.82 [0.77-0.88],4.145e-04,***,LDL Cholesterol
L-LDL-CE,0.82 [0.77-0.88],7.515e-04,***,Cholesteryl Esters in Large LDL
IDL-C%,0.82 [0.77-0.87],9.123e-06,***,Cholesterol to Total-Lipids in IDL percentage
Clinical LDL-C,0.82 [0.77-0.87],9.902e-05,***,Clinical LDL Cholesterol
M-LDL-FC,0.82 [0.77-0.87],4.841e-04,***,Free Cholesterol in Medium LDL
L-LDL-C,0.82 [0.77-0.87],1.613e-04,***,Cholesterol in Large LDL
Total-C,0.81 [0.76-0.87],8.380e-05,***,Total-Cholesterol
M-LDL-C%,0.81 [0.77-0.86],3.991e-07,***,Cholesterol to Total-Lipids in Medium LDL percentage
LDL-FC,0.81 [0.76-0.87],6.049e-05,***,Free Cholesterol in LDL
Total-CE,0.81 [0.76-0.86],3.747e-05,***,Total-Esterified Cholesterol
L-LDL-FC,0.81 [0.76-0.86],5.122e-05,***,Free Cholesterol in Large LDL
S-LDL-C%,0.79 [0.74-0.84],9.363e-10,***,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.78 [0.73-0.83],6.765e-11,***,Cholesterol to Total-Lipids in Large LDL percentage
