Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Glu,1.03 [1.00-1.05],1.000,,Glucose
SFA%,1.02 [1.00-1.05],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Lactate,1.01 [0.99-1.04],1.000,,Lactate
M-LDL-PL%,1.01 [0.99-1.04],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
HDL-FC,1.01 [0.98-1.04],1.000,,Free Cholesterol in HDL
Ala,1.00 [0.97-1.02],1.000,,Alanine
M-LDL-FC%,0.99 [0.96-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
His,0.98 [0.96-1.01],1.000,,Histidine
ApoB,0.97 [0.95-1.00],1.000,,Apolipoprotein B
ApoB/ApoA1,0.97 [0.95-1.00],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
