Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-FC%,1.06 [0.97-1.16],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,1.04 [0.95-1.15],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.03 [0.94-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-C%,1.02 [0.93-1.12],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.00 [0.91-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.98 [0.89-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.92 [0.84-1.01],1.000,,VLDL Cholesterol
Remnant-C,0.89 [0.81-0.97],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.83 [0.75-0.91],1.000,,Total-Cholesterol
HDL-CE,0.81 [0.73-0.90],1.000,,Cholesteryl Esters in HDL
