Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.09 [1.00-1.19],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.04 [0.95-1.13],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.02 [0.94-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.02 [0.94-1.11],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-HDL-CE%,1.01 [0.92-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-VLDL-C%,0.98 [0.90-1.07],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-C,0.98 [0.89-1.07],1.000,,HDL Cholesterol
Clinical LDL-C,0.90 [0.83-0.98],1.000,,Clinical LDL Cholesterol
LDL-C,0.90 [0.82-0.97],1.000,,LDL Cholesterol
Non-HDL-C,0.89 [0.82-0.97],1.000,,Total-Cholesterol Minus HDL-C
