Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.15 [1.05-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-FA,1.09 [0.99-1.20],1.000,,Total-Fatty Acids
SFA,1.08 [0.98-1.19],1.000,,Saturated Fatty Acids
PUFA,1.07 [0.97-1.18],1.000,,Polyunsaturated Fatty Acids
Omega-6,1.06 [0.96-1.17],1.000,,Omega-6 Fatty Acids
Remnant-C,0.98 [0.89-1.08],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.97 [0.87-1.07],1.000,,Total-Cholesterol
Non-HDL-C,0.96 [0.87-1.06],1.000,,Total-Cholesterol Minus HDL-C
LDL-CE,0.95 [0.86-1.05],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.88 [0.80-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
