Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA,0.1000,0.1542,Linoleic Acid
XS-VLDL-CE%,0.0890,0.1158,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
GlycA,0.0912,0.0971,Glycoprotein Acetyls
3-Hydroxybutyrate,0.0622,0.0621,3-Hydroxybutyrate
Creatinine,0.0428,0.0341,Creatinine
L-LDL-CE%,0.0417,0.0319,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Tyr,0.0352,0.0317,Tyrosine
DHA%,0.0592,0.0304,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-P,0.0120,0.0264,Concentration of IDL Particles
ApoB,0.0228,0.0255,Apolipoprotein B
L-LDL-TG%,0.0312,0.0247,Triglycerides to Total-Lipids in Large LDL percentage
IDL-FC%,0.0172,0.0243,Free Cholesterol to Total-Lipids in IDL percentage
Acetoacetate,0.0290,0.0237,Acetoacetate
S-VLDL-CE,0.0142,0.0215,Cholesteryl Esters in Small VLDL
Albumin,0.0232,0.0179,Albumin
XXL-VLDL-FC%,0.0222,0.0176,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0197,0.0176,Linoleic Acid to Total-Fatty Acids percentage
Omega-3,0.0203,0.0165,Omega-3 Fatty Acids
XXL-VLDL-PL%,0.0213,0.0157,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gln,0.0195,0.0136,Glutamine
Val,0.0162,0.0134,Valine
Ile,0.0192,0.0131,Isoleucine
IDL-PL%,0.0138,0.0105,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-C,0.0040,0.0097,Cholesterol in Medium VLDL
XXL-VLDL-TG,0.0103,0.0083,Triglycerides in Chylomicrons and Extremely Large VLDL
Ala,0.0063,0.0078,Alanine
M-VLDL-CE,0.0040,0.0077,Cholesteryl Esters in Medium VLDL
IDL-CE,0.0058,0.0076,Cholesteryl Esters in IDL
S-HDL-FC%,0.0092,0.0069,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-TG%,0.0073,0.0069,Triglycerides to Total-Lipids in Very Large HDL percentage
L-LDL-PL%,0.0092,0.0068,Phospholipids to Total-Lipids in Large LDL percentage
Gly,0.0107,0.0063,Glycine
DHA,0.0085,0.0048,Docosahexaenoic Acid
IDL-TG%,0.0043,0.0048,Triglycerides to Total-Lipids in IDL percentage
Acetate,0.0070,0.0047,Acetate
His,0.0055,0.0046,Histidine
S-LDL-C%,0.0068,0.0044,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-FC,0.0030,0.0043,Free Cholesterol in Very Large HDL
Lactate,0.0042,0.0043,Lactate
Omega-6/Omega-3,0.0050,0.0042,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Total-BCAA,0.0068,0.0041,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-C%,0.0045,0.0040,Cholesterol to Total-Lipids in Medium LDL percentage
Phe,0.0060,0.0040,Phenylalanine
Unsaturation,0.0073,0.0038,Degree of Unsaturation
M-HDL-CE%,0.0043,0.0033,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-P,0.0005,0.0033,Concentration of Medium LDL Particles
L-VLDL-FC%,0.0020,0.0032,Free Cholesterol to Total-Lipids in Large VLDL percentage
Citrate,0.0038,0.0030,Citrate
XS-VLDL-PL%,0.0038,0.0028,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-FC%,0.0047,0.0028,Free Cholesterol to Total-Lipids in Large HDL percentage
Glu,0.0027,0.0027,Glucose
L-HDL-TG,0.0008,0.0023,Triglycerides in Large HDL
XXL-VLDL-TG%,0.0020,0.0022,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Leu,0.0022,0.0021,Leucine
Glu-lactate,0.0020,0.0020,Glucose-lactate
LDL-FC,0.0023,0.0017,Free Cholesterol in LDL
L-VLDL-CE%,0.0012,0.0017,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Omega-3%,0.0023,0.0014,Omega-3 Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0020,0.0012,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Pyruvate,0.0003,0.0010,Pyruvate
Omega-6%,0.0002,0.0008,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-LDL-C%,0.0020,0.0007,Cholesterol to Total-Lipids in Large LDL percentage
Acetone,0.0008,0.0007,Acetone
M-LDL-PL%,0.0003,0.0007,Phospholipids to Total-Lipids in Medium LDL percentage
SFA%,0.0005,0.0004,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.0003,0.0003,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.0002,0.0002,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
