Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE%,0.0880,0.1015,Cholesteryl Esters to Total-Lipids in IDL percentage
GlycA,0.1165,0.0938,Glycoprotein Acetyls
Unsaturation,0.0723,0.0742,Degree of Unsaturation
Val,0.0808,0.0726,Valine
Gln,0.0470,0.0505,Glutamine
Creatinine,0.0335,0.0493,Creatinine
L-LDL-CE%,0.0402,0.0344,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-VLDL-FC%,0.0377,0.0339,Free Cholesterol to Total-Lipids in Large VLDL percentage
Glu-lactate,0.0292,0.0315,Glucose-lactate
Omega-3,0.0232,0.0274,Omega-3 Fatty Acids
Leu,0.0213,0.0245,Leucine
Phe,0.0172,0.0237,Phenylalanine
Tyr,0.0168,0.0235,Tyrosine
Albumin,0.0363,0.0234,Albumin
Pyruvate,0.0262,0.0225,Pyruvate
Total-BCAA,0.0238,0.0224,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-TG%,0.0168,0.0220,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,0.0162,0.0202,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Glu,0.0187,0.0190,Glucose
Acetone,0.0197,0.0186,Acetone
Gly,0.0157,0.0164,Glycine
Acetate,0.0222,0.0163,Acetate
M-LDL-PL%,0.0182,0.0157,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.0137,0.0139,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-P,0.0113,0.0131,Concentration of IDL Particles
Ile,0.0145,0.0127,Isoleucine
Citrate,0.0090,0.0117,Citrate
IDL-FC%,0.0118,0.0094,Free Cholesterol to Total-Lipids in IDL percentage
DHA%,0.0102,0.0089,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-C%,0.0043,0.0076,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3%,0.0075,0.0073,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0072,0.0064,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.0080,0.0063,Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-PL%,0.0067,0.0058,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Lactate,0.0065,0.0056,Lactate
Omega-6/Omega-3,0.0060,0.0050,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-C%,0.0047,0.0047,Cholesterol to Total-Lipids in IDL percentage
XL-HDL-CE%,0.0020,0.0043,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
LDL-size,0.0043,0.0043,Average Diameter for LDL Particles
His,0.0050,0.0040,Histidine
Sc-ala,0.0042,0.0040,Spectrometer-corrected alanine
Acetoacetate,0.0025,0.0038,Acetoacetate
Ala,0.0037,0.0036,Alanine
Omega-6%,0.0032,0.0033,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC,0.0033,0.0032,Free Cholesterol in Very Large HDL
3-Hydroxybutyrate,0.0015,0.0021,3-Hydroxybutyrate
L-LDL-PL%,0.0027,0.0020,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.0018,0.0019,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.0007,0.0018,Cholesterol to Total-Lipids in Small LDL percentage
DHA,0.0023,0.0018,Docosahexaenoic Acid
S-HDL-CE,0.0013,0.0014,Cholesteryl Esters in Small HDL
XS-VLDL-FC%,0.0012,0.0011,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC%,0.0008,0.0009,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0008,0.0005,Saturated Fatty Acids to Total-Fatty Acids percentage
