Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1107,0.1131,Glycoprotein Acetyls
Citrate,0.0897,0.0770,Citrate
Unsaturation,0.0908,0.0695,Degree of Unsaturation
M-HDL-FC%,0.0473,0.0628,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-C%,0.0472,0.0573,Cholesterol to Total-Lipids in Large LDL percentage
IDL-PL%,0.0368,0.0467,Phospholipids to Total-Lipids in IDL percentage
M-LDL-PL%,0.0453,0.0409,Phospholipids to Total-Lipids in Medium LDL percentage
LA%,0.0442,0.0396,Linoleic Acid to Total-Fatty Acids percentage
Omega-3%,0.0388,0.0387,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Gly,0.0430,0.0343,Glycine
Acetoacetate,0.0330,0.0266,Acetoacetate
S-LDL-C%,0.0240,0.0236,Cholesterol to Total-Lipids in Small LDL percentage
Leu,0.0220,0.0224,Leucine
M-LDL-C%,0.0240,0.0214,Cholesterol to Total-Lipids in Medium LDL percentage
Pyruvate,0.0137,0.0196,Pyruvate
Lactate,0.0180,0.0189,Lactate
Phe,0.0168,0.0172,Phenylalanine
M-HDL-PL%,0.0150,0.0154,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-CE%,0.0113,0.0150,Cholesteryl Esters to Total-Lipids in IDL percentage
M-HDL-C%,0.0090,0.0148,Cholesterol to Total-Lipids in Medium HDL percentage
Omega-6/Omega-3,0.0125,0.0147,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LDL-size,0.0182,0.0144,Average Diameter for LDL Particles
Val,0.0107,0.0135,Valine
S-LDL-CE%,0.0132,0.0129,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Glu,0.0202,0.0128,Glucose
Gln,0.0118,0.0126,Glutamine
XL-HDL-CE%,0.0087,0.0113,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Albumin,0.0078,0.0110,Albumin
Glu-lactate,0.0072,0.0100,Glucose-lactate
3-Hydroxybutyrate,0.0063,0.0094,3-Hydroxybutyrate
XXL-VLDL-PL%,0.0072,0.0092,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,0.0115,0.0073,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.0067,0.0064,Docosahexaenoic Acid
L-LDL-CE%,0.0038,0.0063,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Tyr,0.0070,0.0063,Tyrosine
MUFA%,0.0048,0.0062,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,0.0043,0.0060,Creatinine
His,0.0050,0.0059,Histidine
SFA%,0.0077,0.0058,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0048,0.0058,Acetone
DHA%,0.0045,0.0057,Docosahexaenoic Acid to Total-Fatty Acids percentage
Sc-ala,0.0067,0.0047,Spectrometer-corrected alanine
XS-VLDL-PL%,0.0042,0.0045,Phospholipids to Total-Lipids in Very Small VLDL percentage
PUFA,0.0030,0.0038,Polyunsaturated Fatty Acids
Ala,0.0032,0.0030,Alanine
L-HDL-PL%,0.0030,0.0026,Phospholipids to Total-Lipids in Large HDL percentage
Omega-3,0.0032,0.0022,Omega-3 Fatty Acids
IDL-C%,0.0023,0.0022,Cholesterol to Total-Lipids in IDL percentage
M-LDL-CE%,0.0022,0.0019,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-FC,0.0027,0.0017,Free Cholesterol in Small HDL
S-HDL-PL%,0.0015,0.0013,Phospholipids to Total-Lipids in Small HDL percentage
L-VLDL-FC%,0.0010,0.0012,Free Cholesterol to Total-Lipids in Large VLDL percentage
IDL-FC%,0.0013,0.0010,Free Cholesterol to Total-Lipids in IDL percentage
Ile,0.0005,0.0008,Isoleucine
XXL-VLDL-CE%,0.0007,0.0005,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-size,0.0002,0.0001,Average Diameter for VLDL Particles
