Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Citrate,0.1418,0.1381,Citrate
Gly,0.1193,0.1291,Glycine
XS-VLDL-CE%,0.0877,0.0725,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
MUFA%,0.0498,0.0576,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Acetoacetate,0.0447,0.0447,Acetoacetate
Tyr,0.0443,0.0435,Tyrosine
Gln,0.0518,0.0419,Glutamine
M-LDL-C%,0.0413,0.0398,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.0352,0.0395,Phospholipids to Total-Lipids in Small HDL percentage
Creatinine,0.0282,0.0386,Creatinine
Sc-ala,0.0252,0.0304,Spectrometer-corrected alanine
Acetone,0.0177,0.0288,Acetone
Pyruvate,0.0295,0.0251,Pyruvate
Albumin,0.0265,0.0248,Albumin
L-HDL-TG,0.0307,0.0201,Triglycerides in Large HDL
His,0.0097,0.0170,Histidine
Lactate,0.0148,0.0168,Lactate
GlycA,0.0298,0.0165,Glycoprotein Acetyls
Val,0.0207,0.0164,Valine
LA%,0.0183,0.0151,Linoleic Acid to Total-Fatty Acids percentage
Ala,0.0123,0.0129,Alanine
Glu,0.0087,0.0122,Glucose
XXL-VLDL-PL%,0.0112,0.0113,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0082,0.0092,Glucose-lactate
Acetate,0.0062,0.0084,Acetate
3-Hydroxybutyrate,0.0062,0.0080,3-Hydroxybutyrate
Phe,0.0097,0.0072,Phenylalanine
L-LDL-PL%,0.0068,0.0068,Phospholipids to Total-Lipids in Large LDL percentage
Ile,0.0062,0.0065,Isoleucine
IDL-CE%,0.0060,0.0062,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-FC%,0.0052,0.0061,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Leu,0.0048,0.0048,Leucine
IDL-PL%,0.0057,0.0046,Phospholipids to Total-Lipids in IDL percentage
LDL-size,0.0045,0.0044,Average Diameter for LDL Particles
IDL-TG%,0.0037,0.0039,Triglycerides to Total-Lipids in IDL percentage
DHA%,0.0057,0.0036,Docosahexaenoic Acid to Total-Fatty Acids percentage
Total-FA,0.0033,0.0036,Total-Fatty Acids
ApoB/ApoA1,0.0020,0.0028,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-FC%,0.0017,0.0027,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-CE%,0.0023,0.0024,Cholesteryl Esters to Total-Lipids in Small LDL percentage
SFA%,0.0013,0.0021,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.0020,0.0019,Free Cholesterol to Total-Lipids in IDL percentage
M-HDL-PL%,0.0015,0.0018,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-CE%,0.0008,0.0015,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-BCAA,0.0008,0.0013,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-CE,0.0008,0.0011,Cholesteryl Esters in Small HDL
M-LDL-CE%,0.0008,0.0011,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
DHA,0.0010,0.0009,Docosahexaenoic Acid
S-HDL-C%,0.0010,0.0009,Cholesterol to Total-Lipids in Small HDL percentage
Omega-3%,0.0008,0.0009,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0007,0.0007,Degree of Unsaturation
S-LDL-C%,0.0002,0.0006,Cholesterol to Total-Lipids in Small LDL percentage
Omega-6/Omega-3,0.0005,0.0005,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-FC%,0.0002,0.0003,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-C%,0.0002,0.0003,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-FC%,0.0002,0.0002,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
