Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.0883,0.0929,Creatinine
GlycA,0.1062,0.0818,Glycoprotein Acetyls
Albumin,0.0950,0.0678,Albumin
Tyr,0.0488,0.0501,Tyrosine
Gln,0.0553,0.0487,Glutamine
Val,0.0465,0.0474,Valine
Acetone,0.0198,0.0472,Acetone
Lactate,0.0445,0.0421,Lactate
XXL-VLDL-FC%,0.0177,0.0299,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0417,0.0297,Linoleic Acid to Total-Fatty Acids percentage
Gly,0.0333,0.0291,Glycine
Acetoacetate,0.0302,0.0283,Acetoacetate
Phe,0.0183,0.0273,Phenylalanine
Ala,0.0200,0.0255,Alanine
Pyruvate,0.0132,0.0239,Pyruvate
XXL-VLDL-PL%,0.0153,0.0210,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,0.0138,0.0205,Citrate
L-LDL-CE%,0.0238,0.0204,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-LDL-C%,0.0267,0.0202,Cholesterol to Total-Lipids in Large LDL percentage
Glu,0.0137,0.0191,Glucose
Leu,0.0158,0.0164,Leucine
LDL-size,0.0155,0.0155,Average Diameter for LDL Particles
S-LDL-PL%,0.0197,0.0155,Phospholipids to Total-Lipids in Small LDL percentage
His,0.0128,0.0138,Histidine
3-Hydroxybutyrate,0.0142,0.0138,3-Hydroxybutyrate
Glu-lactate,0.0097,0.0137,Glucose-lactate
Unsaturation,0.0108,0.0105,Degree of Unsaturation
IDL-FC%,0.0065,0.0101,Free Cholesterol to Total-Lipids in IDL percentage
Sc-ala,0.0072,0.0093,Spectrometer-corrected alanine
M-LDL-C%,0.0102,0.0081,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0077,0.0069,Phospholipids to Total-Lipids in IDL percentage
Acetate,0.0065,0.0066,Acetate
XXL-VLDL-TG%,0.0042,0.0064,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0057,0.0059,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-PL%,0.0077,0.0057,Phospholipids to Total-Lipids in Small HDL percentage
PC,0.0033,0.0050,Phosphatidylcholines
IDL-CE%,0.0048,0.0048,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-PL%,0.0038,0.0044,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,0.0052,0.0043,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-PL%,0.0062,0.0042,Phospholipids to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.0060,0.0042,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-PL%,0.0052,0.0041,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.0027,0.0038,Cholesterol to Total-Lipids in Small LDL percentage
Omega-3,0.0017,0.0036,Omega-3 Fatty Acids
MUFA%,0.0052,0.0036,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ile,0.0045,0.0036,Isoleucine
L-LDL-TG%,0.0033,0.0036,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-CE%,0.0055,0.0031,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,0.0023,0.0031,Free Cholesterol to Total-Lipids in Large VLDL percentage
PUFA%,0.0047,0.0029,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-C%,0.0008,0.0020,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0017,0.0020,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
SFA%,0.0017,0.0018,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0010,0.0013,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6%,0.0018,0.0012,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-CE,0.0013,0.0011,Cholesteryl Esters in Small HDL
LDL-TG,0.0010,0.0009,Triglycerides in LDL
XXL-VLDL-CE%,0.0002,0.0001,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
