Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Glu-lactate,0.1645,0.2894,Glucose-lactate
IDL-CE,0.0755,0.1515,Cholesteryl Esters in IDL
Glu,0.1237,0.0555,Glucose
Creatinine,0.0870,0.0491,Creatinine
IDL-C,0.0208,0.0425,Cholesterol in IDL
Tyr,0.0487,0.0348,Tyrosine
L-LDL-C%,0.0297,0.0302,Cholesterol to Total-Lipids in Large LDL percentage
IDL-FC,0.0238,0.0268,Free Cholesterol in IDL
Sc-ala,0.0400,0.0260,Spectrometer-corrected alanine
Remnant-C,0.0115,0.0259,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
IDL-P,0.0132,0.0218,Concentration of IDL Particles
IDL-L,0.0050,0.0209,Total-Lipids in IDL
Citrate,0.0337,0.0207,Citrate
S-LDL-CE%,0.0317,0.0183,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,0.0337,0.0160,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-C,0.0082,0.0159,Total-Cholesterol
Gln,0.0155,0.0152,Glutamine
Total-PL,0.0147,0.0140,Total-Phospholipids in Lipoprotein Particles
Lactate,0.0198,0.0124,Lactate
XS-VLDL-CE,0.0100,0.0123,Cholesteryl Esters in Very Small VLDL
IDL-PL%,0.0222,0.0112,Phospholipids to Total-Lipids in IDL percentage
GlycA,0.0277,0.0109,Glycoprotein Acetyls
IDL-TG%,0.0135,0.0092,Triglycerides to Total-Lipids in IDL percentage
Total-FC,0.0067,0.0092,Total-Free Cholesterol
Acetate,0.0207,0.0077,Acetate
Phe,0.0120,0.0060,Phenylalanine
3-Hydroxybutyrate,0.0113,0.0056,3-Hydroxybutyrate
XXL-VLDL-FC%,0.0157,0.0055,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-CE%,0.0067,0.0053,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Ile,0.0053,0.0036,Isoleucine
Albumin,0.0053,0.0034,Albumin
M-LDL-C%,0.0040,0.0027,Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.0055,0.0026,Degree of Unsaturation
L-LDL-TG%,0.0033,0.0022,Triglycerides to Total-Lipids in Large LDL percentage
Total-L,0.0010,0.0019,Total-Lipids in Lipoprotein Particles
His,0.0052,0.0018,Histidine
XS-VLDL-FC%,0.0022,0.0015,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-C%,0.0030,0.0015,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gly,0.0022,0.0012,Glycine
LA%,0.0037,0.0012,Linoleic Acid to Total-Fatty Acids percentage
Ala,0.0010,0.0010,Alanine
M-HDL-CE%,0.0015,0.0010,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XXL-VLDL-CE%,0.0028,0.0008,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetoacetate,0.0012,0.0008,Acetoacetate
ApoB/ApoA1,0.0003,0.0007,Apolipoprotein B to Apolipoprotein A1 ratio
Omega-3,0.0015,0.0006,Omega-3 Fatty Acids
Val,0.0010,0.0005,Valine
XL-HDL-FC,0.0015,0.0004,Free Cholesterol in Very Large HDL
LA,0.0010,0.0004,Linoleic Acid
LDL-size,0.0002,0.0002,Average Diameter for LDL Particles
Omega-3%,0.0003,0.0001,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0002,6.1318e-05,Acetone
