Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2665,0.4190,Creatinine
Leu,0.0500,0.0553,Leucine
Acetone,0.0260,0.0506,Acetone
M-LDL-C%,0.0488,0.0372,Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,0.0333,0.0336,Albumin
LDL-size,0.0607,0.0322,Average Diameter for LDL Particles
Val,0.0467,0.0305,Valine
L-LDL-CE%,0.0373,0.0292,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-BCAA,0.0213,0.0284,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Tyr,0.0205,0.0235,Tyrosine
Acetate,0.0480,0.0210,Acetate
GlycA,0.0272,0.0171,Glycoprotein Acetyls
Glu-lactate,0.0307,0.0167,Glucose-lactate
IDL-PL%,0.0150,0.0129,Phospholipids to Total-Lipids in IDL percentage
Pyruvate,0.0193,0.0126,Pyruvate
Gln,0.0150,0.0121,Glutamine
Glu,0.0160,0.0104,Glucose
Omega-6/Omega-3,0.0118,0.0102,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-VLDL-FC%,0.0062,0.0085,Free Cholesterol to Total-Lipids in Large VLDL percentage
DHA%,0.0132,0.0072,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-LDL-FC,0.0082,0.0068,Free Cholesterol in Small LDL
XL-VLDL-PL%,0.0083,0.0065,Phospholipids to Total-Lipids in Very Large VLDL percentage
Ile,0.0023,0.0063,Isoleucine
IDL-FC%,0.0085,0.0062,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-CE%,0.0087,0.0059,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Lactate,0.0075,0.0057,Lactate
XS-VLDL-FC%,0.0053,0.0056,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,0.0083,0.0055,Phospholipids to Total-Lipids in Medium HDL percentage
His,0.0063,0.0051,Histidine
XS-VLDL-CE%,0.0072,0.0051,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-HDL-FC%,0.0095,0.0050,Free Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-CE%,0.0070,0.0050,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-HDL-PL%,0.0098,0.0049,Phospholipids to Total-Lipids in Large HDL percentage
Sc-ala,0.0033,0.0049,Spectrometer-corrected alanine
M-LDL-PL%,0.0060,0.0048,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,0.0067,0.0048,Triglycerides to Total-Lipids in Large VLDL percentage
M-VLDL-PL%,0.0073,0.0047,Phospholipids to Total-Lipids in Medium VLDL percentage
SFA%,0.0077,0.0045,Saturated Fatty Acids to Total-Fatty Acids percentage
Gly,0.0042,0.0042,Glycine
LA%,0.0088,0.0040,Linoleic Acid to Total-Fatty Acids percentage
Citrate,0.0048,0.0037,Citrate
XL-HDL-C%,0.0067,0.0028,Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,0.0052,0.0019,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-C%,0.0032,0.0019,Cholesterol to Total-Lipids in Large VLDL percentage
3-Hydroxybutyrate,0.0023,0.0016,3-Hydroxybutyrate
XXL-VLDL-TG%,0.0023,0.0015,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0022,0.0014,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-CE%,0.0023,0.0013,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0018,0.0012,Phospholipids to Total-Lipids in Very Small VLDL percentage
Acetoacetate,0.0018,0.0012,Acetoacetate
L-LDL-PL%,0.0017,0.0011,Phospholipids to Total-Lipids in Large LDL percentage
Ala,0.0013,0.0010,Alanine
Omega-3%,0.0015,0.0009,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0012,0.0009,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Unsaturation,0.0018,0.0008,Degree of Unsaturation
Phe,0.0012,0.0008,Phenylalanine
DHA,0.0010,0.0006,Docosahexaenoic Acid
Omega-3,0.0007,0.0005,Omega-3 Fatty Acids
PUFA,0.0010,0.0004,Polyunsaturated Fatty Acids
S-LDL-PL%,0.0008,0.0004,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-PL%,0.0007,0.0002,Phospholipids to Total-Lipids in Small HDL percentage
