Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Acetone,0.0932,0.0737,Acetone
Lactate,0.0362,0.0448,Lactate
Albumin,0.0422,0.0435,Albumin
Glu-lactate,0.0612,0.0417,Glucose-lactate
Acetate,0.0463,0.0413,Acetate
Acetoacetate,0.0503,0.0397,Acetoacetate
L-HDL-PL%,0.0437,0.0385,Phospholipids to Total-Lipids in Large HDL percentage
Citrate,0.0278,0.0371,Citrate
Creatinine,0.0383,0.0361,Creatinine
S-HDL-CE,0.0413,0.0361,Cholesteryl Esters in Small HDL
3-Hydroxybutyrate,0.0162,0.0312,3-Hydroxybutyrate
Gly,0.0270,0.0309,Glycine
Ile,0.0282,0.0306,Isoleucine
Glu,0.0307,0.0296,Glucose
GlycA,0.0230,0.0286,Glycoprotein Acetyls
Pyruvate,0.0208,0.0267,Pyruvate
Phe,0.0140,0.0254,Phenylalanine
Ala,0.0207,0.0215,Alanine
L-LDL-PL%,0.0245,0.0212,Phospholipids to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.0228,0.0207,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Tyr,0.0193,0.0185,Tyrosine
Sc-ala,0.0112,0.0149,Spectrometer-corrected alanine
IDL-FC%,0.0105,0.0145,Free Cholesterol to Total-Lipids in IDL percentage
His,0.0170,0.0142,Histidine
L-VLDL-TG%,0.0157,0.0141,Triglycerides to Total-Lipids in Large VLDL percentage
Unsaturation,0.0143,0.0137,Degree of Unsaturation
Omega-6/Omega-3,0.0105,0.0126,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,0.0157,0.0121,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LDL-size,0.0098,0.0121,Average Diameter for LDL Particles
SFA%,0.0180,0.0117,Saturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-C%,0.0127,0.0109,Cholesterol to Total-Lipids in Large VLDL percentage
Gln,0.0058,0.0107,Glutamine
IDL-PL%,0.0145,0.0106,Phospholipids to Total-Lipids in IDL percentage
M-LDL-C%,0.0055,0.0098,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.0078,0.0093,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE%,0.0057,0.0091,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-C%,0.0058,0.0089,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-FC%,0.0073,0.0076,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-C%,0.0047,0.0068,Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,0.0053,0.0068,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-BCAA,0.0062,0.0064,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-FC%,0.0060,0.0054,Free Cholesterol to Total-Lipids in Large HDL percentage
L-VLDL-PL%,0.0033,0.0052,Phospholipids to Total-Lipids in Large VLDL percentage
L-HDL-TG,0.0037,0.0052,Triglycerides in Large HDL
Omega-3%,0.0077,0.0050,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0053,0.0049,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA,0.0020,0.0043,Linoleic Acid
DHA,0.0028,0.0041,Docosahexaenoic Acid
XXL-VLDL-FC%,0.0033,0.0040,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,0.0060,0.0038,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0042,0.0035,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-L,0.0025,0.0029,Total-Lipids in Very Small VLDL
XL-VLDL-CE%,0.0033,0.0027,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
LA%,0.0012,0.0025,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-CE%,0.0028,0.0020,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XXL-VLDL-PL%,0.0028,0.0019,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-TG,0.0022,0.0019,Triglycerides in Medium LDL
Val,0.0020,0.0016,Valine
S-HDL-FC%,0.0018,0.0014,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-CE%,0.0017,0.0011,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,0.0007,0.0006,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-CE%,0.0015,0.0006,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-CE%,0.0007,0.0005,Cholesteryl Esters to Total-Lipids in IDL percentage
LDL-TG,0.0005,0.0004,Triglycerides in LDL
Leu,0.0003,0.0003,Leucine
