Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1555,0.4010,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.2822,0.2334,Glycoprotein Acetyls
Albumin,0.1752,0.0799,Albumin
IDL-TG%,0.0297,0.0711,Triglycerides to Total-Lipids in IDL percentage
LA,0.0535,0.0338,Linoleic Acid
L-LDL-TG%,0.0275,0.0304,Triglycerides to Total-Lipids in Large LDL percentage
Omega-6%,0.0277,0.0242,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,0.0400,0.0214,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.0268,0.0162,Cholesterol to Total-Lipids in Small LDL percentage
Leu,0.0297,0.0143,Leucine
IDL-CE%,0.0173,0.0128,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu-lactate,0.0237,0.0126,Glucose-lactate
3-Hydroxybutyrate,0.0283,0.0108,3-Hydroxybutyrate
Total-BCAA,0.0180,0.0092,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.0158,0.0064,Valine
S-LDL-CE%,0.0077,0.0039,Cholesteryl Esters to Total-Lipids in Small LDL percentage
His,0.0062,0.0034,Histidine
Remnant-C,0.0047,0.0028,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Glu,0.0050,0.0021,Glucose
L-VLDL-CE,0.0023,0.0018,Cholesteryl Esters in Large VLDL
VLDL-CE,0.0023,0.0017,Cholesteryl Esters in VLDL
S-LDL-PL%,0.0032,0.0011,Phospholipids to Total-Lipids in Small LDL percentage
Acetoacetate,0.0045,0.0009,Acetoacetate
M-LDL-TG%,0.0010,0.0008,Triglycerides to Total-Lipids in Medium LDL percentage
Creatinine,0.0025,0.0006,Creatinine
XS-VLDL-PL%,0.0015,0.0006,Phospholipids to Total-Lipids in Very Small VLDL percentage
Acetone,0.0020,0.0006,Acetone
Omega-6,0.0008,0.0005,Omega-6 Fatty Acids
L-LDL-PL%,0.0017,0.0004,Phospholipids to Total-Lipids in Large LDL percentage
IDL-FC%,0.0005,0.0002,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-PL%,0.0005,0.0002,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Sc-ala,0.0007,0.0001,Spectrometer-corrected alanine
M-LDL-CE%,0.0003,0.0001,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Lactate,0.0003,0.0001,Lactate
PUFA%,0.0003,0.0001,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
VLDL-size,0.0002,7.2935e-05,Average Diameter for VLDL Particles
XXL-VLDL-FC%,0.0002,7.2396e-05,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,0.0002,5.6119e-05,Free Cholesterol to Total-Lipids in Large VLDL percentage
LDL-size,0.0002,5.0634e-05,Average Diameter for LDL Particles
MUFA%,0.0002,4.6398e-05,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0002,4.5158e-05,Citrate
Phe,0.0002,3.0857e-05,Phenylalanine
