Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE%,0.0953,0.1688,Cholesteryl Esters to Total-Lipids in IDL percentage
GlycA,0.1358,0.1201,Glycoprotein Acetyls
LA%,0.1118,0.1188,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.1195,0.0936,Albumin
Val,0.0692,0.0619,Valine
MUFA%,0.0427,0.0411,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0320,0.0355,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
His,0.0365,0.0305,Histidine
L-LDL-TG%,0.0185,0.0300,Triglycerides to Total-Lipids in Large LDL percentage
Glu-lactate,0.0388,0.0254,Glucose-lactate
IDL-FC%,0.0243,0.0226,Free Cholesterol to Total-Lipids in IDL percentage
Creatinine,0.0165,0.0214,Creatinine
Glu,0.0263,0.0189,Glucose
Total-BCAA,0.0162,0.0163,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-3%,0.0198,0.0154,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-LDL-C%,0.0115,0.0144,Cholesterol to Total-Lipids in Large LDL percentage
Gln,0.0155,0.0129,Glutamine
IDL-CE,0.0113,0.0125,Cholesteryl Esters in IDL
Leu,0.0118,0.0121,Leucine
3-Hydroxybutyrate,0.0162,0.0117,3-Hydroxybutyrate
IDL-PL%,0.0127,0.0102,Phospholipids to Total-Lipids in IDL percentage
Acetate,0.0118,0.0093,Acetate
Pyruvate,0.0085,0.0078,Pyruvate
Citrate,0.0090,0.0077,Citrate
Ala,0.0083,0.0072,Alanine
Tyr,0.0055,0.0063,Tyrosine
XXL-VLDL-FC%,0.0088,0.0061,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-C%,0.0055,0.0056,Cholesterol to Total-Lipids in IDL percentage
Acetoacetate,0.0043,0.0054,Acetoacetate
L-LDL-CE%,0.0062,0.0052,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0052,0.0047,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-PL%,0.0027,0.0037,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-PL%,0.0027,0.0029,Phospholipids to Total-Lipids in Large HDL percentage
Gly,0.0037,0.0027,Glycine
Sc-ala,0.0022,0.0025,Spectrometer-corrected alanine
XXL-VLDL-PL%,0.0020,0.0024,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0032,0.0024,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
SFA%,0.0028,0.0023,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0022,0.0021,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6%,0.0025,0.0020,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Lactate,0.0018,0.0019,Lactate
XXL-VLDL-CE%,0.0018,0.0018,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-L,0.0023,0.0017,Total-Lipids in Small HDL
S-HDL-PL%,0.0018,0.0017,Phospholipids to Total-Lipids in Small HDL percentage
LDL-size,0.0028,0.0015,Average Diameter for LDL Particles
XXL-VLDL-C%,0.0017,0.0014,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0013,0.0014,Isoleucine
HDL-size,0.0020,0.0013,Average Diameter for HDL Particles
M-HDL-PL%,0.0012,0.0013,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-CE%,0.0018,0.0011,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-LDL-C%,0.0007,0.0010,Cholesterol to Total-Lipids in Small LDL percentage
Acetone,0.0008,0.0009,Acetone
Phe,0.0002,0.0003,Phenylalanine
M-LDL-CE%,0.0002,0.0001,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,0.0002,0.0001,Free Cholesterol to Total-Lipids in Large VLDL percentage
