Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.1038,0.0897,Albumin
Creatinine,0.0995,0.0863,Creatinine
Acetone,0.1003,0.0814,Acetone
3-Hydroxybutyrate,0.0597,0.0633,3-Hydroxybutyrate
GlycA,0.0603,0.0583,Glycoprotein Acetyls
Omega-6/Omega-3,0.0520,0.0545,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-PL%,0.0322,0.0452,Phospholipids to Total-Lipids in Small HDL percentage
LA,0.0380,0.0416,Linoleic Acid
LA%,0.0397,0.0333,Linoleic Acid to Total-Fatty Acids percentage
Lactate,0.0342,0.0307,Lactate
L-HDL-PL%,0.0228,0.0266,Phospholipids to Total-Lipids in Large HDL percentage
Glu,0.0212,0.0238,Glucose
Tyr,0.0263,0.0236,Tyrosine
Acetate,0.0173,0.0212,Acetate
Gly,0.0127,0.0210,Glycine
Acetoacetate,0.0225,0.0192,Acetoacetate
Leu,0.0162,0.0156,Leucine
Pyruvate,0.0188,0.0155,Pyruvate
S-HDL-FC%,0.0125,0.0145,Free Cholesterol to Total-Lipids in Small HDL percentage
Gln,0.0152,0.0142,Glutamine
Glu-lactate,0.0093,0.0141,Glucose-lactate
L-LDL-CE%,0.0102,0.0123,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Sc-ala,0.0092,0.0113,Spectrometer-corrected alanine
His,0.0122,0.0113,Histidine
Citrate,0.0080,0.0107,Citrate
XS-VLDL-TG,0.0077,0.0101,Triglycerides in Very Small VLDL
LDL-size,0.0093,0.0100,Average Diameter for LDL Particles
S-LDL-PL%,0.0103,0.0100,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,0.0060,0.0100,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,0.0088,0.0086,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0090,0.0077,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-PL%,0.0063,0.0073,Phospholipids to Total-Lipids in Very Large HDL percentage
DHA,0.0073,0.0071,Docosahexaenoic Acid
IDL-TG%,0.0068,0.0068,Triglycerides to Total-Lipids in IDL percentage
Ala,0.0060,0.0067,Alanine
IDL-PL%,0.0078,0.0066,Phospholipids to Total-Lipids in IDL percentage
L-LDL-PL%,0.0068,0.0065,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-CE%,0.0040,0.0057,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-FC%,0.0052,0.0054,Free Cholesterol to Total-Lipids in IDL percentage
Val,0.0038,0.0050,Valine
IDL-CE%,0.0057,0.0049,Cholesteryl Esters to Total-Lipids in IDL percentage
XXL-VLDL-FC%,0.0017,0.0046,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0025,0.0043,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0037,0.0036,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0023,0.0034,Isoleucine
XXL-VLDL-TG%,0.0020,0.0031,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-FC%,0.0020,0.0031,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-HDL-FC%,0.0033,0.0028,Free Cholesterol to Total-Lipids in Very Large HDL percentage
PUFA%,0.0013,0.0026,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.0032,0.0022,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-FC%,0.0020,0.0020,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-TG,0.0017,0.0020,Triglycerides in Chylomicrons and Extremely Large VLDL
Phe,0.0020,0.0018,Phenylalanine
XL-HDL-C%,0.0018,0.0016,Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-6%,0.0020,0.0016,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0008,0.0010,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-CE%,0.0008,0.0009,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
MUFA%,0.0008,0.0007,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0003,0.0004,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA%,0.0003,0.0003,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-HDL-FC,0.0003,0.0003,Free Cholesterol in Very Large HDL
