Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-C%,0.0702,0.0706,Cholesterol to Total-Lipids in Large LDL percentage
Creatinine,0.0697,0.0647,Creatinine
LDL-size,0.0503,0.0562,Average Diameter for LDL Particles
Tyr,0.0523,0.0444,Tyrosine
Glu-lactate,0.0435,0.0382,Glucose-lactate
Ile,0.0263,0.0358,Isoleucine
Gln,0.0447,0.0357,Glutamine
M-LDL-PL%,0.0232,0.0348,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,0.0350,0.0342,Phenylalanine
Lactate,0.0168,0.0338,Lactate
XXL-VLDL-PL%,0.0382,0.0302,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
His,0.0268,0.0290,Histidine
Glu,0.0297,0.0281,Glucose
L-LDL-CE%,0.0393,0.0279,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-PL%,0.0280,0.0277,Phospholipids to Total-Lipids in Small LDL percentage
Acetate,0.0155,0.0273,Acetate
Acetoacetate,0.0463,0.0259,Acetoacetate
GlycA,0.0188,0.0234,Glycoprotein Acetyls
Acetone,0.0148,0.0221,Acetone
Pyruvate,0.0153,0.0205,Pyruvate
3-Hydroxybutyrate,0.0212,0.0185,3-Hydroxybutyrate
Ala,0.0117,0.0170,Alanine
Citrate,0.0148,0.0167,Citrate
Sc-ala,0.0087,0.0164,Spectrometer-corrected alanine
Albumin,0.0110,0.0139,Albumin
S-LDL-CE%,0.0158,0.0135,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-LDL-PL%,0.0200,0.0131,Phospholipids to Total-Lipids in Large LDL percentage
XS-VLDL-FC%,0.0083,0.0116,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-CE%,0.0170,0.0115,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Gly,0.0087,0.0107,Glycine
LA,0.0087,0.0106,Linoleic Acid
IDL-PL%,0.0132,0.0103,Phospholipids to Total-Lipids in IDL percentage
M-LDL-P,0.0080,0.0096,Concentration of Medium LDL Particles
DHA,0.0118,0.0096,Docosahexaenoic Acid
M-LDL-CE%,0.0075,0.0092,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-VLDL-PL%,0.0117,0.0091,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-HDL-C%,0.0110,0.0082,Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-TG%,0.0117,0.0079,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-CE%,0.0075,0.0064,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-HDL-FC%,0.0077,0.0062,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-TG%,0.0060,0.0056,Triglycerides to Total-Lipids in Small LDL percentage
Unsaturation,0.0037,0.0052,Degree of Unsaturation
Leu,0.0018,0.0051,Leucine
S-HDL-PL%,0.0057,0.0048,Phospholipids to Total-Lipids in Small HDL percentage
L-VLDL-FC%,0.0038,0.0047,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-C%,0.0068,0.0046,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.0070,0.0037,Cholesteryl Esters to Total-Lipids in IDL percentage
LA%,0.0043,0.0031,Linoleic Acid to Total-Fatty Acids percentage
Total-BCAA,0.0020,0.0028,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
DHA%,0.0012,0.0028,Docosahexaenoic Acid to Total-Fatty Acids percentage
VLDL-size,0.0028,0.0027,Average Diameter for VLDL Particles
SFA%,0.0027,0.0027,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.0025,0.0026,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.0027,0.0024,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-FC%,0.0015,0.0013,Free Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-FC%,0.0012,0.0013,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-TG%,0.0013,0.0009,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-C%,0.0005,0.0008,Cholesterol to Total-Lipids in Medium HDL percentage
XXL-VLDL-C%,0.0008,0.0008,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-TG%,0.0003,0.0007,Triglycerides to Total-Lipids in Very Large HDL percentage
Omega-6/Omega-3,0.0003,0.0004,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-6%,0.0003,0.0004,Omega-6 Fatty Acids to Total-Fatty Acids percentage
