Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Citrate,0.0733,0.0758,Citrate
Glu-lactate,0.0720,0.0550,Glucose-lactate
3-Hydroxybutyrate,0.0437,0.0525,3-Hydroxybutyrate
Sc-ala,0.0447,0.0465,Spectrometer-corrected alanine
M-LDL-C%,0.0457,0.0390,Cholesterol to Total-Lipids in Medium LDL percentage
GlycA,0.0507,0.0384,Glycoprotein Acetyls
Acetoacetate,0.0337,0.0380,Acetoacetate
Phe,0.0185,0.0362,Phenylalanine
LA%,0.0257,0.0331,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-CE%,0.0375,0.0319,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-PL%,0.0338,0.0292,Phospholipids to Total-Lipids in IDL percentage
Creatinine,0.0265,0.0286,Creatinine
Gln,0.0250,0.0275,Glutamine
Glu,0.0263,0.0266,Glucose
Acetone,0.0380,0.0263,Acetone
Ile,0.0217,0.0237,Isoleucine
Albumin,0.0165,0.0233,Albumin
XXL-VLDL-FC%,0.0280,0.0230,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
His,0.0235,0.0227,Histidine
IDL-CE%,0.0293,0.0226,Cholesteryl Esters to Total-Lipids in IDL percentage
Gly,0.0322,0.0217,Glycine
Ala,0.0228,0.0203,Alanine
Tyr,0.0132,0.0203,Tyrosine
LDL-size,0.0110,0.0201,Average Diameter for LDL Particles
M-LDL-CE%,0.0110,0.0197,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Pyruvate,0.0145,0.0173,Pyruvate
Lactate,0.0178,0.0172,Lactate
S-LDL-C%,0.0118,0.0143,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-PL%,0.0183,0.0136,Phospholipids to Total-Lipids in Small LDL percentage
Leu,0.0135,0.0121,Leucine
IDL-FC%,0.0082,0.0105,Free Cholesterol to Total-Lipids in IDL percentage
DHA,0.0097,0.0100,Docosahexaenoic Acid
VLDL-size,0.0127,0.0092,Average Diameter for VLDL Particles
Val,0.0128,0.0092,Valine
Acetate,0.0045,0.0082,Acetate
XS-VLDL-FC%,0.0083,0.0076,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-PL%,0.0105,0.0073,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-PL%,0.0055,0.0072,Phospholipids to Total-Lipids in Very Large HDL percentage
SFA%,0.0052,0.0063,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.0050,0.0059,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0063,0.0057,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,0.0035,0.0053,Degree of Unsaturation
L-HDL-PL%,0.0022,0.0049,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-PL%,0.0033,0.0046,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,0.0042,0.0043,Phospholipids to Total-Lipids in Medium HDL percentage
Total-BCAA,0.0052,0.0033,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-FC%,0.0025,0.0031,Free Cholesterol to Total-Lipids in Small HDL percentage
Omega-6/Omega-3,0.0013,0.0026,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-PL%,0.0038,0.0024,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-CE%,0.0018,0.0017,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XXL-VLDL-TG%,0.0010,0.0014,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL,0.0015,0.0013,Phospholipids in Small LDL
Omega-6%,0.0008,0.0013,Omega-6 Fatty Acids to Total-Fatty Acids percentage
