Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
His,0.0813,0.0643,Histidine
Glu-lactate,0.0870,0.0495,Glucose-lactate
Lactate,0.0547,0.0490,Lactate
Acetone,0.0420,0.0478,Acetone
XL-HDL-C%,0.0662,0.0458,Cholesterol to Total-Lipids in Very Large HDL percentage
Acetate,0.0385,0.0452,Acetate
3-Hydroxybutyrate,0.0305,0.0422,3-Hydroxybutyrate
LDL-size,0.0312,0.0411,Average Diameter for LDL Particles
Gly,0.0533,0.0386,Glycine
Creatinine,0.0257,0.0363,Creatinine
L-LDL-CE%,0.0182,0.0287,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Sc-ala,0.0147,0.0283,Spectrometer-corrected alanine
Pyruvate,0.0365,0.0282,Pyruvate
L-LDL-PL%,0.0260,0.0265,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-FC%,0.0437,0.0265,Free Cholesterol to Total-Lipids in Large VLDL percentage
Glu,0.0265,0.0261,Glucose
LA%,0.0097,0.0254,Linoleic Acid to Total-Fatty Acids percentage
Ala,0.0153,0.0233,Alanine
Phe,0.0187,0.0232,Phenylalanine
Citrate,0.0150,0.0217,Citrate
XXL-VLDL-PL%,0.0148,0.0200,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gln,0.0198,0.0182,Glutamine
Tyr,0.0123,0.0157,Tyrosine
XL-HDL-CE%,0.0178,0.0135,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC%,0.0098,0.0129,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0107,0.0128,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.0198,0.0117,Phospholipids to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,0.0140,0.0107,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Acetoacetate,0.0073,0.0105,Acetoacetate
XL-VLDL-FC%,0.0120,0.0102,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
DHA%,0.0027,0.0088,Docosahexaenoic Acid to Total-Fatty Acids percentage
SFA%,0.0053,0.0088,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-C%,0.0082,0.0085,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6/Omega-3,0.0050,0.0085,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-3,0.0118,0.0083,Omega-3 Fatty Acids
HDL-L,0.0053,0.0067,Total-Lipids in HDL
L-HDL-PL%,0.0095,0.0066,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,0.0047,0.0063,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-FC%,0.0027,0.0059,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-C%,0.0058,0.0057,Cholesterol to Total-Lipids in Small HDL percentage
DHA,0.0027,0.0055,Docosahexaenoic Acid
XL-VLDL-PL%,0.0037,0.0051,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-LDL-C%,0.0032,0.0048,Cholesterol to Total-Lipids in Large LDL percentage
PUFA%,0.0033,0.0048,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,0.0047,0.0046,Glycoprotein Acetyls
IDL-FC%,0.0020,0.0042,Free Cholesterol to Total-Lipids in IDL percentage
Albumin,0.0062,0.0042,Albumin
IDL-PL%,0.0038,0.0036,Phospholipids to Total-Lipids in IDL percentage
MUFA%,0.0023,0.0034,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-FC,0.0020,0.0034,Free Cholesterol in Small HDL
Omega-3%,0.0017,0.0034,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-P,0.0022,0.0032,Concentration of Very Small VLDL Particles
ApoB/ApoA1,0.0048,0.0031,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-PL,0.0055,0.0030,Phospholipids in Very Small VLDL
S-LDL-CE%,0.0022,0.0027,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-HDL-FC%,0.0023,0.0026,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-TG%,0.0048,0.0025,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-CE,0.0015,0.0021,Cholesteryl Esters in Small HDL
XS-VLDL-FC,0.0030,0.0020,Free Cholesterol in Very Small VLDL
Ile,0.0010,0.0010,Isoleucine
XL-HDL-CE,0.0010,0.0007,Cholesteryl Esters in Very Large HDL
M-LDL-CE%,0.0005,0.0006,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Val,0.0005,0.0006,Valine
S-VLDL-L,0.0010,0.0004,Total-Lipids in Small VLDL
VLDL-size,0.0002,0.0001,Average Diameter for VLDL Particles
