Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-HDL-CE,0.1070,0.2476,Cholesteryl Esters in Large HDL
L-LDL-C%,0.1233,0.0840,Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-C%,0.0328,0.0829,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-P,0.0513,0.0778,Concentration of Large HDL Particles
S-LDL-C%,0.0617,0.0761,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-CE,0.0312,0.0639,Cholesteryl Esters in Very Large HDL
Gly,0.1095,0.0612,Glycine
Creatinine,0.0970,0.0547,Creatinine
XS-VLDL-CE%,0.0295,0.0256,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-HDL-C,0.0250,0.0239,Cholesterol in Very Large HDL
Phe,0.0378,0.0233,Phenylalanine
IDL-FC%,0.0378,0.0211,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-PL%,0.0238,0.0174,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-FC%,0.0163,0.0158,Free Cholesterol to Total-Lipids in Very Large HDL percentage
LA%,0.0212,0.0130,Linoleic Acid to Total-Fatty Acids percentage
Val,0.0217,0.0128,Valine
L-HDL-TG,0.0167,0.0121,Triglycerides in Large HDL
3-Hydroxybutyrate,0.0217,0.0121,3-Hydroxybutyrate
S-LDL-CE%,0.0122,0.0097,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Tyr,0.0120,0.0078,Tyrosine
IDL-C,0.0085,0.0075,Cholesterol in IDL
Albumin,0.0145,0.0065,Albumin
Sc-ala,0.0163,0.0065,Spectrometer-corrected alanine
XL-HDL-C%,0.0088,0.0055,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-CE%,0.0095,0.0045,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu,0.0072,0.0039,Glucose
M-LDL-CE%,0.0057,0.0035,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,0.0052,0.0030,Free Cholesterol to Total-Lipids in Large VLDL percentage
Acetoacetate,0.0053,0.0027,Acetoacetate
XS-VLDL-FC%,0.0042,0.0024,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Lactate,0.0058,0.0018,Lactate
GlycA,0.0028,0.0017,Glycoprotein Acetyls
MUFA%,0.0047,0.0016,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Gln,0.0027,0.0014,Glutamine
Pyruvate,0.0030,0.0012,Pyruvate
His,0.0010,0.0009,Histidine
XXL-VLDL-CE%,0.0007,0.0004,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetate,0.0008,0.0004,Acetate
Glu-lactate,0.0010,0.0003,Glucose-lactate
M-LDL-PL%,0.0007,0.0003,Phospholipids to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,0.0007,0.0002,Phospholipids to Total-Lipids in Very Small VLDL percentage
Total-BCAA,0.0002,0.0002,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ala,0.0003,0.0002,Alanine
Citrate,0.0003,0.0002,Citrate
Ile,0.0002,7.5437e-05,Isoleucine
Acetone,0.0002,7.3850e-05,Acetone
XL-VLDL-FC%,0.0002,6.6056e-05,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
LDL-size,0.0002,4.1740e-05,Average Diameter for LDL Particles
