Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0768,0.2608,Triglycerides to Total-Lipids in Large LDL percentage
LA%,0.1920,0.2497,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.3287,0.2154,Glycoprotein Acetyls
Albumin,0.2200,0.1251,Albumin
IDL-CE%,0.0535,0.0754,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-CE,0.0225,0.0164,Cholesteryl Esters in IDL
Val,0.0190,0.0109,Valine
ApoB/ApoA1,0.0180,0.0077,Apolipoprotein B to Apolipoprotein A1 ratio
S-LDL-P,0.0120,0.0061,Concentration of Small LDL Particles
IDL-P,0.0057,0.0038,Concentration of IDL Particles
IDL-C,0.0042,0.0031,Cholesterol in IDL
Remnant-C,0.0045,0.0027,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
IDL-TG%,0.0008,0.0027,Triglycerides to Total-Lipids in IDL percentage
S-LDL-PL,0.0037,0.0026,Phospholipids in Small LDL
Total-BCAA,0.0057,0.0024,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-C%,0.0023,0.0023,Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.0023,0.0023,Cholesterol to Total-Lipids in IDL percentage
XL-HDL-FC,0.0062,0.0017,Free Cholesterol in Very Large HDL
S-LDL-C,0.0035,0.0015,Cholesterol in Small LDL
M-VLDL-L,0.0020,0.0011,Total-Lipids in Medium VLDL
LA,0.0035,0.0011,Linoleic Acid
Creatinine,0.0032,0.0011,Creatinine
S-LDL-L,0.0015,0.0010,Total-Lipids in Small LDL
His,0.0027,0.0009,Histidine
IDL-PL%,0.0013,0.0006,Phospholipids to Total-Lipids in IDL percentage
Leu,0.0012,0.0004,Leucine
XXL-VLDL-FC%,0.0010,0.0003,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
TG/PG,0.0007,0.0003,Triglycerides to Phosphoglycerides ratio
VLDL-size,0.0003,0.0002,Average Diameter for VLDL Particles
Glu,0.0005,0.0001,Glucose
DHA%,0.0003,7.5222e-05,Docosahexaenoic Acid to Total-Fatty Acids percentage
Ile,0.0002,4.8454e-05,Isoleucine
PUFA/MUFA,0.0002,3.3010e-05,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,0.0002,3.2297e-05,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
