Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gln,0.0970,0.1107,Glutamine
M-LDL-C%,0.0843,0.0924,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.0763,0.0809,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-L,0.0450,0.0684,Total-Lipids in IDL
Gly,0.0693,0.0479,Glycine
IDL-C,0.0307,0.0474,Cholesterol in IDL
LA%,0.0435,0.0433,Linoleic Acid to Total-Fatty Acids percentage
Citrate,0.0407,0.0340,Citrate
IDL-CE,0.0228,0.0328,Cholesteryl Esters in IDL
GlycA,0.0508,0.0308,Glycoprotein Acetyls
Creatinine,0.0443,0.0261,Creatinine
Tyr,0.0227,0.0240,Tyrosine
Phe,0.0228,0.0212,Phenylalanine
Albumin,0.0235,0.0211,Albumin
L-VLDL-PL%,0.0250,0.0208,Phospholipids to Total-Lipids in Large VLDL percentage
Unsaturation,0.0250,0.0189,Degree of Unsaturation
IDL-P,0.0145,0.0188,Concentration of IDL Particles
Glu,0.0178,0.0186,Glucose
Pyruvate,0.0178,0.0171,Pyruvate
S-HDL-FC%,0.0142,0.0165,Free Cholesterol to Total-Lipids in Small HDL percentage
His,0.0092,0.0152,Histidine
Acetoacetate,0.0108,0.0129,Acetoacetate
SFA%,0.0115,0.0121,Saturated Fatty Acids to Total-Fatty Acids percentage
LDL-size,0.0155,0.0115,Average Diameter for LDL Particles
Sc-ala,0.0090,0.0106,Spectrometer-corrected alanine
Acetate,0.0132,0.0100,Acetate
Acetone,0.0073,0.0095,Acetone
XL-HDL-FC,0.0072,0.0092,Free Cholesterol in Very Large HDL
M-LDL-PL%,0.0097,0.0077,Phospholipids to Total-Lipids in Medium LDL percentage
Lactate,0.0083,0.0075,Lactate
Omega-3%,0.0102,0.0074,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0105,0.0067,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-PL%,0.0082,0.0067,Phospholipids to Total-Lipids in Small HDL percentage
Val,0.0067,0.0060,Valine
S-LDL-CE%,0.0063,0.0054,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Ile,0.0047,0.0053,Isoleucine
Glu-lactate,0.0055,0.0052,Glucose-lactate
IDL-FC%,0.0062,0.0051,Free Cholesterol to Total-Lipids in IDL percentage
Ala,0.0048,0.0049,Alanine
XS-VLDL-PL%,0.0043,0.0045,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-P,0.0040,0.0043,Concentration of Small HDL Particles
XL-HDL-FC%,0.0055,0.0041,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-C%,0.0033,0.0041,Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-TG,0.0055,0.0040,Triglycerides in Large HDL
XXL-VLDL-PL%,0.0032,0.0039,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-P,0.0028,0.0036,Concentration of Large LDL Particles
XS-VLDL-P,0.0008,0.0034,Concentration of Very Small VLDL Particles
3-Hydroxybutyrate,0.0023,0.0027,3-Hydroxybutyrate
XXL-VLDL-CE%,0.0017,0.0026,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0037,0.0026,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.0017,0.0023,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.0027,0.0019,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-PL%,0.0018,0.0017,Phospholipids to Total-Lipids in IDL percentage
Omega-6,0.0013,0.0013,Omega-6 Fatty Acids
Omega-6/Omega-3,0.0015,0.0013,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-6%,0.0003,0.0007,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.0007,0.0006,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
