Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-HDL-PL%,0.0717,0.1380,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,0.1278,0.1200,Glycoprotein Acetyls
Albumin,0.1215,0.1121,Albumin
L-HDL-CE%,0.0908,0.0805,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-CE%,0.0693,0.0680,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-TG%,0.0265,0.0584,Triglycerides to Total-Lipids in Large LDL percentage
LA%,0.0235,0.0295,Linoleic Acid to Total-Fatty Acids percentage
Phe,0.0345,0.0292,Phenylalanine
Glu,0.0330,0.0259,Glucose
Creatinine,0.0302,0.0257,Creatinine
Val,0.0357,0.0255,Valine
LA,0.0245,0.0236,Linoleic Acid
Acetoacetate,0.0277,0.0234,Acetoacetate
L-LDL-C%,0.0107,0.0168,Cholesterol to Total-Lipids in Large LDL percentage
Pyruvate,0.0188,0.0166,Pyruvate
Unsaturation,0.0167,0.0142,Degree of Unsaturation
Gln,0.0167,0.0132,Glutamine
XXL-VLDL-PL%,0.0153,0.0119,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-PL%,0.0133,0.0106,Phospholipids to Total-Lipids in Medium VLDL percentage
Ala,0.0130,0.0095,Alanine
His,0.0112,0.0083,Histidine
IDL-TG%,0.0042,0.0083,Triglycerides to Total-Lipids in IDL percentage
Acetate,0.0085,0.0074,Acetate
3-Hydroxybutyrate,0.0083,0.0074,3-Hydroxybutyrate
Leu,0.0097,0.0073,Leucine
M-HDL-TG%,0.0080,0.0073,Triglycerides to Total-Lipids in Medium HDL percentage
Sc-ala,0.0093,0.0071,Spectrometer-corrected alanine
XS-VLDL-PL%,0.0075,0.0068,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-3%,0.0093,0.0067,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0093,0.0065,Phospholipids to Total-Lipids in Very Large VLDL percentage
Glu-lactate,0.0067,0.0062,Glucose-lactate
Omega-6/Omega-3,0.0070,0.0061,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-VLDL-FC%,0.0055,0.0047,Free Cholesterol to Total-Lipids in Large VLDL percentage
LDL-size,0.0060,0.0043,Average Diameter for LDL Particles
Tyr,0.0057,0.0042,Tyrosine
M-LDL-CE%,0.0042,0.0040,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0068,0.0039,Phospholipids to Total-Lipids in IDL percentage
Omega-3,0.0053,0.0039,Omega-3 Fatty Acids
Acetone,0.0038,0.0036,Acetone
DHA%,0.0048,0.0035,Docosahexaenoic Acid to Total-Fatty Acids percentage
Lactate,0.0052,0.0033,Lactate
XL-VLDL-FC%,0.0035,0.0031,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Citrate,0.0032,0.0028,Citrate
XS-VLDL-FC%,0.0032,0.0026,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE%,0.0027,0.0024,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,0.0030,0.0024,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0032,0.0022,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-FC%,0.0023,0.0019,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-FC%,0.0025,0.0018,Free Cholesterol to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.0017,0.0015,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Gly,0.0015,0.0015,Glycine
XXL-VLDL-C%,0.0013,0.0012,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,0.0017,0.0012,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ile,0.0012,0.0009,Isoleucine
L-LDL-PL%,0.0015,0.0009,Phospholipids to Total-Lipids in Large LDL percentage
Total-BCAA,0.0002,0.0002,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
