Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XL-HDL-CE%,0.0893,0.1152,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Creatinine,0.1068,0.0865,Creatinine
S-HDL-TG%,0.0717,0.0696,Triglycerides to Total-Lipids in Small HDL percentage
Gly,0.0543,0.0660,Glycine
Albumin,0.0515,0.0515,Albumin
Pyruvate,0.0465,0.0483,Pyruvate
Citrate,0.0317,0.0360,Citrate
L-HDL-PL%,0.0352,0.0328,Phospholipids to Total-Lipids in Large HDL percentage
3-Hydroxybutyrate,0.0298,0.0325,3-Hydroxybutyrate
Lactate,0.0330,0.0300,Lactate
Acetate,0.0458,0.0299,Acetate
Tyr,0.0228,0.0262,Tyrosine
L-LDL-FC%,0.0325,0.0259,Free Cholesterol to Total-Lipids in Large LDL percentage
ApoB/ApoA1,0.0177,0.0219,Apolipoprotein B to Apolipoprotein A1 ratio
Acetone,0.0333,0.0213,Acetone
Ala,0.0130,0.0196,Alanine
IDL-PL%,0.0162,0.0189,Phospholipids to Total-Lipids in IDL percentage
Omega-3%,0.0242,0.0186,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Phe,0.0152,0.0182,Phenylalanine
L-LDL-CE%,0.0153,0.0154,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Sc-ala,0.0148,0.0146,Spectrometer-corrected alanine
Glu,0.0187,0.0141,Glucose
LDL-size,0.0113,0.0127,Average Diameter for LDL Particles
L-VLDL-PL%,0.0093,0.0123,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-C%,0.0145,0.0120,Cholesterol to Total-Lipids in Large LDL percentage
His,0.0128,0.0116,Histidine
Acetoacetate,0.0120,0.0116,Acetoacetate
L-LDL-PL%,0.0053,0.0088,Phospholipids to Total-Lipids in Large LDL percentage
SFA%,0.0077,0.0082,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-CE%,0.0087,0.0082,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Gln,0.0123,0.0081,Glutamine
M-LDL-PL%,0.0055,0.0074,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6%,0.0077,0.0072,Omega-6 Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.0060,0.0069,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-PL%,0.0053,0.0069,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0055,0.0061,Glucose-lactate
XS-VLDL-PL%,0.0053,0.0059,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-TG%,0.0057,0.0057,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-size,0.0055,0.0051,Average Diameter for VLDL Particles
GlycA,0.0048,0.0049,Glycoprotein Acetyls
M-LDL-C%,0.0045,0.0046,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-FC%,0.0035,0.0044,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-C%,0.0030,0.0043,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-C%,0.0042,0.0036,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-FC,0.0048,0.0036,Free Cholesterol in Small HDL
MUFA%,0.0057,0.0035,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0018,0.0027,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,0.0008,0.0025,Docosahexaenoic Acid
IDL-CE%,0.0013,0.0019,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-3,0.0018,0.0019,Omega-3 Fatty Acids
S-LDL-PL%,0.0022,0.0018,Phospholipids to Total-Lipids in Small LDL percentage
Val,0.0005,0.0014,Valine
Unsaturation,0.0007,0.0005,Degree of Unsaturation
LA%,0.0003,0.0003,Linoleic Acid to Total-Fatty Acids percentage
Leu,0.0002,0.0002,Leucine
