Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.3070,0.4405,Creatinine
L-LDL-TG%,0.1093,0.0776,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.0872,0.0572,Albumin
Total-BCAA,0.0398,0.0404,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-PL%,0.0528,0.0379,Phospholipids to Total-Lipids in IDL percentage
S-HDL-FC%,0.0322,0.0332,Free Cholesterol to Total-Lipids in Small HDL percentage
Val,0.0313,0.0307,Valine
Ile,0.0238,0.0198,Isoleucine
Citrate,0.0162,0.0197,Citrate
His,0.0305,0.0171,Histidine
Glu,0.0173,0.0166,Glucose
3-Hydroxybutyrate,0.0220,0.0143,3-Hydroxybutyrate
XS-VLDL-FC%,0.0202,0.0128,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Gln,0.0088,0.0128,Glutamine
L-VLDL-TG%,0.0097,0.0127,Triglycerides to Total-Lipids in Large VLDL percentage
Phe,0.0083,0.0106,Phenylalanine
IDL-CE%,0.0137,0.0106,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-CE%,0.0167,0.0105,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Glu-lactate,0.0120,0.0102,Glucose-lactate
Tyr,0.0087,0.0087,Tyrosine
Acetone,0.0087,0.0081,Acetone
Pyruvate,0.0057,0.0079,Pyruvate
M-LDL-C%,0.0067,0.0069,Cholesterol to Total-Lipids in Medium LDL percentage
GlycA,0.0125,0.0065,Glycoprotein Acetyls
Lactate,0.0048,0.0056,Lactate
Acetate,0.0085,0.0055,Acetate
LA%,0.0027,0.0044,Linoleic Acid to Total-Fatty Acids percentage
IDL-TG%,0.0058,0.0043,Triglycerides to Total-Lipids in IDL percentage
XXL-VLDL-FC%,0.0043,0.0040,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,0.0057,0.0039,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-CE%,0.0047,0.0038,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,0.0055,0.0033,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0063,0.0032,Average Diameter for LDL Particles
L-LDL-C%,0.0058,0.0030,Cholesterol to Total-Lipids in Large LDL percentage
Omega-3%,0.0038,0.0028,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0037,0.0027,Docosahexaenoic Acid to Total-Fatty Acids percentage
Sc-ala,0.0045,0.0026,Spectrometer-corrected alanine
Leu,0.0013,0.0025,Leucine
Omega-6/Omega-3,0.0017,0.0025,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
PUFA/MUFA,0.0010,0.0018,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-FC%,0.0020,0.0018,Free Cholesterol to Total-Lipids in IDL percentage
SFA%,0.0028,0.0018,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0017,0.0014,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,0.0022,0.0013,Phospholipids to Total-Lipids in Small LDL percentage
MUFA%,0.0017,0.0013,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0023,0.0013,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-PL%,0.0012,0.0013,Phospholipids to Total-Lipids in Very Large HDL percentage
L-VLDL-PL%,0.0030,0.0013,Phospholipids to Total-Lipids in Large VLDL percentage
Gly,0.0017,0.0012,Glycine
XS-VLDL-TG,0.0018,0.0012,Triglycerides in Very Small VLDL
M-LDL-PL%,0.0010,0.0011,Phospholipids to Total-Lipids in Medium LDL percentage
Acetoacetate,0.0007,0.0011,Acetoacetate
XL-HDL-FC,0.0007,0.0010,Free Cholesterol in Very Large HDL
M-LDL-TG%,0.0017,0.0008,Triglycerides to Total-Lipids in Medium LDL percentage
PUFA%,0.0003,0.0007,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0013,0.0007,Degree of Unsaturation
XL-HDL-C%,0.0010,0.0007,Cholesterol to Total-Lipids in Very Large HDL percentage
DHA,0.0008,0.0004,Docosahexaenoic Acid
L-LDL-PL%,0.0005,0.0003,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-CE%,0.0003,0.0002,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE%,0.0002,8.1107e-05,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
