Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1023,0.1242,Linoleic Acid to Total-Fatty Acids percentage
Glu-lactate,0.0330,0.0533,Glucose-lactate
Albumin,0.0670,0.0461,Albumin
Omega-6/Omega-3,0.0452,0.0447,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Glu,0.0413,0.0405,Glucose
Tyr,0.0508,0.0386,Tyrosine
Creatinine,0.0463,0.0381,Creatinine
Acetoacetate,0.0395,0.0302,Acetoacetate
Lactate,0.0218,0.0290,Lactate
His,0.0297,0.0274,Histidine
M-LDL-TG%,0.0277,0.0271,Triglycerides to Total-Lipids in Medium LDL percentage
Gly,0.0270,0.0245,Glycine
Sc-ala,0.0163,0.0232,Spectrometer-corrected alanine
GlycA,0.0157,0.0216,Glycoprotein Acetyls
M-LDL-C%,0.0223,0.0204,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-CE%,0.0187,0.0196,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-FC%,0.0198,0.0176,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-CE%,0.0182,0.0175,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Leu,0.0150,0.0162,Leucine
XXL-VLDL-PL%,0.0173,0.0161,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA%,0.0132,0.0157,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-FC%,0.0183,0.0155,Free Cholesterol to Total-Lipids in IDL percentage
Gln,0.0128,0.0152,Glutamine
Citrate,0.0140,0.0152,Citrate
Omega-3%,0.0097,0.0144,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-P,0.0183,0.0143,Concentration of IDL Particles
LA,0.0173,0.0142,Linoleic Acid
Acetate,0.0102,0.0139,Acetate
Ile,0.0163,0.0136,Isoleucine
LDL-size,0.0120,0.0136,Average Diameter for LDL Particles
Phe,0.0138,0.0123,Phenylalanine
IDL-PL%,0.0120,0.0110,Phospholipids to Total-Lipids in IDL percentage
SFA%,0.0097,0.0105,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,0.0103,0.0099,Triglycerides to Total-Lipids in IDL percentage
S-HDL-FC%,0.0073,0.0096,Free Cholesterol to Total-Lipids in Small HDL percentage
Ala,0.0080,0.0094,Alanine
XS-VLDL-PL%,0.0062,0.0091,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE,0.0090,0.0083,Cholesteryl Esters in Very Small VLDL
L-HDL-PL%,0.0115,0.0082,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.0072,0.0081,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Acetone,0.0067,0.0081,Acetone
Pyruvate,0.0105,0.0080,Pyruvate
IDL-CE%,0.0113,0.0079,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-3,0.0097,0.0078,Omega-3 Fatty Acids
XL-VLDL-FC%,0.0088,0.0064,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-PL%,0.0038,0.0051,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-6%,0.0053,0.0048,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0038,0.0043,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-CE,0.0030,0.0041,Cholesteryl Esters in Small HDL
Val,0.0033,0.0037,Valine
L-LDL-PL%,0.0033,0.0034,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-PL%,0.0028,0.0033,Phospholipids to Total-Lipids in Very Large HDL percentage
Total-BCAA,0.0042,0.0028,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-TG,0.0020,0.0027,Triglycerides in Large HDL
XL-VLDL-PL%,0.0023,0.0023,Phospholipids to Total-Lipids in Very Large VLDL percentage
Omega-6,0.0025,0.0023,Omega-6 Fatty Acids
3-Hydroxybutyrate,0.0017,0.0022,3-Hydroxybutyrate
M-LDL-PL%,0.0010,0.0016,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-PL%,0.0008,0.0008,Phospholipids to Total-Lipids in Small LDL percentage
L-VLDL-TG%,0.0007,0.0004,Triglycerides to Total-Lipids in Large VLDL percentage
