Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1977,0.1552,Creatinine
IDL-PL%,0.0848,0.0807,Phospholipids to Total-Lipids in IDL percentage
Acetone,0.0378,0.0790,Acetone
His,0.0538,0.0661,Histidine
Acetate,0.0482,0.0516,Acetate
Lactate,0.0425,0.0438,Lactate
Citrate,0.0462,0.0415,Citrate
M-LDL-C%,0.0352,0.0411,Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-PL%,0.0552,0.0355,Phospholipids to Total-Lipids in Large HDL percentage
Pyruvate,0.0323,0.0322,Pyruvate
Ala,0.0342,0.0293,Alanine
L-LDL-CE%,0.0152,0.0226,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Tyr,0.0102,0.0198,Tyrosine
Phe,0.0167,0.0194,Phenylalanine
Gly,0.0183,0.0184,Glycine
XL-HDL-CE%,0.0268,0.0167,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Sc-ala,0.0088,0.0160,Spectrometer-corrected alanine
L-LDL-C%,0.0187,0.0150,Cholesterol to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0168,0.0138,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
3-Hydroxybutyrate,0.0123,0.0122,3-Hydroxybutyrate
M-LDL-PL%,0.0108,0.0114,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL%,0.0107,0.0104,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,0.0127,0.0103,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-CE%,0.0092,0.0099,Cholesteryl Esters to Total-Lipids in IDL percentage
M-HDL-TG%,0.0083,0.0096,Triglycerides to Total-Lipids in Medium HDL percentage
Ile,0.0057,0.0095,Isoleucine
DHA%,0.0125,0.0095,Docosahexaenoic Acid to Total-Fatty Acids percentage
Gln,0.0088,0.0077,Glutamine
Unsaturation,0.0028,0.0076,Degree of Unsaturation
Glu-lactate,0.0070,0.0074,Glucose-lactate
XL-VLDL-FC%,0.0053,0.0066,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-PL%,0.0053,0.0063,Phospholipids to Total-Lipids in Medium HDL percentage
LDL-size,0.0075,0.0060,Average Diameter for LDL Particles
Leu,0.0073,0.0056,Leucine
L-HDL-TG,0.0062,0.0056,Triglycerides in Large HDL
Acetoacetate,0.0062,0.0054,Acetoacetate
Omega-3%,0.0082,0.0054,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LA%,0.0060,0.0051,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.0042,0.0048,Albumin
L-LDL-PL%,0.0037,0.0046,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-FC%,0.0037,0.0033,Free Cholesterol to Total-Lipids in Large VLDL percentage
GlycA,0.0012,0.0033,Glycoprotein Acetyls
S-LDL-C%,0.0042,0.0033,Cholesterol to Total-Lipids in Small LDL percentage
SFA%,0.0037,0.0031,Saturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-CE%,0.0035,0.0030,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-HDL-C%,0.0023,0.0030,Cholesterol to Total-Lipids in Very Large HDL percentage
MUFA%,0.0045,0.0028,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.0020,0.0027,Docosahexaenoic Acid
S-HDL-PL%,0.0012,0.0025,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-CE%,0.0023,0.0022,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XXL-VLDL-FC%,0.0028,0.0021,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0012,0.0018,Valine
L-VLDL-TG%,0.0012,0.0015,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-CE%,0.0027,0.0015,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-FC%,0.0010,0.0014,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-PL%,0.0010,0.0014,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-FC%,0.0005,0.0009,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Glu,0.0008,0.0009,Glucose
XS-VLDL-FC%,0.0003,0.0007,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
