Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2310,0.2258,Creatinine
XS-VLDL-CE%,0.0472,0.1196,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Gly,0.1313,0.1037,Glycine
IDL-CE,0.0302,0.0742,Cholesteryl Esters in IDL
IDL-CE%,0.0312,0.0630,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.0707,0.0540,Cholesterol to Total-Lipids in Large LDL percentage
LA,0.0533,0.0494,Linoleic Acid
XS-VLDL-PL%,0.0307,0.0475,Phospholipids to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0528,0.0362,Glucose-lactate
M-VLDL-CE,0.0262,0.0296,Cholesteryl Esters in Medium VLDL
Albumin,0.0488,0.0282,Albumin
LA%,0.0250,0.0234,Linoleic Acid to Total-Fatty Acids percentage
IDL-FC%,0.0320,0.0224,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-CE%,0.0307,0.0201,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Acetoacetate,0.0273,0.0190,Acetoacetate
Glu,0.0273,0.0150,Glucose
Phe,0.0153,0.0098,Phenylalanine
M-LDL-CE%,0.0125,0.0096,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Acetone,0.0157,0.0071,Acetone
Acetate,0.0077,0.0063,Acetate
Total-CE,0.0055,0.0059,Total-Esterified Cholesterol
L-LDL-TG%,0.0030,0.0043,Triglycerides to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0083,0.0042,3-Hydroxybutyrate
XL-HDL-FC%,0.0078,0.0041,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Tyr,0.0053,0.0038,Tyrosine
LDL-size,0.0045,0.0020,Average Diameter for LDL Particles
Leu,0.0028,0.0018,Leucine
M-HDL-FC%,0.0015,0.0013,Free Cholesterol to Total-Lipids in Medium HDL percentage
Gln,0.0020,0.0011,Glutamine
XXL-VLDL-FC%,0.0012,0.0009,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0013,0.0008,Alanine
His,0.0015,0.0008,Histidine
GlycA,0.0010,0.0007,Glycoprotein Acetyls
XXL-VLDL-PL%,0.0008,0.0007,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Sc-ala,0.0008,0.0006,Spectrometer-corrected alanine
M-LDL-PL%,0.0007,0.0005,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.0005,0.0005,Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-FC,0.0010,0.0005,Free Cholesterol in Very Large HDL
Ile,0.0015,0.0004,Isoleucine
XS-VLDL-FC%,0.0010,0.0004,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE%,0.0003,0.0003,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,0.0003,0.0002,Citrate
S-HDL-PL%,0.0002,9.3417e-05,Phospholipids to Total-Lipids in Small HDL percentage
MUFA%,0.0002,4.3363e-05,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
