Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1252,0.1331,Glycoprotein Acetyls
Citrate,0.1020,0.0814,Citrate
Gln,0.0593,0.0544,Glutamine
Tyr,0.0517,0.0468,Tyrosine
Acetoacetate,0.0348,0.0461,Acetoacetate
Lactate,0.0400,0.0407,Lactate
SFA%,0.0455,0.0390,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetate,0.0208,0.0357,Acetate
Pyruvate,0.0302,0.0324,Pyruvate
Val,0.0285,0.0317,Valine
Creatinine,0.0365,0.0298,Creatinine
L-HDL-TG%,0.0310,0.0296,Triglycerides to Total-Lipids in Large HDL percentage
Phe,0.0238,0.0293,Phenylalanine
L-LDL-PL%,0.0138,0.0243,Phospholipids to Total-Lipids in Large LDL percentage
Albumin,0.0310,0.0241,Albumin
His,0.0182,0.0218,Histidine
S-HDL-FC%,0.0235,0.0210,Free Cholesterol to Total-Lipids in Small HDL percentage
Sc-ala,0.0290,0.0206,Spectrometer-corrected alanine
L-VLDL-FC%,0.0210,0.0194,Free Cholesterol to Total-Lipids in Large VLDL percentage
3-Hydroxybutyrate,0.0160,0.0165,3-Hydroxybutyrate
XXL-VLDL-C%,0.0145,0.0161,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,0.0158,0.0146,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,0.0132,0.0145,Phospholipids to Total-Lipids in IDL percentage
LDL-size,0.0175,0.0144,Average Diameter for LDL Particles
Total-BCAA,0.0135,0.0137,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu,0.0172,0.0122,Glucose
LA%,0.0125,0.0117,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-PL%,0.0105,0.0106,Phospholipids to Total-Lipids in Medium LDL percentage
Acetone,0.0115,0.0104,Acetone
Unsaturation,0.0078,0.0095,Degree of Unsaturation
XS-VLDL-PL%,0.0075,0.0094,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.0065,0.0094,Cholesterol to Total-Lipids in IDL percentage
L-VLDL-PL%,0.0078,0.0092,Phospholipids to Total-Lipids in Large VLDL percentage
Leu,0.0122,0.0091,Leucine
IDL-FC%,0.0067,0.0081,Free Cholesterol to Total-Lipids in IDL percentage
Ile,0.0072,0.0077,Isoleucine
Ala,0.0055,0.0077,Alanine
XS-VLDL-FC%,0.0058,0.0064,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.0037,0.0052,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-PL%,0.0050,0.0046,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-CE%,0.0025,0.0030,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE%,0.0020,0.0029,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0012,0.0024,Glucose-lactate
S-VLDL-TG,0.0028,0.0022,Triglycerides in Small VLDL
M-LDL-C%,0.0015,0.0016,Cholesterol to Total-Lipids in Medium LDL percentage
MUFA%,0.0015,0.0015,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0015,0.0011,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA,0.0010,0.0011,Docosahexaenoic Acid
Gly,0.0013,0.0008,Glycine
Omega-6/Omega-3,0.0005,0.0007,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-HDL-PL%,0.0003,0.0004,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-C%,0.0002,0.0002,Cholesterol to Total-Lipids in Small LDL percentage
