Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1195,0.1454,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.1777,0.1441,Albumin
XS-VLDL-CE%,0.0525,0.1018,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-TG%,0.0368,0.0949,Triglycerides to Total-Lipids in IDL percentage
Creatinine,0.0925,0.0697,Creatinine
GlycA,0.0810,0.0566,Glycoprotein Acetyls
LA,0.0492,0.0551,Linoleic Acid
L-LDL-C%,0.0357,0.0454,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0365,0.0405,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-CE%,0.0405,0.0398,Cholesteryl Esters to Total-Lipids in Small LDL percentage
PUFA/MUFA,0.0287,0.0234,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-LDL-PL%,0.0233,0.0190,Phospholipids to Total-Lipids in Small LDL percentage
Gln,0.0193,0.0126,Glutamine
XXL-VLDL-PL%,0.0167,0.0116,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,0.0103,0.0113,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-PL%,0.0103,0.0113,Phospholipids to Total-Lipids in Medium VLDL percentage
XXL-VLDL-FC%,0.0147,0.0100,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Pyruvate,0.0173,0.0098,Pyruvate
SFA%,0.0080,0.0078,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,0.0103,0.0072,Phospholipids to Total-Lipids in Large HDL percentage
Gly,0.0123,0.0069,Glycine
L-HDL-FC%,0.0078,0.0068,Free Cholesterol to Total-Lipids in Large HDL percentage
LDL-size,0.0090,0.0067,Average Diameter for LDL Particles
3-Hydroxybutyrate,0.0082,0.0060,3-Hydroxybutyrate
Citrate,0.0078,0.0049,Citrate
IDL-C%,0.0048,0.0048,Cholesterol to Total-Lipids in IDL percentage
Lactate,0.0072,0.0046,Lactate
Acetone,0.0073,0.0039,Acetone
M-HDL-PL%,0.0045,0.0038,Phospholipids to Total-Lipids in Medium HDL percentage
Phe,0.0052,0.0037,Phenylalanine
PUFA%,0.0043,0.0037,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.0047,0.0033,Cholesterol to Total-Lipids in Small LDL percentage
Val,0.0030,0.0031,Valine
Acetoacetate,0.0052,0.0028,Acetoacetate
His,0.0048,0.0024,Histidine
Glu-lactate,0.0038,0.0022,Glucose-lactate
Glu,0.0037,0.0020,Glucose
Sc-ala,0.0028,0.0018,Spectrometer-corrected alanine
S-HDL-CE,0.0018,0.0013,Cholesteryl Esters in Small HDL
IDL-CE%,0.0015,0.0012,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-CE%,0.0022,0.0011,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-6%,0.0012,0.0010,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,0.0010,0.0008,Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-PL%,0.0010,0.0008,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-CE%,0.0003,0.0007,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.0010,0.0007,Phospholipids to Total-Lipids in Medium LDL percentage
Tyr,0.0008,0.0005,Tyrosine
Acetate,0.0007,0.0005,Acetate
Ala,0.0003,0.0003,Alanine
Total-BCAA,0.0005,0.0002,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,0.0003,0.0002,Isoleucine
