Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1945,0.4948,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.2705,0.2151,Glycoprotein Acetyls
Albumin,0.2867,0.1200,Albumin
L-HDL-PL%,0.0702,0.0861,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-TG%,0.0133,0.0175,Triglycerides to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.0442,0.0167,Free Cholesterol in Very Large HDL
ApoB/ApoA1,0.0352,0.0137,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-CE%,0.0188,0.0107,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Creatinine,0.0160,0.0070,Creatinine
Glu,0.0152,0.0054,Glucose
L-LDL-TG,0.0117,0.0046,Triglycerides in Large LDL
XS-VLDL-PL%,0.0072,0.0025,Phospholipids to Total-Lipids in Very Small VLDL percentage
LA,0.0043,0.0018,Linoleic Acid
Acetoacetate,0.0023,0.0009,Acetoacetate
XL-VLDL-CE,0.0017,0.0006,Cholesteryl Esters in Very Large VLDL
L-HDL-FC%,0.0013,0.0006,Free Cholesterol to Total-Lipids in Large HDL percentage
Total-BCAA,0.0018,0.0004,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
3-Hydroxybutyrate,0.0010,0.0003,3-Hydroxybutyrate
S-HDL-C,0.0007,0.0002,Cholesterol in Small HDL
VLDL-size,0.0007,0.0002,Average Diameter for VLDL Particles
LDL-TG,0.0007,0.0002,Triglycerides in LDL
IDL-CE%,0.0008,0.0002,Cholesteryl Esters to Total-Lipids in IDL percentage
XXL-VLDL-CE,0.0005,0.0001,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-LDL-C%,0.0002,0.0001,Cholesterol to Total-Lipids in Large LDL percentage
His,0.0005,8.4438e-05,Histidine
S-HDL-CE,0.0002,4.9277e-05,Cholesteryl Esters in Small HDL
