Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-C%,0.1105,0.1032,Cholesterol to Total-Lipids in Large LDL percentage
GlycA,0.0855,0.0746,Glycoprotein Acetyls
Albumin,0.0603,0.0732,Albumin
Val,0.0568,0.0543,Valine
XXL-VLDL-PL%,0.0495,0.0504,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phe,0.0448,0.0384,Phenylalanine
Creatinine,0.0450,0.0365,Creatinine
Total-BCAA,0.0347,0.0360,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Gly,0.0288,0.0359,Glycine
M-HDL-PL%,0.0427,0.0349,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,0.0242,0.0328,Alanine
LDL-size,0.0368,0.0326,Average Diameter for LDL Particles
Acetoacetate,0.0310,0.0311,Acetoacetate
Gln,0.0168,0.0277,Glutamine
Pyruvate,0.0352,0.0263,Pyruvate
His,0.0190,0.0255,Histidine
Lactate,0.0192,0.0231,Lactate
Ile,0.0220,0.0223,Isoleucine
IDL-PL%,0.0183,0.0216,Phospholipids to Total-Lipids in IDL percentage
L-HDL-CE%,0.0233,0.0195,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-CE%,0.0240,0.0192,Cholesteryl Esters to Total-Lipids in IDL percentage
Sc-ala,0.0128,0.0176,Spectrometer-corrected alanine
L-LDL-PL%,0.0135,0.0156,Phospholipids to Total-Lipids in Large LDL percentage
Glu,0.0127,0.0114,Glucose
Citrate,0.0122,0.0112,Citrate
Acetone,0.0095,0.0109,Acetone
S-HDL-C%,0.0113,0.0090,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.0080,0.0089,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-CE,0.0055,0.0083,Cholesteryl Esters in Large HDL
Omega-6%,0.0082,0.0075,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Cholines,0.0087,0.0074,Total-Cholines
DHA,0.0055,0.0074,Docosahexaenoic Acid
3-Hydroxybutyrate,0.0048,0.0072,3-Hydroxybutyrate
Acetate,0.0043,0.0068,Acetate
M-LDL-C%,0.0065,0.0060,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-CE%,0.0065,0.0055,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LA%,0.0037,0.0053,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-PL%,0.0063,0.0050,Phospholipids to Total-Lipids in Very Large HDL percentage
XXL-VLDL-CE,0.0047,0.0048,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C%,0.0060,0.0044,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0032,0.0034,Glucose-lactate
MUFA%,0.0027,0.0034,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,0.0030,0.0030,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-CE%,0.0030,0.0023,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Leu,0.0018,0.0019,Leucine
XXL-VLDL-CE%,0.0013,0.0016,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-PL%,0.0020,0.0014,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-VLDL-C%,0.0007,0.0011,Cholesterol to Total-Lipids in Large VLDL percentage
Tyr,0.0012,0.0011,Tyrosine
IDL-FC%,0.0015,0.0011,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-PL%,0.0005,0.0006,Phospholipids to Total-Lipids in Small LDL percentage
