Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-HDL-CE%,0.1165,0.1150,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LA%,0.0830,0.1100,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-CE%,0.0478,0.0695,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Gly,0.0673,0.0580,Glycine
Tyr,0.0593,0.0499,Tyrosine
Phe,0.0430,0.0403,Phenylalanine
XXL-VLDL-PL%,0.0393,0.0371,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Albumin,0.0485,0.0357,Albumin
M-LDL-PL%,0.0335,0.0346,Phospholipids to Total-Lipids in Medium LDL percentage
Glu-lactate,0.0267,0.0245,Glucose-lactate
Creatinine,0.0215,0.0225,Creatinine
Citrate,0.0212,0.0214,Citrate
Lactate,0.0278,0.0203,Lactate
Ile,0.0232,0.0188,Isoleucine
Acetoacetate,0.0235,0.0187,Acetoacetate
LDL-size,0.0155,0.0173,Average Diameter for LDL Particles
L-LDL-FC%,0.0123,0.0163,Free Cholesterol to Total-Lipids in Large LDL percentage
Glu,0.0178,0.0158,Glucose
M-HDL-TG,0.0167,0.0153,Triglycerides in Medium HDL
3-Hydroxybutyrate,0.0123,0.0153,3-Hydroxybutyrate
Leu,0.0177,0.0149,Leucine
Unsaturation,0.0175,0.0147,Degree of Unsaturation
Gln,0.0103,0.0135,Glutamine
IDL-TG%,0.0077,0.0133,Triglycerides to Total-Lipids in IDL percentage
M-LDL-CE%,0.0125,0.0126,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0093,0.0116,Phospholipids to Total-Lipids in IDL percentage
GlycA,0.0073,0.0113,Glycoprotein Acetyls
IDL-CE%,0.0135,0.0112,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-FC%,0.0147,0.0110,Free Cholesterol to Total-Lipids in IDL percentage
Acetone,0.0123,0.0106,Acetone
Acetate,0.0092,0.0099,Acetate
M-VLDL-PL%,0.0105,0.0092,Phospholipids to Total-Lipids in Medium VLDL percentage
Omega-6/Omega-3,0.0092,0.0090,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Pyruvate,0.0118,0.0085,Pyruvate
XXL-VLDL-CE%,0.0058,0.0070,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0033,0.0069,Valine
XXL-VLDL-FC%,0.0060,0.0063,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,0.0063,0.0055,Cholesteryl Esters to Total-Lipids in Large LDL percentage
DHA%,0.0042,0.0055,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA,0.0045,0.0053,Linoleic Acid
Sc-ala,0.0058,0.0047,Spectrometer-corrected alanine
SFA%,0.0055,0.0043,Saturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0050,0.0041,Phospholipids to Total-Lipids in Small LDL percentage
Omega-3,0.0033,0.0040,Omega-3 Fatty Acids
Total-BCAA,0.0047,0.0037,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ala,0.0052,0.0036,Alanine
MUFA%,0.0033,0.0035,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0027,0.0033,Free Cholesterol to Total-Lipids in Large VLDL percentage
His,0.0015,0.0028,Histidine
M-LDL-C%,0.0023,0.0027,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,0.0017,0.0023,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,0.0032,0.0023,Phospholipids to Total-Lipids in Large HDL percentage
Omega-3%,0.0020,0.0017,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-VLDL-PL%,0.0015,0.0015,Phospholipids to Total-Lipids in Large VLDL percentage
S-HDL-PL%,0.0012,0.0011,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-PL%,0.0005,0.0004,Phospholipids to Total-Lipids in Large LDL percentage
S-HDL-FC%,0.0002,0.0001,Free Cholesterol to Total-Lipids in Small HDL percentage
