Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0597,0.0855,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.0780,0.0729,Albumin
Val,0.0635,0.0633,Valine
Glu-lactate,0.0515,0.0612,Glucose-lactate
GlycA,0.0675,0.0605,Glycoprotein Acetyls
Unsaturation,0.0612,0.0548,Degree of Unsaturation
S-HDL-CE%,0.0553,0.0522,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,0.0612,0.0484,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-CE%,0.0433,0.0423,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Sc-ala,0.0422,0.0391,Spectrometer-corrected alanine
M-HDL-PL%,0.0412,0.0318,Phospholipids to Total-Lipids in Medium HDL percentage
Gln,0.0240,0.0280,Glutamine
L-LDL-C%,0.0223,0.0278,Cholesterol to Total-Lipids in Large LDL percentage
Ala,0.0370,0.0268,Alanine
Citrate,0.0315,0.0214,Citrate
Glu,0.0247,0.0206,Glucose
Leu,0.0255,0.0204,Leucine
M-LDL-PL%,0.0180,0.0187,Phospholipids to Total-Lipids in Medium LDL percentage
Ile,0.0092,0.0186,Isoleucine
His,0.0108,0.0153,Histidine
L-LDL-CE%,0.0165,0.0145,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-FC%,0.0092,0.0133,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-PL%,0.0090,0.0117,Phospholipids to Total-Lipids in Large LDL percentage
LA%,0.0122,0.0107,Linoleic Acid to Total-Fatty Acids percentage
Acetoacetate,0.0077,0.0102,Acetoacetate
Tyr,0.0088,0.0101,Tyrosine
LDL-size,0.0085,0.0097,Average Diameter for LDL Particles
Phe,0.0068,0.0091,Phenylalanine
Acetone,0.0060,0.0082,Acetone
Creatinine,0.0072,0.0080,Creatinine
Lactate,0.0070,0.0073,Lactate
XL-HDL-TG%,0.0093,0.0070,Triglycerides to Total-Lipids in Very Large HDL percentage
DHA%,0.0055,0.0066,Docosahexaenoic Acid to Total-Fatty Acids percentage
Pyruvate,0.0055,0.0064,Pyruvate
SFA%,0.0070,0.0060,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetate,0.0053,0.0055,Acetate
PUFA%,0.0060,0.0047,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,0.0023,0.0041,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-PL%,0.0040,0.0039,Phospholipids to Total-Lipids in Large VLDL percentage
MUFA,0.0015,0.0039,Monounsaturated Fatty Acids
XXL-VLDL-TG%,0.0027,0.0038,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0020,0.0035,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-FC%,0.0013,0.0027,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
MUFA%,0.0032,0.0026,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0027,0.0025,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA,0.0022,0.0023,Linoleic Acid
L-LDL-FC%,0.0030,0.0020,Free Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-TG,0.0022,0.0018,Triglycerides in Large HDL
M-LDL-CE%,0.0015,0.0016,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Gly,0.0017,0.0015,Glycine
3-Hydroxybutyrate,0.0018,0.0014,3-Hydroxybutyrate
M-LDL-C%,0.0010,0.0013,Cholesterol to Total-Lipids in Medium LDL percentage
DHA,0.0005,0.0013,Docosahexaenoic Acid
XXL-VLDL-FC%,0.0015,0.0011,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
