Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.2195,0.1946,Albumin
L-LDL-TG%,0.0672,0.1251,Triglycerides to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0685,0.1231,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Glu,0.0840,0.0835,Glucose
GlycA,0.0703,0.0778,Glycoprotein Acetyls
Citrate,0.1123,0.0741,Citrate
ApoB/ApoA1,0.0525,0.0448,Apolipoprotein B to Apolipoprotein A1 ratio
Omega-3,0.0403,0.0444,Omega-3 Fatty Acids
Phosphoglyc,0.0350,0.0414,Phosphoglycerides
IDL-P,0.0443,0.0404,Concentration of IDL Particles
LA%,0.0190,0.0204,Linoleic Acid to Total-Fatty Acids percentage
Glu-lactate,0.0278,0.0185,Glucose-lactate
Leu,0.0217,0.0144,Leucine
IDL-CE%,0.0142,0.0142,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-3%,0.0163,0.0140,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Tyr,0.0180,0.0116,Tyrosine
3-Hydroxybutyrate,0.0160,0.0094,3-Hydroxybutyrate
L-LDL-TG,0.0140,0.0076,Triglycerides in Large LDL
IDL-FC,0.0087,0.0068,Free Cholesterol in IDL
XXL-VLDL-CE,0.0080,0.0053,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Creatinine,0.0090,0.0051,Creatinine
XXL-VLDL-PL%,0.0082,0.0047,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-TG,0.0055,0.0042,Triglycerides in Large HDL
Unsaturation,0.0047,0.0041,Degree of Unsaturation
XS-VLDL-CE%,0.0038,0.0024,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
PUFA,0.0023,0.0023,Polyunsaturated Fatty Acids
M-VLDL-CE,0.0027,0.0022,Cholesteryl Esters in Medium VLDL
DHA,0.0028,0.0018,Docosahexaenoic Acid
His,0.0020,0.0012,Histidine
XXL-VLDL-FC%,0.0012,0.0008,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetoacetate,0.0002,7.6980e-05,Acetoacetate
