Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.484 [0.462-0.51],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.452 [0.413-0.49],1.008e-110,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.316 [0.290-0.34],2.073e-116,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_FH,518,0.256 [0.223-0.29],3.473e-47,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.241 [0.222-0.26],3.577e-124,***,Metabolic disorders,Endocrine and metabolic
G6_MIGRAINE_WITH_AURA,143,0.231 [0.218-0.24],7.663e-239,***,Migraine with aura,Nervous
I9_POSTAMI,149,0.228 [0.183-0.27],6.190e-18,***,Status post-ami,Circulatory
PD_DEMENTIA,12,0.192 [0.123-0.26],0.014,*,Dementia due to Parkinson's disease,Mental and behavioural
K11_OESSTODUO,43,0.189 [0.154-0.22],6.938e-21,***,"Diseases of oesophagus, stomach and duodenum",Digestive
N14_RENALTUB,449,0.178 [0.170-0.19],1.000e-315,***,Renal tubulo-interstitial diseases,Genitourinary
CD2_BENIGN_COLON_NOS,212,0.172 [0.125-0.22],1.435e-07,***,"Benign neoplasm: Colon, unspecified",Neoplasms
M13_SOFTTISSUE,1904,0.163 [0.151-0.17],3.718e-164,***,Soft tissue disorders,Musculoskeletal
O15_PRETERM,17,0.159 [0.132-0.19],2.089e-24,***,Preterm labour and delivery,Pregnancy
E4_LIPOPROT,7076,0.132 [0.119-0.15],3.677e-76,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
I9_UAP,1483,0.122 [0.106-0.14],1.503e-45,***,Unstable angina pectoris,Circulatory
F5_MENTORG,85,0.121 [0.077-0.17],0.022,*,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
JOINTPAIN,1595,0.109 [0.101-0.12],1.630e-151,***,Pain in joint,Musculoskeletal
G6_NERPLEX,2804,0.105 [0.099-0.11],1.772e-297,***,"Nerve, nerve root and plexus disorders",Nervous
M13_OTHERJOINT,3314,0.101 [0.092-0.11],1.511e-101,***,Other joint disorders,Musculoskeletal
AB1_BACT_INTEST_OTH,357,0.101 [0.092-0.11],8.574e-110,***,Other bacterial intestinal infections,Infectious and parasitic
M13_DORSALGIANAS,1009,0.100 [0.092-0.11],8.507e-132,***,Other/unspecified dorsalgia,Musculoskeletal
F5_VASCDEM,107,0.093 [0.061-0.13],0.004,**,Vascular dementia,Mental and behavioural
M13_THORACISPINEPAIN,151,0.090 [0.082-0.10],3.361e-104,***,Pain in thoracic spine,Musculoskeletal
F5_DELIRIUM,173,0.089 [0.056-0.12],0.019,*,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
H7_EYEOTH,57,0.087 [0.075-0.10],1.664e-39,***,Other disorders of eye and adnexa,Eye and adnexa
M13_SHOULDER,206,0.087 [0.070-0.10],1.232e-19,***,Shoulder lesions,Musculoskeletal
M13_ARTHROPATHIES,7062,0.082 [0.077-0.09],3.215e-166,***,Arthropathies,Musculoskeletal
K11_FUNCDYSP,169,0.081 [0.075-0.09],6.169e-117,***,Functional dyspepsia,Digestive
F5_ALCOHOL_DEPENDENCE,95,0.077 [0.060-0.09],1.448e-13,***,Alcohol dependence,Mental and behavioural
L12_OTHERCONTACT,39,0.073 [0.052-0.09],3.310e-06,***,Other contact dermatitis,Skin
M13_LOWBACKPAIN,1988,0.073 [0.065-0.08],8.324e-62,***,Low back pain,Musculoskeletal
M13_DORSOPATHYOTH,5393,0.073 [0.066-0.08],9.841e-110,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
I9_ATHSCLE,3616,0.072 [0.067-0.08],2.941e-138,***,"Atherosclerosis, excluding cerebral and coronary sclerosis",Circulatory
K11_HAEMORR,329,0.072 [0.053-0.09],8.263e-08,***,Haemorrhoids and perianal venous thrombosis,Digestive
M13_MENISCUSDERANGEMENTS,937,0.070 [0.060-0.08],6.457e-40,***,Meniscus derangement,Musculoskeletal
M13_MUSCLE,168,0.068 [0.064-0.07],6.749e-215,***,Disorders of muscles,Musculoskeletal
K11_OTHENTERCOL,751,0.068 [0.064-0.07],3.638e-284,***,Other noninfective gastroenteritis and colitis,Digestive
CD2_BENIGN_COLORECANI,1443,0.064 [0.051-0.08],1.542e-15,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
D3_AGRANULOCYTOSIS,347,0.063 [0.060-0.07],1.000e-315,***,Agranulocytosis,Blood and immune
H7_CONJUNCTIVITISACUNONATOPIC,214,0.062 [0.050-0.07],9.479e-18,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
K11_PANCOTH,29,0.061 [0.050-0.07],4.162e-22,***,Other diseases of pancreas,Digestive
KRA_PSY_SUBSTANCE,742,0.061 [0.049-0.07],2.299e-18,***,Substance abuse,Mental and behavioural
H7_OCUPAIN,174,0.061 [0.056-0.07],4.555e-121,***,Ocular pain,Eye and adnexa
AUD,259,0.060 [0.049-0.07],4.847e-20,***,"Alcohol use disorder, ICD-based",Mental and behavioural
E4_ENDOGLAND,62,0.060 [0.043-0.08],3.474e-06,***,Disorders of other endocrine glands,Endocrine and metabolic
M13_SPONDYLOSIS,854,0.060 [0.050-0.07],1.855e-29,***,Spondylosis,Musculoskeletal
I9_IHD,7725,0.057 [0.048-0.07],7.697e-29,***,"Ischaemic heart disease, wide definition",Circulatory
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.056 [0.054-0.06],1.000e-315,***,Non-follicular lymphoma,Neoplasms
H7_KERATITISOTH,43,0.056 [0.042-0.07],1.250e-09,***,Other keratitis,Eye and adnexa
K11_CHRONPANC,105,0.055 [0.050-0.06],4.297e-75,***,Chronic pancreatitis,Digestive
K11_LIVER,812,0.053 [0.047-0.06],4.652e-58,***,Diseases of liver,Digestive
AB1_GASTROENTERITIS_NOS,923,0.051 [0.042-0.06],8.402e-22,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
AD_AM,451,0.051 [0.038-0.06],7.680e-10,***,Alzheimer disease (Atypical or mixed),Nervous
C3_CERVIX_UTERI,81,0.051 [0.047-0.05],7.661e-155,***,Malignant neoplasm of cervix uteri,Neoplasms
AB1_SEXUAL_TRANSMISSION,7171,0.049 [0.047-0.05],1.000e-315,***,Infections with a predominantly sexual mode of transmission,Infectious and parasitic
L12_OTHERSKINSUBCUTIS,3364,0.049 [0.045-0.05],1.295e-115,***,Other disorders of skin and subcutaneous tissue,Skin
N14_CHRONKIDNEYDIS,1777,0.048 [0.044-0.05],6.045e-156,***,Chronic kidney disease,Genitourinary
I9_CHD,6392,0.047 [0.038-0.06],6.211e-21,***,Major coronary heart disease event,Circulatory
I9_ANGINA,5810,0.046 [0.038-0.05],2.736e-21,***,Angina pectoris,Circulatory
M13_PYOGARTH,525,0.046 [0.044-0.05],2.333e-286,***,Pyogenic arthritis,Musculoskeletal
F5_DEMENTIA,3309,0.046 [0.039-0.05],3.490e-35,***,Dementia,Mental and behavioural
M13_CERVICALGIA,179,0.046 [0.036-0.06],1.018e-15,***,Cervicalgia,Musculoskeletal
K11_OTHINFLIV,466,0.045 [0.043-0.05],1.000e-315,***,Other inflammatory liver diseases,Digestive
CD2_BENIGN_EAR_RESP,224,0.045 [0.039-0.05],2.360e-48,***,Benign neoplasm of middle ear and respiratory system,Neoplasms
G6_CARPTU,3265,0.043 [0.040-0.05],9.030e-115,***,Carpal tunnel syndrome,Nervous
M13_DORSOPATHY,8797,0.043 [0.038-0.05],2.049e-61,***,Dorsopathies,Musculoskeletal
CD2_BENIGN_PAROTID,171,0.042 [0.039-0.05],9.353e-105,***,Benign neoplasm: Parotid gland,Neoplasms
G6_NEURODEGENERATIVE,4070,0.041 [0.036-0.05],2.486e-48,***,Unspecific neurodegenerative disorder,Nervous
E4_GOITRENOD,331,0.041 [0.036-0.05],2.290e-55,***,Nontoxic single thyroid nodule,Endocrine and metabolic
I9_OTHPER,110,0.041 [0.033-0.05],4.647e-18,***,Other peripheral vascular diseases,Circulatory
KRA_PSY_DEMENTIA,2863,0.041 [0.033-0.05],8.426e-23,***,Any dementia,Mental and behavioural
K11_DISLIVOTH,287,0.040 [0.035-0.04],1.292e-56,***,Other diseases of liver,Digestive
F5_CANNABIS,7,0.038 [0.026-0.05],4.031e-04,***,Mental and behavioural disorders due to cannabinoids,Mental and behavioural
I9_CORATHER,8695,0.037 [0.029-0.04],3.855e-16,***,Coronary atherosclerosis,Circulatory
