Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.522 [0.496-0.55],1.000e-315,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.317 [0.292-0.34],1.259e-124,***,Other diseases of urinary system,Genitourinary
K11_OTHDISDIG,25,0.315 [0.291-0.34],8.825e-141,***,Other diseases of the digestive system,Digestive
E4_HYPERLIPMIX,365,0.242 [0.209-0.28],5.436e-41,***,Mixed hyperlipidaemia,Endocrine and metabolic
F5_DEMINOTH,8,0.237 [0.186-0.29],9.179e-15,***,Dementia in other diseases classified elsewhere,Mental and behavioural
G6_DEGENOTH,14,0.235 [0.202-0.27],1.114e-39,***,Other and unspecified degenerative diseases of nervous system,Nervous
MEMLOSS,48,0.220 [0.186-0.25],8.558e-31,***,Memory loss,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.175 [0.168-0.18],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
KRA_PSY_ANYMENTAL,2504,0.171 [0.157-0.18],5.459e-127,***,Any mental disorder,Mental and behavioural
VD_U,43,0.150 [0.130-0.17],9.887e-42,***,Vascular dementia (undefined),Mental and behavioural
E4_HYPERLIPNAS,1251,0.142 [0.113-0.17],2.515e-17,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
F5_MENTORG,85,0.138 [0.097-0.18],5.884e-06,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
N14_MALEGEN,1376,0.136 [0.128-0.14],1.194e-226,***,Diseases of male genital organs,Genitourinary
F5_DELIRIUM,173,0.133 [0.112-0.15],2.111e-29,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
E4_METABOLIA,4834,0.132 [0.111-0.15],1.422e-27,***,Metabolic disorders,Endocrine and metabolic
E4_FH,518,0.126 [0.090-0.16],1.369e-06,***,Familial hypercholesterolemia,Endocrine and metabolic
I9_POSTAMI,149,0.125 [0.098-0.15],7.884e-15,***,Status post-ami,Circulatory
C_DIFFICILE_ENTEROCOLITIS,2693,0.124 [0.120-0.13],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
E4_LIPOPROT,7076,0.111 [0.096-0.13],1.446e-40,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_VASCDEM,107,0.108 [0.079-0.14],2.954e-08,***,Vascular dementia,Mental and behavioural
K11_FISTULA,485,0.094 [0.090-0.10],1.000e-315,***,Colonic or urogenital fistula,Digestive
N14_CHRONEPHROPATH,18,0.079 [0.068-0.09],2.275e-42,***,Chronic nephritic syndrome,Genitourinary
J10_PLEURA,140,0.079 [0.065-0.09],5.897e-24,***,Other diseases of pleura,Respiratory
H7_CHALAZION,671,0.075 [0.071-0.08],5.325e-261,***,Chalazion,Eye and adnexa
N14_PROSTHYPERPLA,3796,0.074 [0.070-0.08],1.000e-315,***,Hyperplasia of prostate,Genitourinary
N14_FEMALEINFERT,80,0.070 [0.056-0.09],1.858e-15,***,Female infertility,Genitourinary
M13_HAMMERTOE,331,0.070 [0.055-0.08],4.911e-15,***,Other hammer toe(s) (acquired),Musculoskeletal
NEURODEGOTH,4178,0.066 [0.062-0.07],9.551e-234,***,Other degenerative diseases of the nervous system,Nervous
J10_SEPTDEV,498,0.065 [0.053-0.08],5.781e-22,***,Deviated nasal septum,Respiratory
K11_INTESTOTH,398,0.063 [0.050-0.08],1.283e-15,***,Other diseases of intestines,Digestive
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.063 [0.057-0.07],1.766e-97,***,Melanocytic naevi of trunk,Neoplasms
F5_DEPRESSIO,2165,0.062 [0.055-0.07],1.725e-79,***,Depression,Mental and behavioural
N14_MENSIRREG,59,0.061 [0.044-0.08],6.447e-08,***,Irregular menses,Genitourinary
M13_HALLUXVALGUS,3980,0.060 [0.055-0.06],2.795e-135,***,Hallux valgus (acquired),Musculoskeletal
H7_PARASTRAB,7,0.058 [0.039-0.08],0.001,**,Paralytic strabismus,Eye and adnexa
M13_ENTESOPATHYOTH,48,0.058 [0.039-0.08],2.236e-04,***,Other enthesopathies,Musculoskeletal
