Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.587 [0.558-0.62],1.000e-315,***,Cystitis,Genitourinary
K11_OTHDISDIG,25,0.389 [0.364-0.41],3.785e-192,***,Other diseases of the digestive system,Digestive
N14_URINOTH,1485,0.359 [0.331-0.39],6.170e-133,***,Other diseases of urinary system,Genitourinary
G6_DEGENOTH,14,0.265 [0.217-0.31],1.573e-21,***,Other and unspecified degenerative diseases of nervous system,Nervous
MEMLOSS,48,0.258 [0.215-0.30],2.328e-27,***,Memory loss,Mental and behavioural
F5_DEMINOTH,8,0.252 [0.169-0.33],5.931e-04,***,Dementia in other diseases classified elsewhere,Mental and behavioural
E4_HYPERLIPMIX,365,0.223 [0.190-0.26],3.890e-36,***,Mixed hyperlipidaemia,Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.211 [0.196-0.23],5.344e-161,***,Any mental disorder,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.208 [0.202-0.21],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
E4_HYPERLIPNAS,1251,0.193 [0.163-0.22],2.009e-30,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
VD_U,43,0.172 [0.147-0.20],1.062e-34,***,Vascular dementia (undefined),Mental and behavioural
E4_FH,518,0.169 [0.131-0.21],2.713e-13,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_MALEGEN,1376,0.168 [0.158-0.18],1.367e-254,***,Diseases of male genital organs,Genitourinary
E4_METABOLIA,4834,0.165 [0.142-0.19],5.406e-40,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.164 [0.131-0.20],1.109e-16,***,Status post-ami,Circulatory
F5_MENTORG,85,0.159 [0.113-0.21],2.803e-06,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.152 [0.127-0.18],1.092e-26,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.140 [0.136-0.14],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
E4_LIPOPROT,7076,0.137 [0.121-0.15],2.280e-57,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_VASCDEM,107,0.124 [0.091-0.16],2.490e-08,***,Vascular dementia,Mental and behavioural
K11_FISTULA,485,0.097 [0.092-0.10],1.000e-315,***,Colonic or urogenital fistula,Digestive
N14_CHRONEPHROPATH,18,0.093 [0.082-0.10],6.099e-57,***,Chronic nephritic syndrome,Genitourinary
N14_PROSTHYPERPLA,3796,0.092 [0.088-0.10],1.000e-315,***,Hyperplasia of prostate,Genitourinary
H7_CHALAZION,671,0.092 [0.088-0.10],1.000e-315,***,Chalazion,Eye and adnexa
K11_INTESTOTH,398,0.082 [0.067-0.10],9.853e-22,***,Other diseases of intestines,Digestive
F5_DEPRESSIO,2165,0.078 [0.071-0.09],1.527e-99,***,Depression,Mental and behavioural
AUD,259,0.077 [0.060-0.09],3.534e-15,***,"Alcohol use disorder, ICD-based",Mental and behavioural
M13_HAMMERTOE,331,0.077 [0.060-0.09],1.073e-13,***,Other hammer toe(s) (acquired),Musculoskeletal
J10_PLEURA,140,0.073 [0.060-0.09],2.165e-22,***,Other diseases of pleura,Respiratory
N14_FEMALEINFERT,80,0.071 [0.056-0.09],7.780e-15,***,Female infertility,Genitourinary
NEURODEGOTH,4178,0.070 [0.066-0.07],7.767e-213,***,Other degenerative diseases of the nervous system,Nervous
M13_HALLUXVALGUS,3980,0.070 [0.064-0.08],2.305e-143,***,Hallux valgus (acquired),Musculoskeletal
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.066 [0.060-0.07],5.488e-99,***,Melanocytic naevi of trunk,Neoplasms
H7_PARASTRAB,7,0.066 [0.046-0.09],2.559e-05,***,Paralytic strabismus,Eye and adnexa
M13_RADICULOPATHY,15,0.065 [0.043-0.09],0.001,**,Radiculopathy,Musculoskeletal
J10_SEPTDEV,498,0.063 [0.050-0.08],2.737e-15,***,Deviated nasal septum,Respiratory
AD_AM,451,0.063 [0.052-0.07],5.854e-27,***,Alzheimer disease (Atypical or mixed),Nervous
K11_HAEMORR,329,0.056 [0.040-0.07],4.527e-06,***,Haemorrhoids and perianal venous thrombosis,Digestive
N14_MENSIRREG,59,0.055 [0.038-0.07],3.045e-05,***,Irregular menses,Genitourinary
F5_DEMENTIA,3308,0.049 [0.045-0.05],2.867e-113,***,Dementia,Mental and behavioural
KRA_PSY_DEMENTIA,2863,0.049 [0.045-0.05],3.398e-97,***,Any dementia,Mental and behavioural
I9_HEARTFAIL,682,0.049 [0.039-0.06],4.020e-18,***,"Heart failure, strict",Circulatory
G6_NEURODEGENERATIVE,4069,0.049 [0.045-0.05],3.576e-134,***,Unspecific neurodegenerative disorder,Nervous
N14_MENORRHAGIA,718,0.048 [0.040-0.06],1.887e-26,***,Menorrhagia,Genitourinary
J10_PLEURPLAGUE,310,0.047 [0.044-0.05],1.264e-215,***,Pleural plaque,Respiratory
N14_OVARYCYST,987,0.047 [0.042-0.05],8.567e-81,***,Ovarian cyst,Genitourinary
CD2_BENIGN_MELANOCYTIC,521,0.045 [0.036-0.06],1.238e-14,***,Melanocytic naevi,Neoplasms
CD2_BENIGN_OVARY,144,0.043 [0.036-0.05],1.912e-24,***,Benign neoplasm of ovary,Neoplasms
J10_INFLUPNEU,534,0.042 [0.028-0.06],0.001,**,Influenza and pneumonia,Respiratory
CD2_BENIGN_THYROID,151,0.041 [0.039-0.04],3.923e-187,***,Benign neoplasm of thyroid gland,Neoplasms
L12_ROSACEANAS,82,0.041 [0.034-0.05],9.269e-21,***,Other and unspecified rosacea,Skin
K11_DISORD_TEETH,111,0.041 [0.028-0.05],5.025e-05,***,Other disorders of teeth and supporting structures,Digestive
COPD_EARLY,512,0.040 [0.037-0.04],9.211e-146,***,Early onset COPD,Respiratory
H8_NONSUPPNAS,1145,0.040 [0.035-0.04],3.849e-54,***,Nonsuppurative otitis media,Ear and mastoid
I9_UAP,1483,0.040 [0.026-0.05],0.010,*,Unstable angina pectoris,Circulatory
F5_ALZHDEMENT,2076,0.039 [0.035-0.04],3.283e-78,***,Dementia in Alzheimer disease,Mental and behavioural
K11_HERNIA,6152,0.039 [0.035-0.04],3.789e-91,***,Hernia,Digestive
I9_IHD,7725,0.039 [0.029-0.05],1.580e-09,***,"Ischaemic heart disease, wide definition",Circulatory
G6_ALZHEIMER,2982,0.039 [0.035-0.04],4.465e-93,***,Alzheimer disease,Nervous
I9_CORATHER,8695,0.038 [0.030-0.05],4.860e-15,***,Coronary atherosclerosis,Circulatory
J10_PNEUMOTHORAX,46,0.036 [0.027-0.04],5.217e-09,***,Pneumothorax,Respiratory
N14_ORHCEPINDIDYMITIS,99,0.036 [0.025-0.05],1.389e-05,***,Orchitis and epididymitis,Genitourinary
M13_MYALGIA,253,0.036 [0.029-0.04],7.796e-19,***,Myalgia,Musculoskeletal
CD2_FOLLICULAR_LYMPHOMA,5808,0.033 [0.032-0.03],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
J10_EMPHYSEMA,365,0.033 [0.030-0.04],4.680e-116,***,Emphysema,Respiratory
C3_BRONCHUS_LUNG,574,0.031 [0.028-0.03],5.415e-79,***,Malignant neoplasm of bronchus and lung,Neoplasms
J10_CHRONTONSADEN,5827,0.029 [0.025-0.03],2.863e-38,***,Chronic diseases of tonsils and adenoids,Respiratory
C3_LUNG_NONSMALL,527,0.029 [0.026-0.03],2.170e-86,***,Non-small cell lung cancer,Neoplasms
I9_ANGINA,5810,0.029 [0.020-0.04],1.343e-05,***,Angina pectoris,Circulatory
H7_PTOSIS,64,0.028 [0.020-0.04],1.053e-05,***,Ptosis of eyelid,Eye and adnexa
O15_PREG_OTHER_MAT_DISORD,1961,0.028 [0.019-0.04],2.012e-05,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
I9_CHD,6392,0.027 [0.018-0.04],0.001,**,Major coronary heart disease event,Circulatory
N14_BENIGNMAMDYSP,134,0.026 [0.019-0.03],1.766e-09,***,Benign mammary dysplasia,Genitourinary
M13_POLYARTHRITIS,1672,0.025 [0.023-0.03],6.283e-61,***,"Polyarthritis, unspecified",Musculoskeletal
N14_PHIMOSIS,4306,0.025 [0.022-0.03],6.031e-89,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
F5_PTSD,319,0.024 [0.016-0.03],0.001,**,Post-traumatic stress disorder,Mental and behavioural
C3_ANUS_ANALCANAL,76,0.024 [0.021-0.03],2.954e-41,***,Malignant neoplasm of anus and anal canal,Neoplasms
N14_CALCUKIDUR,1321,0.023 [0.019-0.03],3.828e-25,***,Calculus of kidney and ureter,Genitourinary
H8_MENIERE,54,0.023 [0.014-0.03],0.046,*,Ménière disease,Ear and mastoid
CD2_BENIGN_LEIOMYOMA_UTERI,9080,0.023 [0.021-0.02],2.937e-107,***,Leiomyoma of uterus,Neoplasms
C3_KIDNEY_NOTRENALPELVIS,210,0.023 [0.018-0.03],1.479e-13,***,"Malignant neoplasm of kidney, except renal pelvis",Neoplasms
O15_LABOUR_MALPOS,202,0.022 [0.014-0.03],0.028,*,Obstructed labour due to malposition and malpresentation of fetus,Pregnancy
E4_HYPERPIT,147,0.022 [0.017-0.03],2.235e-17,***,Hyperfunction of pituitary gland,Endocrine and metabolic
I9_OTHARR,798,0.021 [0.015-0.03],2.779e-06,***,Other arrhythmias,Circulatory
N14_BREAST,659,0.021 [0.015-0.03],2.242e-08,***,Disorders of breast,Genitourinary
N14_ENDOMETRIOSIS_UTERUS,193,0.019 [0.013-0.02],6.524e-06,***,Adenomyosis (Endometriosis of uterus),Genitourinary
C3_THYROID_GLAND,1117,0.016 [0.015-0.02],2.984e-71,***,Malignant neoplasm of thyroid gland,Neoplasms
G6_OTHDEMYEL,3560,0.016 [0.015-0.02],6.442e-84,***,Other demyelinating diseases of the central nervous system,Nervous
I9_AORTANEUR,1277,0.016 [0.013-0.02],9.268e-26,***,Aortic aneurysm,Circulatory
K11_HERING,7337,0.015 [0.013-0.02],3.509e-33,***,Inguinal hernia,Digestive
M13_SYSTSLCE,1075,0.014 [0.011-0.02],3.752e-15,***,Systemic sclerosis,Musculoskeletal
CD2_BENIGN_MENINGES,587,0.014 [0.011-0.02],5.101e-11,***,Benign neoplasm of meninges,Neoplasms
C3_OTHER_SKIN,9911,0.013 [0.010-0.02],3.915e-11,***,Other malignant neoplasms of skin (=non-melanoma skin cancer),Neoplasms
H7_BLINDMONOCULAR,75,0.013 [0.010-0.02],6.362e-14,***,"Blindness, monocular",Eye and adnexa
