Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.349 [0.323-0.37],2.724e-155,***,Other diseases of the digestive system,Digestive
F5_ANXIETY,71,0.133 [0.114-0.15],4.067e-35,***,Other anxiety disorders,Mental and behavioural
K11_ORAL,489,0.101 [0.079-0.12],1.356e-13,***,"Diseases of oral cavity, salivary glands and jaws",Digestive
G6_PARKINSON,2693,0.092 [0.091-0.09],1.000e-315,***,Parkinson's disease,Nervous
N14_MENSIRREG,59,0.087 [0.069-0.10],1.549e-17,***,Irregular menses,Genitourinary
N14_ABNORMALBLEED,19,0.076 [0.050-0.10],0.001,**,Other abnormal uterine and vaginal bleeding,Genitourinary
N14_FEMALEGENNONINF,279,0.070 [0.054-0.09],3.288e-12,***,Noninflammatory disorders of female genital tract,Genitourinary
M13_ENTESOPATHYOTH,48,0.065 [0.046-0.08],1.566e-05,***,Other enthesopathies,Musculoskeletal
F5_DELUSIO,6,0.065 [0.041-0.09],0.017,*,Persistent delusional disorders,Mental and behavioural
CD2_BENIGN_MELANOCYTIC_LOWERLIMB,5,0.061 [0.042-0.08],8.147e-05,***,"Melanocytic naevi of lower limb, including hip",Neoplasms
J10_PLEURPLAGUE,310,0.059 [0.056-0.06],1.000e-315,***,Pleural plaque,Respiratory
IPF,3405,0.058 [0.057-0.06],1.000e-315,***,Idiopathic pulmonary fibrosis,Respiratory
N14_URETHRAOTH,610,0.058 [0.049-0.07],1.006e-34,***,Other disorders of urethra and urinary system,Genitourinary
K11_CHOLECYST,114,0.052 [0.045-0.06],9.395e-46,***,Cholecystitis,Digestive
N14_MESNRUIRREG,1547,0.051 [0.046-0.06],9.680e-90,***,"Excessive, frequent and irregular menstruation",Genitourinary
CD2_BENIGN_COLON_NOS,212,0.051 [0.036-0.07],2.337e-05,***,"Benign neoplasm: Colon, unspecified",Neoplasms
N14_RENALTUB,449,0.049 [0.040-0.06],7.694e-21,***,Renal tubulo-interstitial diseases,Genitourinary
N14_URINOTH,1485,0.048 [0.041-0.06],1.912e-36,***,Other diseases of urinary system,Genitourinary
CD2_BENIGN_PITUITARY_CRANIPHAR,90,0.046 [0.041-0.05],1.654e-74,***,"Benign neoplasm: Pituitary gland, craniopharyngeal duct",Neoplasms
M13_GANGLION,38,0.046 [0.032-0.06],3.141e-05,***,Ganglion,Musculoskeletal
CD2_LYMPHOID_LEUKAEMIA,767,0.044 [0.042-0.05],1.000e-315,***,Lymphoid leukaemia,Neoplasms
N14_OTHNONINFUTER,645,0.044 [0.040-0.05],1.831e-111,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
L12_LICHENSIMPLEX,206,0.041 [0.038-0.04],3.118e-141,***,Lichen simplex chronicus,Skin
H7_STENOLACRI,62,0.041 [0.030-0.05],4.372e-08,***,Stenosis and insufficiency of lacrimal passages,Eye and adnexa
CD2_INSITU_BREAST_INTRADUCTAL,179,0.040 [0.028-0.05],8.774e-05,***,"Carcinoma in situ of breast, intraductal",Neoplasms
O15_ABORT_SPONTAN,92,0.040 [0.026-0.05],0.005,**,Spontaneous abortion,Pregnancy
M13_CERVICDISC,530,0.040 [0.033-0.05],1.793e-25,***,Cervical disc disorders,Musculoskeletal
N14_MENORRHAGIA,716,0.040 [0.032-0.05],3.957e-22,***,Menorrhagia,Genitourinary
O15_LABOUR_FETAL_STRESS,65,0.039 [0.025-0.05],0.009,**,Labour and delivery complicated by fetal stress [distress],Pregnancy
K11_OTHENTERCOL,751,0.039 [0.035-0.04],2.959e-91,***,Other noninfective gastroenteritis and colitis,Digestive
K11_FUNCDYSP,169,0.037 [0.029-0.04],2.043e-16,***,Functional dyspepsia,Digestive
CD2_BENIGN_LIPOMATOUS,198,0.035 [0.025-0.04],1.965e-07,***,Benign lipomatous neoplasm,Neoplasms
M13_SOFTTISSUE,1904,0.035 [0.026-0.04],2.447e-10,***,Soft tissue disorders,Musculoskeletal
INFLUENZA,139,0.033 [0.025-0.04],4.515e-12,***,All influenza (not pneumonia),Respiratory
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.032 [0.027-0.04],1.221e-35,***,Melanocytic naevi of trunk,Neoplasms
CD2_INSITU_BLADDER,34,0.032 [0.025-0.04],8.738e-19,***,"Carcinoma in situ, bladder",Neoplasms
C3_CLL_WIDE,431,0.029 [0.027-0.03],7.821e-105,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
N14_FEMGENPAIN,145,0.028 [0.020-0.04],1.039e-05,***,Pain and other conditions associated with female genital organs and menstrual cycle,Genitourinary
F5_PANIC,375,0.026 [0.021-0.03],3.653e-17,***,Panic disorder,Mental and behavioural
M13_CRYSTALARTH,168,0.025 [0.023-0.03],2.431e-80,***,Other crystal arthropathies,Musculoskeletal
