Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_LIPOPROTNAS,242,0.448 [0.406-0.49],3.731e-90,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
N14_RENALTUB,449,0.332 [0.322-0.34],1.000e-315,***,Renal tubulo-interstitial diseases,Genitourinary
E4_HYPERLIPNAS,1251,0.301 [0.274-0.33],3.034e-104,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
K11_OTHDISDIG,25,0.289 [0.267-0.31],4.298e-137,***,Other diseases of the digestive system,Digestive
E4_FH,518,0.245 [0.211-0.28],2.729e-39,***,Familial hypercholesterolemia,Endocrine and metabolic
M13_SOFTTISSUE,1904,0.238 [0.224-0.25],9.305e-236,***,Soft tissue disorders,Musculoskeletal
E4_METABOLIA,4834,0.231 [0.210-0.25],3.499e-104,***,Metabolic disorders,Endocrine and metabolic
K11_OESSTODUO,43,0.223 [0.165-0.28],7.342e-09,***,"Diseases of oesophagus, stomach and duodenum",Digestive
I9_POSTAMI,149,0.212 [0.168-0.26],7.878e-16,***,Status post-ami,Circulatory
G6_MIGRAINE_WITH_AURA,143,0.201 [0.188-0.21],2.924e-198,***,Migraine with aura,Nervous
CD2_BENIGN_COLON_NOS,212,0.190 [0.136-0.24],1.916e-06,***,"Benign neoplasm: Colon, unspecified",Neoplasms
PD_DEMENTIA,12,0.166 [0.107-0.22],0.008,**,Dementia due to Parkinson's disease,Mental and behavioural
K11_FUNCDYSP,169,0.155 [0.149-0.16],1.000e-315,***,Functional dyspepsia,Digestive
JOINTPAIN,1595,0.148 [0.138-0.16],2.472e-163,***,Pain in joint,Musculoskeletal
O15_PRETERM,17,0.144 [0.120-0.17],8.866e-26,***,Preterm labour and delivery,Pregnancy
G6_NERPLEX,2804,0.132 [0.125-0.14],5.757e-252,***,"Nerve, nerve root and plexus disorders",Nervous
E4_LIPOPROT,7076,0.130 [0.116-0.14],3.594e-73,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
M13_MUSCLE,168,0.127 [0.123-0.13],1.000e-315,***,Disorders of muscles,Musculoskeletal
K11_OTHENTERCOL,751,0.118 [0.112-0.12],6.908e-297,***,Other noninfective gastroenteritis and colitis,Digestive
K11_CHRONGASTR,210,0.118 [0.110-0.13],5.402e-171,***,Chronic gastritis,Digestive
D3_AGRANULOCYTOSIS,347,0.111 [0.109-0.11],1.000e-315,***,Agranulocytosis,Blood and immune
M13_OTHERJOINT,3314,0.107 [0.100-0.12],6.839e-161,***,Other joint disorders,Musculoskeletal
M13_DORSALGIANAS,1009,0.106 [0.098-0.11],2.934e-140,***,Other/unspecified dorsalgia,Musculoskeletal
I9_UAP,1483,0.100 [0.085-0.12],1.699e-30,***,Unstable angina pectoris,Circulatory
M13_LOWBACKPAIN,1988,0.100 [0.093-0.11],5.429e-142,***,Low back pain,Musculoskeletal
L12_DERMATITISNAS,2477,0.091 [0.086-0.10],2.331e-222,***,Dermatitis,Skin
M13_DORSOPATHYOTH,5393,0.090 [0.084-0.10],5.660e-159,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
I9_ATHSCLE,3616,0.090 [0.085-0.10],1.168e-243,***,"Atherosclerosis, excluding cerebral and coronary sclerosis",Circulatory
L12_OTHERCONTACT,39,0.088 [0.065-0.11],1.332e-08,***,Other contact dermatitis,Skin
H8_BPV,30,0.085 [0.058-0.11],8.971e-05,***,Benign paroxysmal vertigo,Ear and mastoid
K11_OTHINFLIV,466,0.080 [0.079-0.08],1.000e-315,***,Other inflammatory liver diseases,Digestive
AB1_GASTROENTERITIS_NOS,923,0.080 [0.067-0.09],8.157e-28,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
L12_OTHERSKINSUBCUTIS,3364,0.080 [0.074-0.08],1.613e-192,***,Other disorders of skin and subcutaneous tissue,Skin
CD2_BENIGN_PAROTID,171,0.079 [0.074-0.08],9.401e-176,***,Benign neoplasm: Parotid gland,Neoplasms
M13_THORACISPINEPAIN,151,0.077 [0.069-0.08],8.548e-79,***,Pain in thoracic spine,Musculoskeletal
F5_ALCOHOL_DEPENDENCE,95,0.075 [0.058-0.09],1.193e-12,***,Alcohol dependence,Mental and behavioural
N14_PYELONEPHR,67,0.075 [0.059-0.09],7.001e-14,***,Acute tubulo-interstitial nephritis,Genitourinary
M13_SHOULDER,206,0.074 [0.056-0.09],1.925e-09,***,Shoulder lesions,Musculoskeletal
AB1_SEXUAL_TRANSMISSION,7171,0.074 [0.073-0.08],1.000e-315,***,Infections with a predominantly sexual mode of transmission,Infectious and parasitic
CD2_BENIGN_EAR_RESP,224,0.073 [0.065-0.08],4.087e-61,***,Benign neoplasm of middle ear and respiratory system,Neoplasms
M13_ARTHROPATHIES,7062,0.073 [0.067-0.08],1.050e-133,***,Arthropathies,Musculoskeletal
M13_SPONDYLOSIS,854,0.071 [0.059-0.08],1.012e-29,***,Spondylosis,Musculoskeletal
CD2_BENIGN_COLORECANI,1443,0.063 [0.048-0.08],2.390e-10,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
AUD,259,0.061 [0.049-0.07],5.219e-16,***,"Alcohol use disorder, ICD-based",Mental and behavioural
KRA_PSY_SUBSTANCE,742,0.061 [0.050-0.07],3.650e-24,***,Substance abuse,Mental and behavioural
L12_URTICA_NAS,213,0.061 [0.049-0.07],7.529e-17,***,Other and unspecified urticaria,Skin
