Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.254 [0.228-0.28],2.433e-78,***,Other diseases of the digestive system,Digestive
J10_ACUTEUPPERINFEC,241,0.222 [0.202-0.24],6.425e-96,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
J10_INFLUPNEU,534,0.164 [0.150-0.18],4.022e-118,***,Influenza and pneumonia,Respiratory
J10_UPPERINFEC,1002,0.146 [0.137-0.15],4.909e-210,***,Acute upper respiratory infections,Respiratory
AB1_OTHER_BACTERIAL,478,0.126 [0.113-0.14],1.361e-71,***,Other bacterial diseases,Infectious and parasitic
M13_ENTESOPATHYOTH,48,0.120 [0.100-0.14],9.092e-27,***,Other enthesopathies,Musculoskeletal
N14_URETHRAOTH,610,0.088 [0.080-0.10],2.010e-83,***,Other disorders of urethra and urinary system,Genitourinary
L12_ABSCESS_CUT,66,0.088 [0.073-0.10],2.717e-28,***,"Cutaneous abscess, furuncle and carbuncle",Skin
CD2_BENIGN_TRANSVERSE_COLON,6,0.082 [0.055-0.11],8.178e-04,***,Benign neoplasm: Transverse colon,Neoplasms
H8_EXTERNAL,828,0.081 [0.076-0.09],2.829e-261,***,Diseases of external ear,Ear and mastoid
N14_MALEGEN,1375,0.071 [0.066-0.08],1.938e-182,***,Diseases of male genital organs,Genitourinary
J10_UPPERDIS,4085,0.066 [0.060-0.07],9.574e-109,***,Other diseases of upper respiratory tract,Respiratory
ASTHMA_NAS,3913,0.060 [0.056-0.06],2.185e-160,***,"Asthma, unspecified (mode)",Respiratory
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.060 [0.055-0.06],3.178e-152,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
M13_LOWBACKPAIN,1988,0.055 [0.051-0.06],5.957e-107,***,Low back pain,Musculoskeletal
L12_DISORDSKINAPPENDIX,424,0.055 [0.046-0.06],1.484e-30,***,Disorders of skin appendages,Skin
KRA_PSY_ANXIETY,740,0.054 [0.045-0.06],6.170e-27,***,Anxiety disorders,Mental and behavioural
KRA_PSY_ANYMENTAL,2504,0.054 [0.049-0.06],6.164e-88,***,Any mental disorder,Mental and behavioural
K11_FISTULA,485,0.051 [0.047-0.06],2.780e-106,***,Colonic or urogenital fistula,Digestive
K11_CHRONGASTR,210,0.047 [0.037-0.06],6.407e-17,***,Chronic gastritis,Digestive
K11_HAEMORR,329,0.046 [0.037-0.06],7.341e-18,***,Haemorrhoids and perianal venous thrombosis,Digestive
M13_THORACISPINEPAIN,151,0.045 [0.036-0.05],6.879e-18,***,Pain in thoracic spine,Musculoskeletal
H8_EXTOTITIS,1164,0.044 [0.041-0.05],3.191e-119,***,Otitis externa,Ear and mastoid
J10_PLEURA,140,0.042 [0.029-0.05],1.547e-05,***,Other diseases of pleura,Respiratory
CD2_LYMPHOID_LEUKAEMIA,767,0.041 [0.038-0.04],2.263e-211,***,Lymphoid leukaemia,Neoplasms
L12_INFECT_SKIN,518,0.040 [0.029-0.05],3.627e-06,***,Infections of the skin and subcutaneous tissue,Skin
