Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.536 [0.512-0.56],1.000e-315,***,Other diseases of the digestive system,Digestive
N14_CYSTITIS,693,0.534 [0.499-0.57],5.708e-198,***,Cystitis,Genitourinary
MEMLOSS,48,0.454 [0.346-0.56],4.133e-11,***,Memory loss,Mental and behavioural
E4_LIPOPROTNAS,242,0.391 [0.321-0.46],9.029e-23,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.380 [0.345-0.41],1.207e-94,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
N14_URINOTH,1485,0.348 [0.319-0.38],5.242e-123,***,Other diseases of urinary system,Genitourinary
E4_FH,518,0.314 [0.274-0.35],3.303e-47,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.292 [0.268-0.32],6.569e-115,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.277 [0.220-0.33],1.375e-16,***,Status post-ami,Circulatory
VD_U,43,0.276 [0.214-0.34],5.825e-13,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.273 [0.201-0.35],3.587e-08,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.239 [0.191-0.29],6.394e-17,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.228 [0.222-0.23],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
F5_VASCDEM,107,0.214 [0.162-0.27],3.561e-10,***,Vascular dementia,Mental and behavioural
E4_LIPOPROT,7076,0.209 [0.193-0.23],1.053e-132,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.173 [0.154-0.19],1.037e-62,***,Any mental disorder,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.145 [0.141-0.15],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
AD_AM,451,0.114 [0.095-0.13],2.300e-28,***,Alzheimer disease (Atypical or mixed),Nervous
K11_HAEMORR,329,0.104 [0.084-0.12],7.933e-18,***,Haemorrhoids and perianal venous thrombosis,Digestive
I9_UAP,1483,0.104 [0.084-0.12],3.218e-20,***,Unstable angina pectoris,Circulatory
NEURODEGOTH,4178,0.098 [0.092-0.10],4.957e-176,***,Other degenerative diseases of the nervous system,Nervous
N14_MALEGEN,1375,0.097 [0.089-0.10],6.983e-137,***,Diseases of male genital organs,Genitourinary
F5_DEMENTIA,3309,0.095 [0.087-0.10],7.419e-103,***,Dementia,Mental and behavioural
KRA_PSY_DEMENTIA,2863,0.092 [0.083-0.10],4.144e-83,***,Any dementia,Mental and behavioural
E4_HYPERLIPMIX,365,0.091 [0.070-0.11],6.666e-12,***,Mixed hyperlipidaemia,Endocrine and metabolic
N14_CHRONEPHROPATH,18,0.091 [0.080-0.10],1.687e-55,***,Chronic nephritic syndrome,Genitourinary
G6_NEURODEGENERATIVE,4070,0.090 [0.083-0.10],9.327e-140,***,Unspecific neurodegenerative disorder,Nervous
G6_ALZHEIMER,2982,0.076 [0.069-0.08],4.395e-88,***,Alzheimer disease,Nervous
K11_INTESTOTH,398,0.074 [0.060-0.09],2.728e-20,***,Other diseases of intestines,Digestive
H7_CHALAZION,671,0.071 [0.068-0.07],1.000e-315,***,Chalazion,Eye and adnexa
F5_ALZHDEMENT,2076,0.071 [0.063-0.08],1.504e-63,***,Dementia in Alzheimer disease,Mental and behavioural
AUD,259,0.069 [0.059-0.08],7.433e-36,***,"Alcohol use disorder, ICD-based",Mental and behavioural
N14_FEMALEINFERT,80,0.068 [0.053-0.08],9.960e-14,***,Female infertility,Genitourinary
M13_HALLUXVALGUS,3980,0.067 [0.061-0.07],4.391e-140,***,Hallux valgus (acquired),Musculoskeletal
K11_FISTULA,485,0.066 [0.061-0.07],3.113e-143,***,Colonic or urogenital fistula,Digestive
J10_SEPTDEV,498,0.058 [0.048-0.07],7.705e-25,***,Deviated nasal septum,Respiratory
J10_PLEURPLAGUE,310,0.055 [0.052-0.06],3.476e-302,***,Pleural plaque,Respiratory
CD2_BENIGN_THYROID,151,0.054 [0.051-0.06],1.000e-315,***,Benign neoplasm of thyroid gland,Neoplasms
M13_HAMMERTOE,331,0.053 [0.039-0.07],1.063e-07,***,Other hammer toe(s) (acquired),Musculoskeletal
I9_IHD,7725,0.053 [0.043-0.06],1.780e-18,***,"Ischaemic heart disease, wide definition",Circulatory
L12_ROSACEANAS,82,0.052 [0.043-0.06],1.022e-25,***,Other and unspecified rosacea,Skin
N14_PROSTHYPERPLA,3795,0.051 [0.048-0.05],8.469e-200,***,Hyperplasia of prostate,Genitourinary
N14_FIOTHNAS,100,0.050 [0.038-0.06],4.753e-11,***,"Female infertility, cervical, vaginal, other or unspecified origin",Genitourinary
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.048 [0.043-0.05],1.870e-85,***,Melanocytic naevi of trunk,Neoplasms
I9_CORATHER,8695,0.048 [0.040-0.06],3.170e-26,***,Coronary atherosclerosis,Circulatory
J10_INFLUPNEU,534,0.047 [0.034-0.06],3.026e-07,***,Influenza and pneumonia,Respiratory
I9_ANGINA,5810,0.045 [0.035-0.05],1.043e-14,***,Angina pectoris,Circulatory
CD2_BENIGN_COLORECANI,1443,0.044 [0.036-0.05],2.441e-20,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
I9_CHD,6392,0.043 [0.034-0.05],4.097e-13,***,Major coronary heart disease event,Circulatory
F5_DEPRESSIO,2165,0.043 [0.037-0.05],5.820e-33,***,Depression,Mental and behavioural
K11_DISORD_TEETH,111,0.041 [0.030-0.05],9.255e-08,***,Other disorders of teeth and supporting structures,Digestive
I9_HEARTFAIL,682,0.040 [0.031-0.05],3.480e-14,***,"Heart failure, strict",Circulatory
CD2_BENIGN_OVARY,144,0.039 [0.030-0.05],2.665e-13,***,Benign neoplasm of ovary,Neoplasms
J10_PLEURA,140,0.037 [0.025-0.05],2.127e-04,***,Other diseases of pleura,Respiratory
CD2_FOLLICULAR_LYMPHOMA,5808,0.036 [0.034-0.04],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
K11_HERNIA,6152,0.035 [0.032-0.04],1.379e-110,***,Hernia,Digestive
CD2_BENIGN_MELANOCYTIC,521,0.033 [0.027-0.04],3.740e-19,***,Melanocytic naevi,Neoplasms
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.033 [0.026-0.04],6.651e-13,***,Non-follicular lymphoma,Neoplasms
CD2_BENIGN_OTHERDIGESTIVE,74,0.032 [0.021-0.04],0.002,**,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
H7_STENOLACRI,62,0.032 [0.025-0.04],5.085e-13,***,Stenosis and insufficiency of lacrimal passages,Eye and adnexa
N14_PHIMOSIS,4306,0.031 [0.028-0.03],5.539e-158,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
COPD_EARLY,512,0.030 [0.027-0.03],2.390e-98,***,Early onset COPD,Respiratory
M13_POLYARTHRITIS,1672,0.030 [0.027-0.03],3.050e-92,***,"Polyarthritis, unspecified",Musculoskeletal
O15_PRE_OR_ECLAMPSIA,259,0.030 [0.019-0.04],0.015,*,Pre-eclampsia or eclampsia,Pregnancy
E4_HYPERPIT,147,0.029 [0.025-0.03],1.390e-34,***,Hyperfunction of pituitary gland,Endocrine and metabolic
K11_GULC,244,0.027 [0.020-0.03],1.440e-11,***,Gastric ulcer,Digestive
K11_OTHANRECT,204,0.026 [0.017-0.04],0.015,*,Other diseases of anus and rectum,Digestive
J10_EMPHYSEMA,365,0.025 [0.023-0.03],4.717e-78,***,Emphysema,Respiratory
C3_BRONCHUS_LUNG,573,0.023 [0.020-0.03],1.689e-42,***,Malignant neoplasm of bronchus and lung,Neoplasms
CD2_INSITU_BLADDER,34,0.023 [0.017-0.03],1.109e-09,***,"Carcinoma in situ, bladder",Neoplasms
I9_VASCINT,15,0.022 [0.014-0.03],0.008,**,Vascular diseases of the intestine,Circulatory
C3_LUNG_NONSMALL,527,0.022 [0.019-0.03],7.483e-46,***,Non-small cell lung cancer,Neoplasms
N14_OVARYCYST,986,0.022 [0.018-0.03],1.060e-16,***,Ovarian cyst,Genitourinary
C3_ANUS_ANALCANAL,76,0.022 [0.018-0.03],7.785e-30,***,Malignant neoplasm of anus and anal canal,Neoplasms
J10_CHRONTONSADEN,5827,0.021 [0.017-0.03],7.614e-13,***,Chronic diseases of tonsils and adenoids,Respiratory
O15_GESTAT_HYPERT,476,0.021 [0.014-0.03],3.493e-04,***,Gestational [pregnancy-induced] hypertension,Pregnancy
F5_PTSD,319,0.020 [0.015-0.03],1.351e-07,***,Post-traumatic stress disorder,Mental and behavioural
N14_OTHPENIS,232,0.020 [0.015-0.03],1.460e-08,***,Other disorders of penis,Genitourinary
G6_OTHDEMYEL,3560,0.020 [0.018-0.02],1.374e-115,***,Other demyelinating diseases of the central nervous system,Nervous
K11_HERING,7337,0.019 [0.016-0.02],8.309e-52,***,Inguinal hernia,Digestive
C3_THYROID_GLAND,1116,0.018 [0.016-0.02],2.703e-72,***,Malignant neoplasm of thyroid gland,Neoplasms
H8_NONSUPPNAS,1145,0.018 [0.013-0.02],1.322e-07,***,Nonsuppurative otitis media,Ear and mastoid
C3_OTHER_SKIN,9911,0.018 [0.015-0.02],4.058e-27,***,Other malignant neoplasms of skin (=non-melanoma skin cancer),Neoplasms
H7_OPTNERVE,2671,0.017 [0.012-0.02],3.225e-06,***,Disorders of optic nerve and visual pathways,Eye and adnexa
K11_DIAHER,628,0.017 [0.013-0.02],4.907e-11,***,Diaphragmatic hernia,Digestive
H7_GLAUCNAS,69,0.016 [0.010-0.02],0.011,*,Other and unspecified glaucoma,Eye and adnexa
G6_MYONEU,229,0.015 [0.012-0.02],7.242e-14,***,Diseases of the myoneural junction and muscle,Nervous
C3_BASAL_CELL_CARCINOMA,10907,0.015 [0.012-0.02],7.393e-24,***,Basal cell carcinoma,Neoplasms
M13_POLYMYALGIA,4532,0.014 [0.011-0.02],6.625e-17,***,Polymyalgia rheumatica,Musculoskeletal
M13_FOREIGNBODY,77,0.014 [0.009-0.02],2.978e-04,***,Residual foreign body in soft tissue,Musculoskeletal
N14_CALCUKIDUR,1321,0.013 [0.010-0.02],1.325e-07,***,Calculus of kidney and ureter,Genitourinary
I9_PVT,43,0.013 [0.008-0.02],0.042,*,Portal vein thrombosis,Circulatory
CD2_BENIGN_LEIOMYOMA_UTERI,9079,0.013 [0.011-0.01],1.227e-41,***,Leiomyoma of uterus,Neoplasms
AMN2,162,0.012 [0.008-0.02],0.007,**,Transient global amnesia,Nervous
CD2_BENIGN_ADRENAL,332,0.012 [0.009-0.01],7.703e-14,***,Benign neoplasm: Adrenal gland,Neoplasms
M13_SYSTSLCE,1075,0.011 [0.008-0.01],1.427e-09,***,Systemic sclerosis,Musculoskeletal
E4_LACTONAS,2420,0.011 [0.010-0.01],1.736e-161,***,"Lactose intolerance, other/unspecified",Endocrine and metabolic
L12_PAPULOSQUAMOUS,16405,0.011 [0.009-0.01],3.308e-37,***,Papulosquamous disorders,Skin
L12_FOLLICULARCYST,349,0.011 [0.007-0.01],0.009,**,Follicular cysts of skin and subcutaneous tissue,Skin
M13_GOUT,3183,0.010 [0.008-0.01],5.492e-10,***,Gout,Musculoskeletal
L12_LICHENSIMPLEX,206,0.010 [0.007-0.01],3.417e-06,***,Lichen simplex chronicus,Skin
CD2_BENIGN_MENINGES,586,0.010 [0.007-0.01],0.003,**,Benign neoplasm of meninges,Neoplasms
GOUT_IDIO,1453,0.009 [0.008-0.01],5.778e-26,***,Idiopathic gout,Musculoskeletal
O15_LABOUR_UMBILICAL,119,0.009 [0.006-0.01],0.016,*,Labour and delivery complicated by umbilical cord complications,Pregnancy
H7_IRIDONAS,4666,0.008 [0.007-0.01],5.581e-33,***,Other and unspecified iridocyclitis,Eye and adnexa
G6_RLS,898,0.006 [0.005-0.01],3.627e-07,***,Restless leg syndrome,Nervous
O15_MATERN_HYPERT_UNS,90,0.006 [0.004-0.01],0.031,*,Unspecified maternal hypertension,Pregnancy
N14_ENDOMETRIOSIS_OVARY,2678,0.005 [0.004-0.01],3.336e-08,***,Endometriosis of ovary,Genitourinary
H7_ENTROPION,903,0.005 [0.003-0.01],0.003,**,Entropion and trichiasis of eyelid,Eye and adnexa
L12_PSORI_NAS,8866,0.004 [0.003-0.00],5.781e-09,***,Other and unspecified psoriasis,Skin
I9_CARDMYOHYP,293,-0.002 [-0.003--0.00],9.921e-05,***,"Cardiomyopathy, Hypertrophic obstructive",Circulatory
I9_HYPERTROCARDMYOP,483,-0.002 [-0.003--0.00],4.191e-10,***,Hypertrophic cardiomyopathy,Circulatory
E4_IRON_MET,3833,-0.003 [-0.003--0.00],9.797e-25,***,Disorders of iron metabolism,Endocrine and metabolic
M13_ANKYLOSPON,29005,-0.003 [-0.004--0.00],2.205e-69,***,Ankylosing spondylitis,Musculoskeletal
H7_IRIDOCYCLITIS,22983,-0.004 [-0.004--0.00],1.320e-14,***,Iridocyclitis,Eye and adnexa
D3_COAGDEFNAS,3630,-0.004 [-0.004--0.00],7.081e-21,***,Other and unspecified coagulation defects,Blood and immune
H8_OTOSCLE,2888,-0.004 [-0.005--0.00],1.085e-10,***,Otosclerosis,Ear and mastoid
M13_FIBROBLASTIC,2687,-0.005 [-0.006--0.00],0.008,**,Fibroblastic disorders,Musculoskeletal
M13_SPONDYLINFLAMNAS,14599,-0.005 [-0.005--0.00],6.619e-52,***,Other specified/unspecified inflammatory spondylopathies,Musculoskeletal
L12_LICHENSCLERATROPH,5062,-0.005 [-0.007--0.00],0.001,**,Lichen sclerosus et atrophicus,Skin
SPONDYLOARTHRITIS,25038,-0.005 [-0.006--0.00],3.415e-64,***,Spondyloarthritis,Musculoskeletal
DRY_AMD,4885,-0.005 [-0.007--0.00],2.618e-06,***,Dry age-related macular degeneration (includes geographic atrophy),Eye and adnexa
E4_GOITREMULTINOD,6287,-0.006 [-0.007--0.00],5.091e-31,***,Nontoxic multinodular goitre,Endocrine and metabolic
M13_GIANTCELL,1909,-0.006 [-0.008--0.00],8.794e-06,***,Giant cell arteritis,Musculoskeletal
CHIRBIL_PRIM,2402,-0.007 [-0.008--0.01],9.346e-12,***,Primary biliary cholangitis (PBC),Digestive
CHRONNAS,1420,-0.007 [-0.010--0.00],0.002,**,Crohn's disease NAS,Digestive
POLYCYTVERA,838,-0.008 [-0.008--0.01],6.523e-172,***,Polycythaemia vera,Neoplasms
E4_GOITRENAS,1714,-0.008 [-0.009--0.01],5.281e-24,***,Other and/or unspecified nontoxic goitre,Endocrine and metabolic
M13_POLYARTHROPATHIES,18752,-0.008 [-0.010--0.01],1.995e-08,***,Polyarthropathies,Musculoskeletal
CHRONOTH,1965,-0.008 [-0.010--0.01],5.593e-06,***,Other Crohn's disease,Digestive
M13_CALCIFICTEND,177,-0.008 [-0.011--0.01],0.029,*,Calcific tendinitis of shoulder,Musculoskeletal
I9_AF,9821,-0.009 [-0.011--0.01],1.304e-17,***,Atrial fibrillation and flutter,Circulatory
N14_GLOMEINOTH,5455,-0.009 [-0.011--0.01],6.104e-18,***,Glomerular disorders in diseases classified elsewhere,Genitourinary
M13_EARLY_LUMBAR_PROLAPSE,506,-0.009 [-0.011--0.01],4.457e-08,***,"Early lumbar disc prolapse, operated",Musculoskeletal
H7_SCLERACORNEA,15425,-0.009 [-0.011--0.01],2.360e-15,***,"Disorders of sclera, cornea, iris and ciliary body",Eye and adnexa
E4_THYROIDNASOTH,177,-0.009 [-0.011--0.01],5.253e-15,***,"Disorder of thyroid, unspecified",Endocrine and metabolic
K11_COELIAC,42111,-0.010 [-0.011--0.01],1.000e-315,***,Coeliac disease,Digestive
