Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.431 [0.393-0.47],1.312e-104,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
AB1_OTHER_BACTERIAL,478,0.356 [0.336-0.38],2.961e-262,***,Other bacterial diseases,Infectious and parasitic
J10_UPPERINFEC,1002,0.341 [0.324-0.36],1.000e-315,***,Acute upper respiratory infections,Respiratory
J10_INFLUPNEU,534,0.330 [0.301-0.36],6.572e-108,***,Influenza and pneumonia,Respiratory
O15_DELIV_CAESAR,82,0.225 [0.212-0.24],2.398e-250,***,Single delivery by caesarean section,Pregnancy
M13_OSTEOCHONDRO,166,0.201 [0.169-0.23],9.311e-30,***,Osteopathies and chondropathies,Musculoskeletal
O15_MATERN_CARE_OTHER,240,0.200 [0.190-0.21],1.000e-315,***,Maternal care for other known or suspected fetal problems,Pregnancy
O15_MATERN_CARE_PELVIC_ABNORM,86,0.199 [0.182-0.21],1.214e-121,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
N14_MALEGEN,1375,0.190 [0.181-0.20],1.000e-315,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.190 [0.178-0.20],3.336e-231,***,Any mental disorder,Mental and behavioural
H8_EXTERNAL,828,0.189 [0.184-0.20],1.000e-315,***,Diseases of external ear,Ear and mastoid
J10_UPPERDIS,4085,0.163 [0.153-0.17],1.146e-217,***,Other diseases of upper respiratory tract,Respiratory
H7_VITRBODYGLOBE,276,0.157 [0.140-0.17],3.043e-69,***,Disorders of vitreous body,Eye and adnexa
CD2_BENIGN_COLON_NOS,212,0.154 [0.115-0.19],2.304e-09,***,"Benign neoplasm: Colon, unspecified",Neoplasms
L12_INFECT_SKIN,518,0.145 [0.125-0.16],1.606e-42,***,Infections of the skin and subcutaneous tissue,Skin
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.135 [0.127-0.14],9.387e-243,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
M13_SYNOTEND,1267,0.132 [0.119-0.14],2.226e-89,***,Disorders of synovium and tendon,Musculoskeletal
N14_URETHRAOTH,610,0.130 [0.122-0.14],9.674e-263,***,Other disorders of urethra and urinary system,Genitourinary
N14_URINOTH,1485,0.118 [0.109-0.13],8.249e-123,***,Other diseases of urinary system,Genitourinary
O15_PRETERM,17,0.114 [0.092-0.14],7.137e-20,***,Preterm labour and delivery,Pregnancy
ASTHMA_NAS,3913,0.112 [0.107-0.12],1.000e-315,***,"Asthma, unspecified (mode)",Respiratory
H8_EXTOTITIS,1164,0.112 [0.106-0.12],3.373e-302,***,Otitis externa,Ear and mastoid
N14_PROSTHYPERPLA,3795,0.108 [0.104-0.11],1.000e-315,***,Hyperplasia of prostate,Genitourinary
