Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.559 [0.540-0.58],1.000e-315,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.328 [0.305-0.35],4.863e-159,***,Other diseases of urinary system,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.294 [0.279-0.31],1.000e-315,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.289 [0.275-0.30],1.000e-315,***,Diseases of male genital organs,Genitourinary
K11_OTHDISDIG,25,0.274 [0.241-0.31],2.108e-53,***,Other diseases of the digestive system,Digestive
E4_HYPERLIPMIX,365,0.233 [0.199-0.27],4.132e-36,***,Mixed hyperlipidaemia,Endocrine and metabolic
AB1_BACT_INTEST_OTH,357,0.179 [0.172-0.19],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
N14_PROSTHYPERPLA,3795,0.158 [0.152-0.16],1.000e-315,***,Hyperplasia of prostate,Genitourinary
G6_DEGENOTH,14,0.156 [0.118-0.19],3.809e-10,***,Other and unspecified degenerative diseases of nervous system,Nervous
J10_ACUTEUPPERINFEC,241,0.148 [0.112-0.18],1.120e-10,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
H7_CHALAZION,671,0.143 [0.137-0.15],1.000e-315,***,Chalazion,Eye and adnexa
J10_INFLUPNEU,534,0.134 [0.119-0.15],3.451e-60,***,Influenza and pneumonia,Respiratory
F5_DEPRESSIO,2165,0.127 [0.118-0.14],6.760e-145,***,Depression,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.126 [0.123-0.13],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
MEMLOSS,48,0.118 [0.076-0.16],0.008,**,Memory loss,Mental and behavioural
K11_INTESTOTH,398,0.115 [0.098-0.13],1.057e-36,***,Other diseases of intestines,Digestive
M13_HAMMERTOE,331,0.107 [0.088-0.13],5.831e-22,***,Other hammer toe(s) (acquired),Musculoskeletal
J10_UPPERINFEC,1002,0.103 [0.085-0.12],1.202e-22,***,Acute upper respiratory infections,Respiratory
F5_DELIRIUM,173,0.103 [0.088-0.12],3.724e-39,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
VD_U,43,0.097 [0.078-0.12],8.342e-18,***,Vascular dementia (undefined),Mental and behavioural
N14_CHRONEPHROPATH,18,0.090 [0.078-0.10],4.484e-50,***,Chronic nephritic syndrome,Genitourinary
F5_MENTORG,85,0.087 [0.055-0.12],0.025,*,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
M13_SOFTTISSUEOTH,600,0.078 [0.052-0.10],4.990e-04,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
K11_FISTULA,485,0.077 [0.073-0.08],1.201e-259,***,Colonic or urogenital fistula,Digestive
N14_MENSIRREG,59,0.076 [0.059-0.09],7.591e-13,***,Irregular menses,Genitourinary
J10_SEPTDEV,498,0.076 [0.059-0.09],2.815e-14,***,Deviated nasal septum,Respiratory
M13_HALLUXVALGUS,3980,0.071 [0.065-0.08],7.900e-142,***,Hallux valgus (acquired),Musculoskeletal
O15_PREG_OTHER_MAT_DISORD,1961,0.070 [0.061-0.08],3.924e-45,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
N14_OVARYCYST,986,0.070 [0.065-0.08],4.448e-153,***,Ovarian cyst,Genitourinary
H7_PARASTRAB,7,0.070 [0.049-0.09],6.407e-06,***,Paralytic strabismus,Eye and adnexa
F5_VASCDEM,107,0.069 [0.048-0.09],3.114e-05,***,Vascular dementia,Mental and behavioural
M13_SYNOTEND,1267,0.066 [0.057-0.07],4.342e-44,***,Disorders of synovium and tendon,Musculoskeletal
J10_CHRONTONSADEN,5828,0.065 [0.060-0.07],4.468e-179,***,Chronic diseases of tonsils and adenoids,Respiratory
M13_RADICULOPATHY,15,0.064 [0.042-0.09],0.004,**,Radiculopathy,Musculoskeletal
I9_HEARTFAIL,682,0.064 [0.054-0.07],1.391e-32,***,"Heart failure, strict",Circulatory
J10_PLEURA,140,0.063 [0.051-0.08],3.733e-18,***,Other diseases of pleura,Respiratory
H8_NONSUPPNAS,1145,0.063 [0.058-0.07],1.516e-135,***,Nonsuppurative otitis media,Ear and mastoid
L12_DISORDSKINAPPENDIX,424,0.063 [0.048-0.08],4.661e-11,***,Disorders of skin appendages,Skin
N14_MENORRHAGIA,717,0.061 [0.052-0.07],1.561e-34,***,Menorrhagia,Genitourinary
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.058 [0.053-0.06],4.007e-109,***,Melanocytic naevi of trunk,Neoplasms
L12_INFECT_SKIN,518,0.058 [0.041-0.07],6.013e-06,***,Infections of the skin and subcutaneous tissue,Skin
N14_FEMALEINFERT,80,0.057 [0.042-0.07],7.093e-08,***,Female infertility,Genitourinary
J10_PLEURPLAGUE,310,0.057 [0.054-0.06],1.000e-315,***,Pleural plaque,Respiratory
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.056 [0.048-0.06],3.209e-35,***,Viral and other specified intestinal infections,Infectious and parasitic
E4_LIPOPROT,7076,0.056 [0.041-0.07],7.391e-08,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
L12_FOLICULAROTH,12,0.050 [0.035-0.07],9.933e-05,***,Other follicular disorders,Skin
I9_POSTAMI,149,0.047 [0.032-0.06],1.748e-04,***,Status post-ami,Circulatory
K11_HERNIA,6152,0.046 [0.042-0.05],1.194e-81,***,Hernia,Digestive
E4_PCOS_CONCORTIUM,205,0.046 [0.031-0.06],4.120e-04,***,"Polycystic ovarian syndrome, consortium definition",Endocrine and metabolic
H8_EXTERNAL,828,0.045 [0.039-0.05],7.279e-49,***,Diseases of external ear,Ear and mastoid
N14_ORHCEPINDIDYMITIS,99,0.045 [0.031-0.06],1.354e-05,***,Orchitis and epididymitis,Genitourinary
N14_BENIGNMAMDYSP,134,0.043 [0.034-0.05],2.231e-17,***,Benign mammary dysplasia,Genitourinary
COPD_EARLY,512,0.041 [0.038-0.04],7.247e-122,***,Early onset COPD,Respiratory
M13_MYALGIA,253,0.040 [0.033-0.05],3.313e-22,***,Myalgia,Musculoskeletal
CD2_BENIGN_MELANOCYTIC,521,0.039 [0.029-0.05],9.407e-09,***,Melanocytic naevi,Neoplasms
M13_SCIATICA,658,0.038 [0.024-0.05],0.011,*,Sciatica+with lumbago,Musculoskeletal
CD2_BENIGN_OTHERDIGESTIVE,74,0.037 [0.025-0.05],4.120e-05,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
O15_LABOUR_MALPOS,202,0.035 [0.025-0.04],1.031e-06,***,Obstructed labour due to malposition and malpresentation of fetus,Pregnancy
J10_UPPERDIS,4085,0.035 [0.026-0.04],3.833e-09,***,Other diseases of upper respiratory tract,Respiratory
N14_OTHNONINFUTER,645,0.034 [0.031-0.04],1.160e-75,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
J10_EMPHYSEMA,365,0.034 [0.031-0.04],1.242e-98,***,Emphysema,Respiratory
I9_OTHARR,798,0.034 [0.027-0.04],1.068e-16,***,Other arrhythmias,Circulatory
I9_IHD,7725,0.033 [0.024-0.04],2.955e-08,***,"Ischaemic heart disease, wide definition",Circulatory
J10_PNEUMOTHORAX,46,0.033 [0.024-0.04],5.723e-08,***,Pneumothorax,Respiratory
I9_AORTANEUR,1277,0.032 [0.029-0.04],3.569e-69,***,Aortic aneurysm,Circulatory
C3_BRONCHUS_LUNG,573,0.032 [0.029-0.04],1.844e-77,***,Malignant neoplasm of bronchus and lung,Neoplasms
N14_NEUROMUSCDYSBLADD,98,0.032 [0.020-0.04],0.031,*,Neuromuscular dysfunction of bladder,Genitourinary
N14_BREAST,659,0.031 [0.025-0.04],1.295e-17,***,Disorders of breast,Genitourinary
AD_AM,451,0.031 [0.024-0.04],2.018e-11,***,Alzheimer disease (Atypical or mixed),Nervous
NEURODEGOTH,4178,0.031 [0.027-0.03],1.612e-48,***,Other degenerative diseases of the nervous system,Nervous
