Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_RENALTUB,449,0.394 [0.381-0.41],1.000e-315,***,Renal tubulo-interstitial diseases,Genitourinary
E4_LIPOPROTNAS,242,0.330 [0.282-0.38],2.636e-35,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
K11_OESSTODUO,43,0.299 [0.238-0.36],1.521e-16,***,"Diseases of oesophagus, stomach and duodenum",Digestive
E4_HYPERLIPNAS,1251,0.241 [0.217-0.27],8.994e-79,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
M13_SOFTTISSUE,1904,0.234 [0.217-0.25],4.092e-167,***,Soft tissue disorders,Musculoskeletal
K11_FUNCDYSP,169,0.216 [0.209-0.22],1.000e-315,***,Functional dyspepsia,Digestive
K11_CHRONGASTR,210,0.211 [0.202-0.22],1.000e-315,***,Chronic gastritis,Digestive
E4_FH,518,0.182 [0.152-0.21],2.147e-26,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.182 [0.164-0.20],1.411e-78,***,Metabolic disorders,Endocrine and metabolic
PD_DEMENTIA,12,0.171 [0.111-0.23],0.004,**,Dementia due to Parkinson's disease,Mental and behavioural
G6_MIGRAINE_WITH_AURA,143,0.170 [0.157-0.18],1.615e-149,***,Migraine with aura,Nervous
JOINTPAIN,1595,0.166 [0.156-0.18],5.324e-214,***,Pain in joint,Musculoskeletal
M13_MUSCLE,168,0.158 [0.154-0.16],1.000e-315,***,Disorders of muscles,Musculoskeletal
L12_DERMATITISNAS,2477,0.138 [0.132-0.14],1.000e-315,***,Dermatitis,Skin
K11_OTHENTERCOL,751,0.135 [0.126-0.14],5.632e-195,***,Other noninfective gastroenteritis and colitis,Digestive
D3_AGRANULOCYTOSIS,347,0.134 [0.131-0.14],1.000e-315,***,Agranulocytosis,Blood and immune
I9_POSTAMI,149,0.127 [0.090-0.17],1.064e-05,***,Status post-ami,Circulatory
G6_NERPLEX,2804,0.120 [0.110-0.13],4.161e-122,***,"Nerve, nerve root and plexus disorders",Nervous
O15_ABORT_MEDICAL,68,0.116 [0.091-0.14],1.797e-14,***,Medical abortion,Pregnancy
H7_LACRIMALSYSTEM,110,0.113 [0.088-0.14],1.160e-13,***,Disorders of lacrimal system,Eye and adnexa
M13_LOWBACKPAIN,1988,0.110 [0.103-0.12],1.636e-201,***,Low back pain,Musculoskeletal
M13_DORSOPATHYOTH,5393,0.108 [0.101-0.11],9.237e-236,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
E4_LIPOPROT,7076,0.103 [0.092-0.11],4.221e-64,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
K11_OTHDISDIG,25,0.100 [0.076-0.12],1.426e-10,***,Other diseases of the digestive system,Digestive
L12_URTICA_NAS,213,0.099 [0.085-0.11],9.222e-40,***,Other and unspecified urticaria,Skin
N14_URETHRAOTH,610,0.099 [0.091-0.11],4.471e-115,***,Other disorders of urethra and urinary system,Genitourinary
CD2_BENIGN_PAROTID,171,0.096 [0.090-0.10],7.248e-208,***,Benign neoplasm: Parotid gland,Neoplasms
AB1_GASTROENTERITIS_NOS,923,0.093 [0.076-0.11],3.094e-21,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
M13_DORSALGIANAS,1009,0.093 [0.085-0.10],2.410e-113,***,Other/unspecified dorsalgia,Musculoskeletal
K11_OTHINFLIV,466,0.093 [0.091-0.10],1.000e-315,***,Other inflammatory liver diseases,Digestive
J10_ACUTEUPPERINFEC,241,0.090 [0.077-0.10],2.994e-37,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
L12_OTHERSKINSUBCUTIS,3364,0.090 [0.083-0.10],9.067e-144,***,Other disorders of skin and subcutaneous tissue,Skin
L12_OTHERCONTACT,39,0.088 [0.065-0.11],2.739e-08,***,Other contact dermatitis,Skin
M13_INTERVERTEB,3685,0.083 [0.077-0.09],4.182e-133,***,Other intervertebral disc disorders,Musculoskeletal
I9_ATHSCLE,3616,0.081 [0.077-0.09],6.602e-261,***,"Atherosclerosis, excluding cerebral and coronary sclerosis",Circulatory
O15_PRETERM,17,0.081 [0.057-0.11],1.410e-05,***,Preterm labour and delivery,Pregnancy
AB1_SEXUAL_TRANSMISSION,7171,0.081 [0.079-0.08],1.000e-315,***,Infections with a predominantly sexual mode of transmission,Infectious and parasitic
K11_CHOLANGI,1455,0.076 [0.075-0.08],1.000e-315,***,"Cholangitis (primary sclerosing, PSC)",Digestive
M13_SPONDYLOSIS,854,0.075 [0.065-0.09],7.661e-38,***,Spondylosis,Musculoskeletal
O15_DELIV_CAESAR,82,0.073 [0.057-0.09],7.422e-14,***,Single delivery by caesarean section,Pregnancy
CD2_BENIGN_EAR_RESP,224,0.072 [0.063-0.08],1.121e-48,***,Benign neoplasm of middle ear and respiratory system,Neoplasms
M13_OTHERJOINT,3314,0.071 [0.064-0.08],1.458e-94,***,Other joint disorders,Musculoskeletal
N14_EROSECTROPUT,31,0.071 [0.062-0.08],6.120e-49,***,Erosion and ectropion of cervix uteri,Genitourinary
M13_OSTEOCHONDRO,166,0.069 [0.046-0.09],0.001,**,Osteopathies and chondropathies,Musculoskeletal
CD2_BENIGN_COLON_NOS,212,0.068 [0.044-0.09],0.005,**,"Benign neoplasm: Colon, unspecified",Neoplasms
N14_PYELONEPHR,67,0.068 [0.043-0.09],0.012,*,Acute tubulo-interstitial nephritis,Genitourinary
I9_UAP,1483,0.066 [0.052-0.08],1.524e-14,***,Unstable angina pectoris,Circulatory
L12_GRANULOMATOUSSKIN,404,0.066 [0.064-0.07],1.000e-315,***,Granulomatous disorders of skin and subcutaneous tissue,Skin
N14_FEMGENPAIN,145,0.065 [0.053-0.08],3.509e-20,***,Pain and other conditions associated with female genital organs and menstrual cycle,Genitourinary
