Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.562 [0.539-0.59],1.000e-315,***,Other diseases of the digestive system,Digestive
N14_CYSTITIS,693,0.494 [0.463-0.52],4.679e-216,***,Cystitis,Genitourinary
E4_LIPOPROTNAS,242,0.438 [0.376-0.50],4.094e-38,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.396 [0.364-0.43],9.257e-122,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
MEMLOSS,48,0.379 [0.273-0.49],6.031e-07,***,Memory loss,Mental and behavioural
N14_URINOTH,1485,0.347 [0.323-0.37],7.491e-172,***,Other diseases of urinary system,Genitourinary
E4_FH,518,0.326 [0.290-0.36],9.393e-65,***,Familial hypercholesterolemia,Endocrine and metabolic
I9_POSTAMI,149,0.293 [0.235-0.35],1.091e-17,***,Status post-ami,Circulatory
E4_METABOLIA,4834,0.287 [0.264-0.31],3.156e-124,***,Metabolic disorders,Endocrine and metabolic
AB1_BACT_INTEST_OTH,357,0.242 [0.237-0.25],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
VD_U,43,0.225 [0.166-0.28],3.084e-08,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.220 [0.154-0.29],1.564e-05,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
E4_LIPOPROT,7076,0.214 [0.198-0.23],3.277e-149,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_DELIRIUM,173,0.188 [0.143-0.23],8.049e-11,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
J10_ACUTEUPPERINFEC,241,0.185 [0.148-0.22],7.836e-17,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
KRA_PSY_ANYMENTAL,2504,0.184 [0.167-0.20],1.757e-95,***,Any mental disorder,Mental and behavioural
F5_VASCDEM,107,0.171 [0.122-0.22],1.490e-06,***,Vascular dementia,Mental and behavioural
CD2_BENIGN_COLON_NOS,212,0.153 [0.104-0.20],1.708e-04,***,"Benign neoplasm: Colon, unspecified",Neoplasms
J10_INFLUPNEU,534,0.148 [0.132-0.16],7.305e-69,***,Influenza and pneumonia,Respiratory
C_DIFFICILE_ENTEROCOLITIS,2693,0.141 [0.137-0.14],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
N14_MALEGEN,1375,0.118 [0.110-0.13],2.050e-166,***,Diseases of male genital organs,Genitourinary
I9_UAP,1483,0.113 [0.094-0.13],4.351e-25,***,Unstable angina pectoris,Circulatory
AD_AM,451,0.095 [0.077-0.11],5.711e-22,***,Alzheimer disease (Atypical or mixed),Nervous
N14_CHRONEPHROPATH,18,0.093 [0.082-0.10],5.017e-63,***,Chronic nephritic syndrome,Genitourinary
K11_HAEMORR,329,0.091 [0.070-0.11],8.728e-12,***,Haemorrhoids and perianal venous thrombosis,Digestive
J10_UPPERINFEC,1002,0.091 [0.070-0.11],1.168e-11,***,Acute upper respiratory infections,Respiratory
AUD,259,0.089 [0.078-0.10],1.643e-48,***,"Alcohol use disorder, ICD-based",Mental and behavioural
NEURODEGOTH,4178,0.086 [0.079-0.09],6.112e-148,***,Other degenerative diseases of the nervous system,Nervous
F5_DEMENTIA,3308,0.085 [0.077-0.09],1.507e-92,***,Dementia,Mental and behavioural
KRA_PSY_DEMENTIA,2863,0.082 [0.073-0.09],1.042e-72,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4069,0.081 [0.075-0.09],9.523e-128,***,Unspecific neurodegenerative disorder,Nervous
H7_CHALAZION,671,0.080 [0.074-0.08],1.483e-187,***,Chalazion,Eye and adnexa
CD2_BENIGN_COLORECANI,1443,0.075 [0.061-0.09],5.329e-20,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
M13_HALLUXVALGUS,3980,0.070 [0.065-0.08],9.572e-150,***,Hallux valgus (acquired),Musculoskeletal
G6_ALZHEIMER,2982,0.068 [0.061-0.08],2.341e-79,***,Alzheimer disease,Nervous
N14_PROSTHYPERPLA,3795,0.065 [0.062-0.07],2.816e-282,***,Hyperplasia of prostate,Genitourinary
E4_ENDOGLAND,62,0.065 [0.047-0.08],1.794e-07,***,Disorders of other endocrine glands,Endocrine and metabolic
F5_ALZHDEMENT,2076,0.062 [0.055-0.07],2.074e-54,***,Dementia in Alzheimer disease,Mental and behavioural
K11_INTESTOTH,398,0.062 [0.046-0.08],5.499e-09,***,Other diseases of intestines,Digestive
M13_RADICULOPATHY,15,0.060 [0.039-0.08],0.004,**,Radiculopathy,Musculoskeletal
