Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.440 [0.418-0.46],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.436 [0.398-0.47],2.310e-106,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.299 [0.273-0.33],1.166e-106,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_FH,518,0.241 [0.208-0.27],2.826e-41,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.228 [0.209-0.25],6.212e-112,***,Metabolic disorders,Endocrine and metabolic
G6_MIGRAINE_WITH_AURA,143,0.228 [0.215-0.24],4.121e-244,***,Migraine with aura,Nervous
I9_POSTAMI,149,0.214 [0.171-0.26],1.564e-17,***,Status post-ami,Circulatory
N14_RENALTUB,449,0.189 [0.181-0.20],1.000e-315,***,Renal tubulo-interstitial diseases,Genitourinary
PD_DEMENTIA,12,0.181 [0.116-0.25],0.012,*,Dementia due to Parkinson's disease,Mental and behavioural
K11_OESSTODUO,43,0.180 [0.144-0.22],5.386e-18,***,"Diseases of oesophagus, stomach and duodenum",Digestive
O15_PRETERM,17,0.167 [0.138-0.20],6.541e-25,***,Preterm labour and delivery,Pregnancy
M13_SOFTTISSUE,1904,0.164 [0.153-0.18],6.023e-174,***,Soft tissue disorders,Musculoskeletal
CD2_BENIGN_COLON_NOS,212,0.160 [0.117-0.20],1.394e-07,***,"Benign neoplasm: Colon, unspecified",Neoplasms
E4_LIPOPROT,7076,0.123 [0.110-0.14],2.914e-66,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
I9_UAP,1483,0.116 [0.101-0.13],2.728e-44,***,Unstable angina pectoris,Circulatory
JOINTPAIN,1595,0.113 [0.105-0.12],2.491e-136,***,Pain in joint,Musculoskeletal
G6_NERPLEX,2804,0.107 [0.102-0.11],1.000e-315,***,"Nerve, nerve root and plexus disorders",Nervous
M13_DORSALGIANAS,1009,0.107 [0.099-0.12],1.082e-140,***,Other/unspecified dorsalgia,Musculoskeletal
