Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
AB1_OTHER_BACTERIAL,478,0.342 [0.301-0.38],2.632e-53,***,Other bacterial diseases,Infectious and parasitic
J10_ACUTEUPPERINFEC,241,0.310 [0.289-0.33],3.369e-168,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
J10_UPPERINFEC,1002,0.290 [0.280-0.30],1.000e-315,***,Acute upper respiratory infections,Respiratory
O15_DELIV_CAESAR,82,0.280 [0.265-0.30],4.115e-284,***,Single delivery by caesarean section,Pregnancy
O15_MATERN_CARE_PELVIC_ABNORM,86,0.256 [0.237-0.27],6.663e-153,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
J10_INFLUPNEU,534,0.250 [0.229-0.27],8.495e-118,***,Influenza and pneumonia,Respiratory
M13_OSTEOCHONDRO,166,0.223 [0.194-0.25],3.555e-45,***,Osteopathies and chondropathies,Musculoskeletal
O15_MATERN_CARE_OTHER,240,0.204 [0.193-0.22],3.225e-273,***,Maternal care for other known or suspected fetal problems,Pregnancy
K11_BILIAOTH,6,0.190 [0.161-0.22],1.362e-32,***,Other diseases of biliary tract,Digestive
N14_MALEGEN,1375,0.172 [0.163-0.18],2.856e-293,***,Diseases of male genital organs,Genitourinary
H7_VITRBODYGLOBE,276,0.171 [0.156-0.19],6.894e-106,***,Disorders of vitreous body,Eye and adnexa
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.151 [0.145-0.16],1.000e-315,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
H8_EXTERNAL,828,0.147 [0.142-0.15],1.000e-315,***,Diseases of external ear,Ear and mastoid
J10_UPPERDIS,4085,0.141 [0.133-0.15],1.225e-251,***,Other diseases of upper respiratory tract,Respiratory
L12_INFECT_SKIN,518,0.139 [0.123-0.16],1.549e-59,***,Infections of the skin and subcutaneous tissue,Skin
M13_SCIATICA,658,0.131 [0.119-0.14],1.621e-109,***,Sciatica+with lumbago,Musculoskeletal
G6_POLYOTHUNS,107,0.129 [0.107-0.15],1.514e-24,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
I9_ARTOTH,187,0.129 [0.123-0.14],1.000e-315,***,Other diseases of arteries and capillaries,Circulatory
ASTHMA_NAS,3913,0.127 [0.123-0.13],1.000e-315,***,"Asthma, unspecified (mode)",Respiratory
M13_SYNOTEND,1267,0.125 [0.115-0.14],1.191e-128,***,Disorders of synovium and tendon,Musculoskeletal
KRA_PSY_ANYMENTAL,2504,0.121 [0.100-0.14],5.495e-25,***,Any mental disorder,Mental and behavioural
M13_TENDOSYNOVITISNAS,236,0.118 [0.110-0.13],3.920e-154,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
M13_ROTATORCUFF,66,0.110 [0.079-0.14],1.264e-06,***,Rotator cuff syndrome,Musculoskeletal
N14_PROSTHYPERPLA,3795,0.106 [0.102-0.11],1.000e-315,***,Hyperplasia of prostate,Genitourinary
F5_DEPRESSIO,2165,0.106 [0.099-0.11],2.590e-198,***,Depression,Mental and behavioural
M13_ARTHROSIS_OTH,570,0.102 [0.072-0.13],1.262e-05,***,Other arthrosis,Musculoskeletal
K11_CHRONGASTR,210,0.099 [0.089-0.11],5.693e-92,***,Chronic gastritis,Digestive
O15_PREG_OTHER_MAT_DISORD,1961,0.098 [0.091-0.11],6.183e-144,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
M13_OSTEOPOROSIS,372,0.098 [0.088-0.11],1.087e-77,***,Osteoporosis,Musculoskeletal
K11_PERITONITIS,161,0.088 [0.084-0.09],1.000e-315,***,Acute peritonitis,Digestive
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.087 [0.080-0.09],3.718e-111,***,Viral and other specified intestinal infections,Infectious and parasitic
G6_PARKINSON,2693,0.087 [0.086-0.09],1.000e-315,***,Parkinson's disease,Nervous
L12_CORNSANDCALLOS,491,0.087 [0.084-0.09],1.000e-315,***,Corns and callosities,Skin
F5_ANXIETY,71,0.082 [0.062-0.10],1.251e-10,***,Other anxiety disorders,Mental and behavioural
L12_ABSCESS_CUT,66,0.080 [0.067-0.09],2.155e-24,***,"Cutaneous abscess, furuncle and carbuncle",Skin
H8_EXTOTITIS,1164,0.080 [0.076-0.08],3.141e-259,***,Otitis externa,Ear and mastoid
N14_PYELONEPHR,67,0.080 [0.060-0.10],3.951e-10,***,Acute tubulo-interstitial nephritis,Genitourinary
N14_URETHRAOTH,610,0.075 [0.065-0.08],6.732e-50,***,Other disorders of urethra and urinary system,Genitourinary
J10_CHRONSINUSITIS,3550,0.074 [0.071-0.08],1.000e-315,***,Chronic sinusitis,Respiratory
M13_LIMBPAIN,197,0.073 [0.047-0.10],0.010,*,Pain in limb,Musculoskeletal
L12_DISORDSKINAPPENDIX,424,0.069 [0.053-0.08],8.229e-12,***,Disorders of skin appendages,Skin
H8_HL_PRESBY,136,0.065 [0.059-0.07],1.226e-94,***,Presbycusis,Ear and mastoid
J10_PERITONSABSC,1910,0.063 [0.058-0.07],2.985e-162,***,Peritonsillar abscess,Respiratory
N14_MESNRUIRREG,1548,0.060 [0.051-0.07],2.392e-37,***,"Excessive, frequent and irregular menstruation",Genitourinary
AB1_INTESTINAL_INFECTIONS,954,0.056 [0.039-0.07],8.023e-05,***,Intestinal infectious diseases,Infectious and parasitic
E4_MINERAL_MET,806,0.055 [0.052-0.06],5.073e-204,***,Disorders of mineral metabolism,Endocrine and metabolic
IPF,3405,0.055 [0.054-0.06],1.000e-315,***,Idiopathic pulmonary fibrosis,Respiratory
G6_XTRAPYR,48,0.053 [0.035-0.07],0.003,**,Extrapyramidal and movement disorders,Nervous
