Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_LIPOPROTNAS,242,0.252 [0.229-0.27],2.187e-96,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
CD2_BENIGN_COLON_NOS,212,0.216 [0.165-0.27],1.660e-11,***,"Benign neoplasm: Colon, unspecified",Neoplasms
E4_HYPERLIPNAS,1251,0.181 [0.166-0.20],1.129e-121,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_METABOLIA,4834,0.164 [0.152-0.18],2.174e-168,***,Metabolic disorders,Endocrine and metabolic
E4_FH,518,0.155 [0.139-0.17],2.341e-72,***,Familial hypercholesterolemia,Endocrine and metabolic
MEMLOSS,48,0.145 [0.094-0.20],0.005,**,Memory loss,Mental and behavioural
I9_POSTAMI,149,0.140 [0.113-0.17],1.813e-19,***,Status post-ami,Circulatory
PD_DEMENTIA,12,0.130 [0.090-0.17],9.732e-05,***,Dementia due to Parkinson's disease,Mental and behavioural
E4_LIPOPROT,7076,0.109 [0.100-0.12],1.969e-123,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
G6_MIGRAINE_WITH_AURA,143,0.096 [0.088-0.10],1.876e-107,***,Migraine with aura,Nervous
M13_LIMBPAIN,197,0.095 [0.077-0.11],1.176e-19,***,Pain in limb,Musculoskeletal
CD2_BENIGN_COLORECANI,1443,0.087 [0.072-0.10],1.991e-24,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
M13_ROTATORCUFF,66,0.085 [0.063-0.11],1.393e-08,***,Rotator cuff syndrome,Musculoskeletal
F5_MENTORG,85,0.082 [0.055-0.11],0.001,**,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
VD_U,43,0.082 [0.054-0.11],0.001,**,Vascular dementia (undefined),Mental and behavioural
K11_PANCOTH,29,0.076 [0.066-0.09],7.460e-41,***,Other diseases of pancreas,Digestive
O15_DELIV_CAESAR,82,0.075 [0.063-0.09],3.717e-25,***,Single delivery by caesarean section,Pregnancy
M13_RADICULOPATHY,15,0.073 [0.054-0.09],1.097e-08,***,Radiculopathy,Musculoskeletal
KRA_PSY_ANYMENTAL,2504,0.073 [0.064-0.08],7.243e-54,***,Any mental disorder,Mental and behavioural
M13_OSTEOCHONDRO,166,0.072 [0.061-0.08],3.442e-32,***,Osteopathies and chondropathies,Musculoskeletal
M13_MENISCUSDERANGEMENTS,937,0.068 [0.057-0.08],3.177e-25,***,Meniscus derangement,Musculoskeletal
O15_MATERN_CARE_PELVIC_ABNORM,86,0.067 [0.055-0.08],2.439e-24,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
F5_VASCDEM,107,0.065 [0.044-0.08],1.164e-04,***,Vascular dementia,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.064 [0.059-0.07],3.177e-129,***,Other bacterial intestinal infections,Infectious and parasitic
F5_DELIRIUM,173,0.063 [0.044-0.08],6.153e-05,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
N14_PYELONEPHR,67,0.057 [0.042-0.07],2.088e-07,***,Acute tubulo-interstitial nephritis,Genitourinary
