Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.534 [0.510-0.56],1.000e-315,***,Other diseases of the digestive system,Digestive
MEMLOSS,48,0.478 [0.352-0.60],2.982e-08,***,Memory loss,Mental and behavioural
N14_CYSTITIS,693,0.472 [0.438-0.51],4.444e-161,***,Cystitis,Genitourinary
E4_LIPOPROTNAS,242,0.454 [0.382-0.53],6.418e-30,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.420 [0.384-0.46],1.083e-108,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_FH,518,0.344 [0.303-0.39],6.951e-55,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.320 [0.295-0.34],4.448e-132,***,Metabolic disorders,Endocrine and metabolic
N14_URINOTH,1485,0.318 [0.292-0.34],1.869e-119,***,Other diseases of urinary system,Genitourinary
I9_POSTAMI,149,0.298 [0.237-0.36],3.321e-16,***,Status post-ami,Circulatory
VD_U,43,0.285 [0.214-0.36],1.321e-09,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.284 [0.205-0.36],4.574e-07,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.241 [0.187-0.30],5.301e-13,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
F5_VASCDEM,107,0.222 [0.164-0.28],1.224e-08,***,Vascular dementia,Mental and behavioural
E4_LIPOPROT,7076,0.220 [0.204-0.24],4.234e-144,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
AB1_BACT_INTEST_OTH,357,0.214 [0.208-0.22],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
KRA_PSY_ANYMENTAL,2504,0.135 [0.114-0.16],1.771e-32,***,Any mental disorder,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.133 [0.130-0.14],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
AD_AM,451,0.119 [0.098-0.14],2.026e-24,***,Alzheimer disease (Atypical or mixed),Nervous
I9_UAP,1483,0.118 [0.098-0.14],1.265e-23,***,Unstable angina pectoris,Circulatory
K11_HAEMORR,329,0.109 [0.088-0.13],1.633e-18,***,Haemorrhoids and perianal venous thrombosis,Digestive
K11_OESSTODUO,43,0.109 [0.073-0.14],5.775e-04,***,"Diseases of oesophagus, stomach and duodenum",Digestive
NEURODEGOTH,4178,0.102 [0.095-0.11],8.859e-157,***,Other degenerative diseases of the nervous system,Nervous
F5_DEMENTIA,3309,0.102 [0.092-0.11],3.759e-89,***,Dementia,Mental and behavioural
KRA_PSY_DEMENTIA,2863,0.098 [0.087-0.11],4.336e-71,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.095 [0.087-0.10],3.766e-123,***,Unspecific neurodegenerative disorder,Nervous
G6_ALZHEIMER,2982,0.081 [0.073-0.09],2.395e-76,***,Alzheimer disease,Nervous
AUD,259,0.080 [0.070-0.09],4.392e-53,***,"Alcohol use disorder, ICD-based",Mental and behavioural
N14_CHRONEPHROPATH,18,0.079 [0.068-0.09],2.855e-41,***,Chronic nephritic syndrome,Genitourinary
F5_ALZHDEMENT,2076,0.075 [0.066-0.08],1.937e-53,***,Dementia in Alzheimer disease,Mental and behavioural
N14_FEMALEINFERT,80,0.069 [0.054-0.08],3.791e-14,***,Female infertility,Genitourinary
K11_INTESTOTH,398,0.061 [0.047-0.07],6.636e-14,***,Other diseases of intestines,Digestive
M13_HALLUXVALGUS,3980,0.060 [0.055-0.06],6.031e-129,***,Hallux valgus (acquired),Musculoskeletal
K11_FISTULA,485,0.057 [0.052-0.06],9.408e-107,***,Colonic or urogenital fistula,Digestive
E4_HYPERLIPMIX,365,0.056 [0.038-0.07],1.086e-04,***,Mixed hyperlipidaemia,Endocrine and metabolic
N14_FIOTHNAS,100,0.056 [0.044-0.07],9.046e-15,***,"Female infertility, cervical, vaginal, other or unspecified origin",Genitourinary
I9_IHD,7725,0.056 [0.045-0.07],2.416e-19,***,"Ischaemic heart disease, wide definition",Circulatory
N14_MALEGEN,1375,0.055 [0.048-0.06],5.242e-60,***,Diseases of male genital organs,Genitourinary
H7_CHALAZION,671,0.054 [0.050-0.06],1.715e-200,***,Chalazion,Eye and adnexa
CD2_BENIGN_COLORECANI,1443,0.052 [0.043-0.06],2.639e-22,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
L12_ROSACEANAS,82,0.051 [0.043-0.06],7.215e-25,***,Other and unspecified rosacea,Skin
CD2_BENIGN_THYROID,151,0.051 [0.048-0.05],1.865e-292,***,Benign neoplasm of thyroid gland,Neoplasms
J10_PLEURPLAGUE,310,0.051 [0.048-0.05],2.405e-261,***,Pleural plaque,Respiratory
I9_CORATHER,8695,0.050 [0.042-0.06],1.696e-27,***,Coronary atherosclerosis,Circulatory
I9_ANGINA,5810,0.048 [0.038-0.06],8.746e-16,***,Angina pectoris,Circulatory
I9_CHD,6392,0.047 [0.037-0.06],6.747e-15,***,Major coronary heart disease event,Circulatory
J10_SEPTDEV,498,0.047 [0.038-0.05],2.115e-23,***,Deviated nasal septum,Respiratory
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.041 [0.035-0.05],3.629e-29,***,Non-follicular lymphoma,Neoplasms
K11_DISORD_TEETH,111,0.041 [0.030-0.05],2.528e-08,***,Other disorders of teeth and supporting structures,Digestive
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.039 [0.035-0.04],2.168e-60,***,Melanocytic naevi of trunk,Neoplasms
M13_HAMMERTOE,331,0.038 [0.026-0.05],6.535e-04,***,Other hammer toe(s) (acquired),Musculoskeletal
F5_ALCOHOL_DEPENDENCE,95,0.037 [0.025-0.05],0.001,**,Alcohol dependence,Mental and behavioural
CD2_BENIGN_OVARY,144,0.037 [0.028-0.05],9.783e-10,***,Benign neoplasm of ovary,Neoplasms
I9_HEARTFAIL,682,0.037 [0.029-0.05],1.999e-13,***,"Heart failure, strict",Circulatory
H7_STENOLACRI,62,0.036 [0.029-0.04],5.710e-18,***,Stenosis and insufficiency of lacrimal passages,Eye and adnexa
K11_ORAL_LICHEN_PLANUS,6,0.034 [0.023-0.04],5.341e-04,***,Oral lichen planus,Digestive
CD2_FOLLICULAR_LYMPHOMA,5808,0.033 [0.032-0.03],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
J10_PLEURA,140,0.032 [0.020-0.04],0.026,*,Other diseases of pleura,Respiratory
G6_MIGRAINE_WITH_AURA,143,0.032 [0.022-0.04],9.179e-06,***,Migraine with aura,Nervous
K11_HERNIA,6152,0.032 [0.029-0.03],1.431e-104,***,Hernia,Digestive
O15_PRE_OR_ECLAMPSIA,259,0.030 [0.020-0.04],0.002,**,Pre-eclampsia or eclampsia,Pregnancy
E4_HYPERPIT,147,0.029 [0.025-0.03],6.867e-35,***,Hyperfunction of pituitary gland,Endocrine and metabolic
N14_PHIMOSIS,4306,0.029 [0.027-0.03],3.918e-166,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
COPD_EARLY,512,0.028 [0.025-0.03],3.551e-87,***,Early onset COPD,Respiratory
N14_PROSTHYPERPLA,3795,0.028 [0.025-0.03],1.031e-85,***,Hyperplasia of prostate,Genitourinary
M13_POLYARTHRITIS,1672,0.028 [0.025-0.03],4.473e-96,***,"Polyarthritis, unspecified",Musculoskeletal
K11_GULC,244,0.028 [0.022-0.03],8.264e-13,***,Gastric ulcer,Digestive
CD2_BENIGN_MELANOCYTIC,521,0.028 [0.022-0.03],5.070e-20,***,Melanocytic naevi,Neoplasms
CD2_INSITU_BLADDER,34,0.026 [0.020-0.03],3.555e-13,***,"Carcinoma in situ, bladder",Neoplasms
K11_OTHANRECT,204,0.026 [0.017-0.04],0.016,*,Other diseases of anus and rectum,Digestive
J10_EMPHYSEMA,365,0.023 [0.021-0.03],3.229e-71,***,Emphysema,Respiratory
N14_OTHPENIS,232,0.023 [0.018-0.03],4.018e-12,***,Other disorders of penis,Genitourinary
C3_BRONCHUS_LUNG,573,0.022 [0.019-0.03],7.664e-34,***,Malignant neoplasm of bronchus and lung,Neoplasms
F5_DEPRESSIO,2165,0.022 [0.016-0.03],1.464e-07,***,Depression,Mental and behavioural
C3_LUNG_NONSMALL,527,0.021 [0.018-0.02],1.123e-36,***,Non-small cell lung cancer,Neoplasms
K11_DIAHER,628,0.020 [0.016-0.02],1.275e-15,***,Diaphragmatic hernia,Digestive
G6_OTHDEMYEL,3560,0.020 [0.019-0.02],3.021e-133,***,Other demyelinating diseases of the central nervous system,Nervous
C3_ANUS_ANALCANAL,76,0.020 [0.016-0.02],1.718e-24,***,Malignant neoplasm of anus and anal canal,Neoplasms
O15_GESTAT_HYPERT,476,0.019 [0.013-0.03],0.002,**,Gestational [pregnancy-induced] hypertension,Pregnancy
K11_HERING,7336,0.019 [0.017-0.02],2.283e-56,***,Inguinal hernia,Digestive
H7_OPTNERVE,2671,0.019 [0.014-0.02],3.814e-10,***,Disorders of optic nerve and visual pathways,Eye and adnexa
C3_OTHER_SKIN,9911,0.018 [0.015-0.02],4.479e-32,***,Other malignant neoplasms of skin (=non-melanoma skin cancer),Neoplasms
L12_LICHENSIMPLEX,206,0.017 [0.014-0.02],5.238e-23,***,Lichen simplex chronicus,Skin
F5_PTSD,319,0.017 [0.012-0.02],1.851e-06,***,Post-traumatic stress disorder,Mental and behavioural
C3_THYROID_GLAND,1116,0.017 [0.015-0.02],1.611e-63,***,Malignant neoplasm of thyroid gland,Neoplasms
G6_MYONEU,229,0.016 [0.013-0.02],4.727e-15,***,Diseases of the myoneural junction and muscle,Nervous
H7_GLAUCNAS,69,0.016 [0.010-0.02],0.025,*,Other and unspecified glaucoma,Eye and adnexa
I9_AVBLOCK,403,0.015 [0.009-0.02],0.029,*,AV-block,Circulatory
C3_BASAL_CELL_CARCINOMA,10907,0.015 [0.012-0.02],3.501e-28,***,Basal cell carcinoma,Neoplasms
M13_FOREIGNBODY,77,0.014 [0.010-0.02],1.849e-05,***,Residual foreign body in soft tissue,Musculoskeletal
I9_PVT,43,0.014 [0.009-0.02],0.034,*,Portal vein thrombosis,Circulatory
J10_CHRONTONSADEN,5827,0.013 [0.009-0.02],0.014,*,Chronic diseases of tonsils and adenoids,Respiratory
N14_OVARYCYST,986,0.013 [0.009-0.02],0.003,**,Ovarian cyst,Genitourinary
AMN2,162,0.013 [0.008-0.02],0.002,**,Transient global amnesia,Nervous
CD2_BENIGN_ADRENAL,332,0.012 [0.009-0.01],1.256e-13,***,Benign neoplasm: Adrenal gland,Neoplasms
M13_POLYMYALGIA,4532,0.012 [0.009-0.01],2.560e-13,***,Polymyalgia rheumatica,Musculoskeletal
O15_LABOUR_UMBILICAL,119,0.012 [0.008-0.02],4.424e-06,***,Labour and delivery complicated by umbilical cord complications,Pregnancy
E4_LACTONAS,2420,0.011 [0.010-0.01],7.378e-151,***,"Lactose intolerance, other/unspecified",Endocrine and metabolic
L12_FOLLICULARCYST,349,0.011 [0.007-0.01],0.007,**,Follicular cysts of skin and subcutaneous tissue,Skin
M13_CRYSTALARTH,168,0.011 [0.008-0.01],1.846e-12,***,Other crystal arthropathies,Musculoskeletal
L12_LICHSIMPANDPRURIGO,167,0.010 [0.007-0.01],0.018,*,Lichen simplex chronicus and prurigo,Skin
N14_CALCUKIDUR,1321,0.010 [0.007-0.01],0.002,**,Calculus of kidney and ureter,Genitourinary
CD2_BENIGN_LEIOMYOMA_UTERI,9079,0.010 [0.008-0.01],2.859e-24,***,Leiomyoma of uterus,Neoplasms
L12_PAPULOSQUAMOUS,16405,0.010 [0.008-0.01],6.553e-31,***,Papulosquamous disorders,Skin
M13_GOUT,3183,0.009 [0.007-0.01],3.276e-10,***,Gout,Musculoskeletal
GOUT_IDIO,1453,0.009 [0.008-0.01],1.097e-24,***,Idiopathic gout,Musculoskeletal
CD2_BENIGN_MENINGES,586,0.009 [0.006-0.01],0.014,*,Benign neoplasm of meninges,Neoplasms
M13_SYSTSLCE,1075,0.009 [0.006-0.01],1.394e-05,***,Systemic sclerosis,Musculoskeletal
G6_BASDEGENOTH,96,0.008 [0.005-0.01],0.025,*,Other degenerative diseases of the basal ganglia,Nervous
H7_IRIDONAS,4666,0.007 [0.006-0.01],3.814e-26,***,Other and unspecified iridocyclitis,Eye and adnexa
O15_MATERN_HYPERT_UNS,90,0.006 [0.004-0.01],0.010,**,Unspecified maternal hypertension,Pregnancy
G6_RLS,898,0.006 [0.004-0.01],5.786e-05,***,Restless leg syndrome,Nervous
N14_ENDOMETRIOSIS_OVARY,2678,0.005 [0.004-0.01],3.552e-09,***,Endometriosis of ovary,Genitourinary
H7_ENTROPION,903,0.005 [0.003-0.01],0.005,**,Entropion and trichiasis of eyelid,Eye and adnexa
L12_PSORI_NAS,8866,0.004 [0.003-0.00],6.365e-13,***,Other and unspecified psoriasis,Skin
I9_CARDMYOHYP,293,-0.002 [-0.003--0.00],2.724e-04,***,"Cardiomyopathy, Hypertrophic obstructive",Circulatory
I9_HYPERTROCARDMYOP,483,-0.003 [-0.003--0.00],6.865e-10,***,Hypertrophic cardiomyopathy,Circulatory
E4_GOITREMULTINOD,6287,-0.003 [-0.004--0.00],9.000e-12,***,Nontoxic multinodular goitre,Endocrine and metabolic
E4_IRON_MET,3833,-0.004 [-0.004--0.00],1.471e-37,***,Disorders of iron metabolism,Endocrine and metabolic
D3_COAGDEFNAS,3630,-0.004 [-0.005--0.00],5.087e-23,***,Other and unspecified coagulation defects,Blood and immune
M13_ANKYLOSPON,29005,-0.004 [-0.005--0.00],1.214e-125,***,Ankylosing spondylitis,Musculoskeletal
RHEUMA_OTHER_WIDE,12512,-0.004 [-0.006--0.00],0.005,**,"Other (seronegative) rheumatoid arthritis, wide",Musculoskeletal
H8_OTOSCLE,2888,-0.005 [-0.006--0.00],1.902e-11,***,Otosclerosis,Ear and mastoid
DRY_AMD,4885,-0.005 [-0.006--0.00],0.004,**,Dry age-related macular degeneration (includes geographic atrophy),Eye and adnexa
RHEUMA_NOS,13051,-0.005 [-0.006--0.00],6.245e-11,***,Other/unspecified rheumatoid arthritis,Musculoskeletal
M13_SPONDYLINFLAMNAS,14599,-0.005 [-0.006--0.00],2.540e-64,***,Other specified/unspecified inflammatory spondylopathies,Musculoskeletal
H7_IRIDOCYCLITIS,22983,-0.005 [-0.006--0.00],7.878e-40,***,Iridocyclitis,Eye and adnexa
E4_GOITRENAS,1714,-0.006 [-0.007--0.00],3.553e-12,***,Other and/or unspecified nontoxic goitre,Endocrine and metabolic
L12_LICHENSCLERATROPH,5062,-0.006 [-0.008--0.00],2.867e-08,***,Lichen sclerosus et atrophicus,Skin
I9_VARICVE,10262,-0.006 [-0.008--0.00],0.006,**,Varicose veins,Circulatory
SPONDYLOARTHRITIS,25038,-0.006 [-0.007--0.01],8.288e-98,***,Spondyloarthritis,Musculoskeletal
POLYCYTVERA,838,-0.007 [-0.007--0.01],2.563e-131,***,Polycythaemia vera,Neoplasms
CHRONOTH,1965,-0.007 [-0.009--0.00],6.851e-04,***,Other Crohn's disease,Digestive
CHIRBIL_PRIM,2402,-0.007 [-0.009--0.01],8.190e-21,***,Primary biliary cholangitis (PBC),Digestive
I9_AF,9821,-0.008 [-0.009--0.01],1.566e-13,***,Atrial fibrillation and flutter,Circulatory
CHRONNAS,1420,-0.008 [-0.010--0.01],1.482e-05,***,Crohn's disease NAS,Digestive
M13_GIANTCELL,1909,-0.008 [-0.010--0.01],1.159e-14,***,Giant cell arteritis,Musculoskeletal
N14_DIALYSIS,1620,-0.008 [-0.010--0.01],2.799e-07,***,Dialysis,Genitourinary
K11_COELIAC,42111,-0.009 [-0.009--0.01],1.000e-315,***,Coeliac disease,Digestive
M13_EARLY_LUMBAR_PROLAPSE,506,-0.009 [-0.011--0.01],1.424e-07,***,"Early lumbar disc prolapse, operated",Musculoskeletal
AUTOHEP,2902,-0.009 [-0.010--0.01],4.319e-274,***,Autoimmune hepatitis,Digestive
N14_GLOMEINOTH,5455,-0.009 [-0.011--0.01],3.133e-25,***,Glomerular disorders in diseases classified elsewhere,Genitourinary
