Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
GlycA,385,1.452 [1.260-1.672],0.057,,Glycoprotein Acetyls
LA,635,1.261 [1.149-1.385],0.287,,Linoleic Acid
ApoB,565,1.199 [1.090-1.319],1.000,,Apolipoprotein B
S-LDL-CE%,545,1.184 [1.076-1.304],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Cholines,620,1.138 [1.036-1.250],1.000,,Total-Cholines
S-HDL-CE%,367,0.983 [0.907-1.065],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Omega-3%,215,0.962 [0.905-1.022],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE,607,0.954 [0.863-1.056],1.000,,Cholesteryl Esters in Medium HDL
S-LDL-PL%,510,0.840 [0.760-0.928],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
Creatinine,126,0.706 [0.495-1.009],1.000,,Creatinine
