Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
MUFA%,525,1.223 [1.129-1.326],0.227,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
VLDL-TG,582,1.214 [1.106-1.332],1.000,,Triglycerides in VLDL
GlycA,385,1.142 [1.022-1.277],1.000,,Glycoprotein Acetyls
Omega-6,651,1.088 [1.006-1.176],1.000,,Omega-6 Fatty Acids
S-VLDL-C,618,1.035 [0.953-1.125],1.000,,Cholesterol in Small VLDL
PUFA/MUFA,484,0.797 [0.728-0.872],0.169,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-VLDL-C%,486,0.771 [0.692-0.859],0.613,,Cholesterol to Total-Lipids in Very Large VLDL percentage
PUFA%,371,0.762 [0.681-0.853],0.551,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-CE%,485,0.747 [0.672-0.831],0.017,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-FC%,332,0.736 [0.655-0.826],0.051,,Free Cholesterol to Total-Lipids in IDL percentage
