Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-TG%,153,1.191 [1.051-1.349],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gly,134,1.071 [0.970-1.182],1.000,,Glycine
S-HDL-FC,483,1.025 [0.924-1.137],1.000,,Free Cholesterol in Small HDL
PC,606,1.017 [0.938-1.104],1.000,,Phosphatidylcholines
XS-VLDL-TG,678,1.009 [0.944-1.079],1.000,,Triglycerides in Very Small VLDL
Total-L,626,0.913 [0.836-0.997],1.000,,Total-Lipids in Lipoprotein Particles
ApoB/ApoA1,542,0.828 [0.764-0.897],0.986,,Apolipoprotein B to Apolipoprotein A1 ratio
Non-HDL-C,563,0.815 [0.749-0.885],0.345,,Total-Cholesterol Minus HDL-C
M-LDL-CE,550,0.812 [0.744-0.886],0.735,,Cholesteryl Esters in Medium LDL
S-LDL-C%,261,0.736 [0.649-0.834],0.392,,Cholesterol to Total-Lipids in Small LDL percentage
