Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Total-BCAA,38,1.217 [0.976-1.518],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-C%,486,1.021 [0.961-1.085],1.000,,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-HDL-TG,681,1.011 [0.967-1.056],1.000,,Triglycerides in Small HDL
HDL-CE,611,1.003 [0.957-1.051],1.000,,Cholesteryl Esters in HDL
M-VLDL-CE%,597,1.001 [0.951-1.055],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-CE%,644,0.988 [0.942-1.037],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-HDL-CE,664,0.983 [0.944-1.025],1.000,,Cholesteryl Esters in Very Large HDL
GlycA,385,0.939 [0.875-1.006],1.000,,Glycoprotein Acetyls
Phe,17,0.846 [0.619-1.158],1.000,,Phenylalanine
Acetoacetate,15,0.843 [0.589-1.209],1.000,,Acetoacetate
