Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
MUFA%,525,1.063 [1.037-1.089],0.419,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Total-FA,654,1.031 [1.003-1.059],1.000,,Total-Fatty Acids
M-LDL-TG,658,1.019 [0.996-1.042],1.000,,Triglycerides in Medium LDL
VLDL-L,623,1.017 [0.994-1.040],1.000,,Total-Lipids in VLDL
M-VLDL-L,589,1.016 [0.993-1.041],1.000,,Total-Lipids in Medium VLDL
L-HDL-P,633,0.979 [0.959-1.001],1.000,,Concentration of Large HDL Particles
Omega-3%,215,0.959 [0.942-0.976],0.653,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Glu,32,0.954 [0.818-1.114],1.000,,Glucose
Unsaturation,310,0.947 [0.928-0.967],0.050,*,Degree of Unsaturation
DHA%,240,0.936 [0.911-0.961],0.165,,Docosahexaenoic Acid to Total-Fatty Acids percentage
