Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,257,1.048 [1.028-1.069],0.478,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-PL%,367,1.026 [0.996-1.056],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-PL%,510,1.025 [0.973-1.079],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-FC%,651,1.002 [0.960-1.045],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-C%,176,1.000 [0.957-1.046],1.000,,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-CE%,644,0.995 [0.955-1.037],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Phosphoglyc,609,0.992 [0.956-1.029],1.000,,Phosphoglycerides
L-HDL-FC%,532,0.975 [0.939-1.014],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-3%,215,0.953 [0.934-0.972],0.498,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-CE,553,0.949 [0.914-0.985],1.000,,Cholesteryl Esters in IDL
