Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-CE%,344,1.305 [1.180-1.444],0.060,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Phosphoglyc,609,1.081 [1.006-1.161],1.000,,Phosphoglycerides
M-VLDL-FC,594,1.079 [0.999-1.165],1.000,,Free Cholesterol in Medium VLDL
M-HDL-P,598,1.048 [0.969-1.133],1.000,,Concentration of Medium HDL Particles
XXL-VLDL-L,514,1.001 [0.917-1.093],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-LDL-TG,690,0.999 [0.932-1.071],1.000,,Triglycerides in Small LDL
XXL-VLDL-P,529,0.987 [0.907-1.075],1.000,,Concentration of Chylomicrons and Extremely Large VLDL Particles
S-VLDL-CE%,509,0.941 [0.867-1.020],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
IDL-TG%,635,0.939 [0.876-1.006],1.000,,Triglycerides to Total-Lipids in IDL percentage
Omega-6/Omega-3,257,0.885 [0.841-0.930],0.432,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
